Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Little Forest Kotori	W15	RWW15-001_RR	CH	Y	RR	RW/W15-001	2	1	8000	1	1	Plant, Occult	Neither nutrients nor love should be given excessively	[C] If your Stock has 6 or more cards, this card gains +500 Power and +1 Soul.		
Senri Akane	W15	RWW15-002_RR	CH	Y	RR	RW/W15-002	3	2	10000	2	1	Magic	I won't do it. It's embarassing	[A] When this card is placed from hand or via CHANGE to Stage, you may place the top card of your Clcok into your Waiting Room.	[A][(1)] When this card attacks, if "Smiles And Tears" is in your Climax Slot, you may pay the cost. If you do, look at the top 3 cards of your Deck, choose up to 1 of them and add it to your hand. Place the rest into Waiting Room. This card gains +4000 Power. 	
Occult Club President Akane	W15	RWW15-003_R	CH	Y	R	RW/W15-003	0	0	2000	1	0	Magic, Occult	What a bother. The secrets of black magic... I shall share some with you	[A][(1) Put the top card of your Deck into Clock] When this card is placed from hand to Stage, you may pay the cost. If you do, search your Deck for up to 1 Level 1 or lower Character and add it to your hand. Shuffle your Deck.		
Klutz Chihaya	W15	RWW15-004_R	CH	Y	R	RW/W15-004	0	0	3500	1	0	Snacks, Occult	Kotarou, you're late	[A] When this card is placed from hand to Stage, reveal the top card of your Deck. If it is a Level 2 or higher Character, put this card to REST. 		
Kotarou's Rival Inoue	W15	RWW15-005_R	CH	Y	R	RW/W15-005	1	1	2500	1	1	Camera	We investigators shall scoop our targets fair and square	[A] When this card is placed from hand to the Stage, look at up to 2 cards from the top of your Deck and add up to 1 to your hand. Put the rest into your Waiting Room. Discard a card from your hand. 	[A] When this card attacks, choose 1 of your Characters. That Character gains +500 Power for the turn.	
Treasured Netter Kotori	W15	RWW15-006_R	CH	Y	R	RW/W15-006	1	0	4500	1	0	Plant, Occult	Look closely. Halogen heater only costs 390 yen. Incredible, no?	[A] When this is placed from hand to the Stage, reveal the top card of your Deck. If it's a <Plant> Character, this gains +1 Soul for the turn. If it's an <Occult> Character, this gains +2000 Power for the turn. (Put the revealed card back where it was)		
Long-time Friend Kotori	W15	RWW15-007_R	CH	Y	R	RW/W15-007	1	1	6000	1	0	Plant, Occult	Good choice. You really know your stuff	[A] When the card battling this card becomes REVERSE, if "Obvious Pleasure" is in the Climax Zone, put to REST 1 of your other Characters and move it to an empty Slot in the Back Row.	[A] ENCORE [Discard a Character card from hand to the Waiting Room]	
Protective Bandage Chihaya	W15	RWW15-008_R	CH	Y	R	RW/W15-008	2	1	5000	1	1	Snacks, Master	It's okay, I can defend a little against flame!!	[C] SUPPORT All your Characters in front of this card gets +X Power. X is equals to that Character's Level ×500.	[A] [Clock] SHIFT Level 2 (At the beginning of your Main Phase, choose 1 Yellow Card in your hand and this card in Clock, shift them)	
Naughty Glutton Girl Chihaya	W15	RWW15-009_U	CH	Y	U	RW/W15-009	0	0	1000	1	0	Snacks, Occult	Let's finish this within 45 minutes and restore our friendship!	[C] During your turn, all your other Characters get +500 Power.	[A] When this card is placed on Stage from hand, choose 1 of your Level 2 or higher Characters, during this turn, it gets +1500 Power.	
Speedy Contest! Kotarou	W15	RWW15-010_U	CH	Y	U	RW/W15-010	0	0	1500	1	0	Psychic Power, Occult	Arghhhhhhh!!	[A] [(2)] When this card is placed on Stage from hand, you may pay the cost. If you do, search your Deck for a <Occult> Character, show it to your opponent, add it to your hand. Shuffle your Deck afterwards.		
Gil & Pani	W15	RWW15-011_U	CH	Y	U	RW/W15-011	0	0	2000	1	0	Magic, Familiar	Gil: "Hey! We're going too!" Bani: "Maybe we could be of some help~"	[A] When this card attacks, choose 1 of your Characters, during this turn, it gets 1000 Power.		
Kazako's Outlaw Yoshino	W15	RWW15-012_U	CH	Y	U	RW/W15-012	0	0	2500	1	0	Delinquent	What--- Is---- youth---!!!!!!!!	[C] If you have no other Characters in your Front Row, this card gets +1500 Power.		
Chihaya's Butler Sakuya	W15	RWW15-013_U	CH	Y	U	RW/W15-013	1	1	3000	1	0	Butler, Glasses	This isn't a place for someone that doesn't belong here	[C] During your turn, all your other Characters get +1000 Power.		
Dreams And Reality Akane	W15	RWW15-014_U	CH	Y	U	RW/W15-014	1	1	6000	1	0	Magic, Occult	... What are you afraid of. Silly	[A] CHANGE [(1) Place this card into Waiting Room] At the beginning of your Encore Step, if this card is in REST, you may pay the cost. If you do, choose 1 <<"Endless Transcription" Akane>> from your Waiting Room, place it in this card's previous slot.		
Otori Sakuya	W15	RWW15-015_U	CH	Y	U	RW/W15-015	2	2	8000	2	1	Psychic Power, Familiar	I shall not forgive anyone that hurts Chihaya-san	[C] If you have another Character with <<Chihaya>> in its name, this card gets +1500 Power. 		
Uniform Kotori	W15	RWW15-016_C	CH	Y	C	RW/W15-016	0	0	1000	1	0	Plant, Occult	Hum...	[C] SUPPORT All your Characters in front of this card gets +500 Power. 		
Committee To Increase Greenery Kotori	W15	RWW15-017_C	CH	Y	C	RW/W15-017	0	0	2500	1	0	Plant, Occult	Invite your family members and friends and join us	[C] During your turn, this card gets +1000 Power. 		
Uniform Akane	W15	RWW15-018_C	CH	Y	C	RW/W15-018	0	0	3000	1	0	Magic, Occult	That was good. You can have some praise			
Chibi-Moth	W15	RWW15-019_C	CH	Y	C	RW/W15-019	1	0	1500	1	0	Animal, Familiar	Mosu-	[S] [COUNTER] COUNTER 1500 Level 1 [Discard this card from hand to Waiting Room] (Choose 1 of your Characters being Front Attacked, during this turn, it gets +1500 Power)		
Eternal Rival Haruhiko	W15	RWW15-020_C	CH	Y	C	RW/W15-020	1	0	5500	1	0	Delinquent	GOOD-BYE, My Brother! See you in the next Life!			
Uniform Chihaya	W15	RWW15-021_C	CH	Y	C	RW/W15-021	1	1	6500	1	0	Snacks, Occult	That... That's mean! Don't put me together with Mr. Ho-me!	[A] When this card attacks, if <<Lost Transfer Student>> is in your Climax Slot, choose 1 of your Characters, during this turn, it gets +500 Power, +1 Soul.		
Casual Clothes Akane	W15	RWW15-022_C	CH	Y	C	RW/W15-022	2	1	2500	1	1	Magic, Occult	Oh, no, my lifeline...	[S] [COUNTER] COUNTER 3000 Level 2 [(1) Discard this card from hand to Waiting Room] (Choose 1 of your Characters being Front Attacked, during this turn, it gets +3000 Power)		
Casual Clothes Kotori (RW)	W15	RWW15-023_C	CH	Y	C	RW/W15-023	2	2	8000	2	1	Plant, Occult	3 Yoshino	[A] [(1)] When this card attacks, you may pay this cost. If you do, choose 1 of your Characters, during this turn it gets +2000 Power.		
Casual Clothes Chihaya	W15	RWW15-024_C	CH	Y	C	RW/W15-024	2	2	9000	2	1	Snacks, Occult	If this is the way it's going, I'll ride it too...!			
Cycling In Sunlight Filtered Through Leaves	W15	RWW15-025_U	EV	Y	U	RW/W15-025	1	1			0		... In that definition, I am free, yes	Put 1 of your Characters with <<Chihaya>> in its name to REST. If you do, reveal 2 Level 2 or higher Characters from your Deck and add them to your hand. Then, shuffle your Deck. Choose 1 card from your hand, place them into Waiting Room. 		
Mach Knuckle . Konma Zero	W15	RWW15-026_U	EV	Y	U	RW/W15-026	2	0			0		Eat this: Mach Knuckle: Point Zero	Choose 1 of your Characters, during this turn, it gets +3000 Power and +2 Soul.		
School's Witch	W15	RWW15-027_C	EV	Y	C	RW/W15-027	2	0			0		I enjoy unusual incidents - more than anything else.	CONCENTRATE Choose 1 of your Characters, during this it gets +5000 Power.	Your opponent declares 1, 2 or 3. Flip 3 cards from the top of your Deck, place them into Waiting Room. If the number of <Occult> Characters among those cards is equals to your opponent's declaration, draw 1 card.	
Smiles And Tears	W15	RWW15-028_CR	CX	Y	CR	RW/W15-028					2		Akane: "Your memory will become the bond between us"	[A] When this card is placed into the Climax Slot from hand, place the top card of your Deck to Stock, all your Characters, during this turn, get +1 Soul.		
Obvious Pleasure	W15	RWW15-029_CC	CX	Y	CC	RW/W15-029					1W		Kotarou: "This is really nice" Kotori: "Yes"	[C] All your Characters get +1000 Power, +1 Soul.	(Wind: When this card is Triggered, you may choose 1 of opponent's Characters, return to his/her hand)	
Lost Transfer Student	W15	RWW15-030_CC	CX	Y	CC	RW/W15-030					1F		No, no, help! I can't get down	[C] All your Characters get +1000 Power, +1 Soul.	(Flame: When this card is Triggered, if your current attacking Character's damage is cancelled, deal 1 damage to the opponent)	
Maid Outfit Sizuru	W15	RWW15-031_RR	CH	G	RR	RW/W15-031	0	0	2000	1	0	Maid, Odd Eye	Today's meal consists of saury rice with saury steak, saury soup, and the dessert is saury ice cream~	[A] [Put 1 of your Characters to REST] When this card attacks, you may pay the cost. If you do, choose 1 of your other Characters, during this turn, it gets +1 Level, +1500 Power. 		
