Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Kyon & Koizumi	WE09	SYWE09-01_C	CH	Y	C	SY/WE09-01	0	0	1500	1	0	Psychic Power, SOS Dan	Koizumi: "The world is peaceful"	[A] When this card becomes REVERSE, if the Character battling this card is Level 0 or less, you may place that Character into Stock. If you do, place the bottom card of your opponent's Stock to Waiting Room.		
Talking About The Stars Koizumi	WE09	SYWE09-02_C	CH	Y	C	SY/WE09-02	0	0	2500	1	0	Psychic Power, SOS Dan	When I first saw Saturn's satellites, I was moved	[C] If you have another <SOS Dan> Character in the Center of your Front Row, this card gets +1000 Power.		
Looking At The Night Sky Kyon	WE09	SYWE09-03_C	CH	Y	C	SY/WE09-03	1	0	4500	1	0	SOS Dan	Time that was lost...	[C] During your turn, this card gets +1000 Power.	[A] ENCORE[Place 1 Character from Hand to Waiting Room] (When this card is placed into Waiting Room from Stage, you may pay this cost. If you do, place this card in its previous slot in REST)	
Grade School Fifth Grade Student Kyon's Sister	WE09	SYWE09-04_C	CH	Y	C	SY/WE09-04	2	2	8500	2	1	Animal	Kyon-kun, telephone call	[A] When an opponent's Character battling your other Characters becomes REVERSE, during this turn, this card gets +1000 Power.		
Wish Upon A Star Mikuru	WE09	SYWE09-05_R	CH	G	R	SY/WE09-05	0	0	2000	1	0	Time, Maid	Become better at seweing	[C] If your Stock has 2 or less cards, this card gets +1500 Power.	[S][(2)] Choose 1 of your <Time> Characters, during this turn, it gets +4000 Power.	
Time Travelling Kyon & Mikuru	WE09	SYWE09-06_R	CH	G	R	SY/WE09-06	1	0	2500	1	0	Time, SOS Dan	Mikuru (Big): "You can have a kiss. But only while she's asleep"	[C] All your other <SOS Dan> Characters gain <<[A] ENCORE[Place 1 Character from Hand to Waiting Room]>>.	[A][REST this card] When your other Character is placed into Clock from Stage, if this card is in STAND, you may pay this cost. If you do, place the top card of your Deck into Stock.	
Encounter With Mikuru (Big)	WE09	SYWE09-07_R	CH	G	R	SY/WE09-07	2	1	2000	1	1	Time	So this is how I was back then. Hehehe...	[A] When this card becomes REVERSE in battle, if <<Leading Role>> is in your Climax slot, return this card to your hand, choose 1 of your <Time> Characters, during this turn, it gets +3000 Power.	[S][COUNTER] ASSIST 3000 Level 2[(1) Place this card from Hand to Waiting Room] (Choose 1 of your Characters being Front Attacked, during this turn, it gets +3000 Power.)	
Energetic Senior Tsuruya-san	WE09	SYWE09-08_C	CH	G	C	SY/WE09-08	0	0	1000	1	0	Forehead, Double Tooth	Mikuru is cute. I want to have her as a pet in my house!	[C] All your other <Time> and <Forehead> Characters get +500 Power.	[A] When a Climax is revealed during your Character's Trigger Check, if that card's Trigger Icon is GOLD, choose 1 of your Characters, during this turn, it gets +2000 Power.	
Part-Timing Mikuru	WE09	SYWE09-09_C	CH	G	C	SY/WE09-09	0	0	3000	1	0	Time, Frog	Haa...			
Sakura Viewing Mikuru	WE09	SYWE09-10_C	CH	G	C	SY/WE09-10	1	0	4500	1	0	Time, SOS Dan	Wow- so pretty~	[A] When this card is placed on Stage from hand, choose 1 of your <Time> or <SOS Dan> Characters, during this turn, it gets +1500 Power.		
