Name	Set	Imagefile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Sinisterly Crazy Akechi Mitsuhide	SE05	SBSE05-01_R	CH	Y	R	SB/SE05-01	1	0	5000	1	0	Weapon		[A] When this card is in battle, if the damage dealt to you is not cancelled, during this turn, this card gets +1500 Power.		
Devil King Of The Warring States Oda Nobunaga	SE05	SBSE05-02_R	CH	Y	R	SB/SE05-02	2	1	8000	1	1	Weapon		[A] When this card attacks, if you have <<Tenka Fubu's Great Orders>> in your Climax slot, during this turn, this card gets +4000 Power, +1 Soul.		
Dual Pistol Nouhime	SE05	SBSE05-03_C	CH	Y	C	SB/SE05-03	0	0	2500	1	0	Weapon, Love		[A] When this card attacks, if you have 1 or less other Character in the Front Row, all your Characters, during this turn, gets +1000 Power.		
Broken Bond Nagamasa & Oichi	SE05	SBSE05-04_C	CH	Y	C	SB/SE05-04	1	1	5000	1	1	Weapon, Hero		[C] During your turn, this card gets +1000 Power.	[A] ENCORE [Discard 1 Character from hand to Waiting Room] (When this card is put into Waiting Room from Stage, you may pay this cost. If you do, return this card to its previous slot in REST)	
Tenka Fubu's Great Orders	SE05	SBSE05-05_C	CX	Y	C	SB/SE05-05					2			[A] When this card comes on Stage from hand, put the top card of your Deck to Stock. During this turn, all of your Characters get +1 Soul.		
Person Who Cuts Maeda Keiji	SE05	SBSE05-06_R	CH	G	R	SB/SE05-06	1	0	1500	1	0	Weapon, Animal		[A] [(2)] When you use this card's <<ASSIST>>, you may pay this cost. If you do, search your Deck for a <Weapon> Character, show it to your opponent, then put into your hand. Shuffle your Deck afterwards.	[S] [COUNTER] ASSIST 1000 Level 1 [Discard this card from hand to Waiting Room] (Choose 1 Character being Front Attacked, during this turn, it gets +1000 Power)	
Coolheaded Leader Mouri Motonari	SE05	SBSE05-07_R	CH	G	R	SB/SE05-07	1	0	5000	1	0	Weapon, Sun		[S] [(1) Place 1 of your <Weapon> Character from Stage to Waiting Room] During this turn, this card gets +5500 Power.		
Toyotomi's Strategist Takenaka Hanbe	SE05	SBSE05-08_R	CH	G	R	SB/SE05-08	2	1	5000	1	1	Weapon, Mask		[C] SUPPORT All your Characters in front of this card gets +X Power. X is equals to that Character's Level ×500.	[S] [Put this card to REST] Choose 1 of your Level 3 Character, during this turn, it gets +500 Power.	
Dutiful Wife And Devoted Mother Matsu	SE05	SBSE05-09_R	CH	G	R	SB/SE05-09	2	1	7500	1	1	Weapon, Animal		[A] [Discard 1 card from hand] When this card comes from hand to Stage, you may pay this cost. If you do, choose 1 of your <Animal> Character, during this turn, it gets +3500 Power.		
General Of Toyotomi Army Hideyoshi	SE05	SBSE05-10_R	CH	G	R	SB/SE05-10	3	2	9500	2	1	-		[A] When this card comes to Stage from hand, you may take the top card of your Clock, put into Waiting Room.	[A] [(3)] When the Character battling this card becomes REVERSE, you may pay this cost. If you do, place that Character into Clock.	
Central Pillar Maeda Toshiie	SE05	SBSE05-11_C	CH	G	C	SB/SE05-11	0	0	500	1	0	Weapon		[C] SUPPORT All Characters in front of this card gets +500 Power.	[A] When this card comes to Stage from hand, choose 1 of your other Character with <<Matsu>> in its name, during this turn, it gets +1000 Power.	
The Kabuki Maeda Keiji	SE05	SBSE05-12_C	CH	G	C	SB/SE05-12	0	0	1500	1	0	Weapon, Animal		[C] If you have 5 Stocks or more, all your other Characters get +500 Power.		
Visionary Tactician Mori Motonari	SE05	SBSE05-13_C	CH	G	C	SB/SE05-13	0	0	2000	1	0	Weapon, Sun		[S] [(1)] Choose 1 of your Characters, during this turn, it gets +2500 Power. At the end of turn, place that card into Waiting Room.		
Latent Aggression Takenaka Hanbe	SE05	SBSE05-14_C	CH	G	C	SB/SE05-14	0	0	2000	1	0	Weapon, Mask		[C] For each of your other Characters in STAND, this card gets +500 Power.		
Lord's Gou-Ken Toyotomi Hideyoshi	SE05	SBSE05-15_C	CH	G	C	SB/SE05-15	0	0	3000	1	0	-				
Sengoku Lord Toyotomi Hideyoshi	SE05	SBSE05-16_C	CH	G	C	SB/SE05-16	1	1	5500	1	1	-		[A] [Discard 1 <<Chaotic Times Again!>> from hand] At the beginning of your opponent's Counter Step, you may pay this cost. If you do, choose 1 Character battling this card, during this turn, it gets -3000 Power.		
Running Through Sengoku Maeda Keiji	SE05	SBSE05-17_C	CH	G	C	SB/SE05-17	1	1	7000	1	0	Weapon, Animal				
"Strong Will" Mori Motonari	SE05	SBSE05-18_C	CH	G	C	SB/SE05-18	2	2	9000	2	1	Weapon, Sun				
Matsu's Meal	SE05	SBSE05-19_C	EV	G	C	SB/SE05-19	2	0			0			If you do not have a <Animal> Character, you cannot play this card.	Choose 1 card from your Clock, return it to hand, choose 1 of your Characters, during this turn, it gets +2000 Power. Place this card to Clock.	
Chaotic Times Again!	SE05	SBSE05-20_C	CX	G	C	SB/SE05-20					G			[C] All your Characters get +1000 Power, +1 Soul.	(Gold: When this card is Triggered, put this card in your hand. You may put the top card of your Deck to Stock)	
Young Fierce General Sanada Yukimura	SE05	SBSE05-21_R	CH	R	R	SB/SE05-21	0	0	500	1	0	Weapon, Headband		[A] BOND/<<"Tiger Of Kai" Takeda Shingen>> [Put the top card of your Deck to Clock] (When this card is played to Stage, you may pay this cost. If you do, choose 1 <<"Tiger Of Kai" Takeda Shingen>> from your Waiting Room, return to hand)	[S] [Put 2 of your Characters to REST] During this turn, this card gets +2000 Power.	
Pirate's Style Chosokabe Motochika	SE05	SBSE05-22_R	CH	R	R	SB/SE05-22	1	0	4500	1	0	Weapon, Eyepatch		[C] If you have 3 or more other <Weapon> Characters, this card gets +1000 Power.	[A] ENCORE [Discard 1 Character to Waiting Room from hand] (When this card is put to Waiting Room from Stage, you may pay this cost. If you do, return this card in REST to it's previous slot.	
Tiger Of Kai Takeda Shingen	SE05	SBSE05-23_R	CH	R	R	SB/SE05-23	1	1	6000	1	0	Weapon, Animal		[A] CHANGE [(4) Discard 1 Climax from hand, place this card to Waiting Room] At the beginning of your Encore Step, if this card is in REST, you may pay this cost. If you do, choose 1 <<"Red Flame" Sanada Yukimura>> from Waiting Room, put in this card's previous slot.		
Red Flame Sanada Yukimura	SE05	SBSE05-24_R	CH	R	R	SB/SE05-24	3	2	10000	2	1	Weapon, Headband		[A] When this card comes to Stage from hand or through <<CHANGE>>, take the top card of your Clock, put to Waiting Room.	[A] [(3)] When this card attacks, if <<Struggle To The Death>> is in your Climax slot, you may pay this cost. If you do, deal 5 damage to your opponent. (Damage can be cancelled)	
Shikoku Head Chosokabe Motochika	SE05	SBSE05-25_C	CH	R	C	SB/SE05-25	0	0	2500	1	0	Weapon, Eyepatch		[S] [Put 1 of your <Weapon> to REST] During this turn, this card gets +1000 Power.		
Heated Soul Sanada Yukimura	SE05	SBSE05-26_C	CH	R	C	SB/SE05-26	0	0	3000	1	0	Weapon, Headband				
Simple And Honest Person Sanada Yukimura	SE05	SBSE05-27_C	CH	R	C	SB/SE05-27	1	0	3000	1	0	Weapon, Headband		[C] All your other <Weapon> Characters gets +500 Power.	[S] [(2) Put this card to REST] Choose 1 <Weapon> Character from your Waiting Room, return it to hand.	
Six Claws Masamune & "Twin Spear" Yukimura	SE05	SBSE05-28_C	CH	R	C	SB/SE05-28	2	1	7500	1	1	Weapon, Headband		[S] [Put 2 of your <Weapon> Characters to REST] Choose 1 of your Characters, during this turn, it gets +2000 Power.		
Mobile Fortress . Hell Fortune Chosokabe Motochika	SE05	SBSE05-29_C	CH	R	C	SB/SE05-29	2	1	8000	1	1	Weapon, Eyepatch		[A] [(2) Discard 1 Climax from hand] When this card comes to Stage from hand, you may pay this cost. If you do, choose 1 of your opponent's Characters with Cost 1 or less, place it to Waiting Room.		
Running Through The Battlefield Sarutobi Sasuke	SE05	SBSE05-30_C	CH	R	C	SB/SE05-30	2	2	8500	2	1	Ninja, Weapon		[A] If you have 2 or more other <Ninja> Characters, this card gains <<[A] ENCORE [Discard 1 Character from hand to Waiting Room] >>.		
Attack Odawara Castle!	SE05	SBSE05-31_C	EV	R	C	SB/SE05-31	1	0			0			[COUNTER] Choose 1 of your <Weapon> Characters, during this turn, it gets +2000 Power.		
Struggle To The Death	SE05	SBSE05-32_C	CX	R	C	SB/SE05-32					D			[C] All your Characters get +1000 Power, +1 Soul.	(Gate: When you Triggered this card, choose 1 Character from your Waiting Room, return to hand)	
Fearless Date Masamune	SE05	SBSE05-33_R	CH	B	R	SB/SE05-33	1	0	5000	1	0	Weapon, Eyepatch		[S] CONCENTRATE[(1)] Place the top 4 cards of your Deck into Waiting Room. For every Climax in those cards, choose 1 of your <Weapon> Characters, until the end of opponent's next turn, it gets +1000 Power.		
Calm Katakura Kojuro	SE05	SBSE05-34_R	CH	B	R	SB/SE05-34	1	1	5500	1	0	Weapon		[A] When the Character with Level 1 or above battling this card becomes REVERSE, choose 1 of your other Characters, put it to REST, place it to an empty Back Row slot.		
Date's Strategist Katakura Kojuro	SE05	SBSE05-35_R	CH	B	R	SB/SE05-35	2	1	5500	1	1	Weapon		[A] At the beginning of your opponent's Attack Phase, choose 1 of your Characters, during this turn, it gets +1500 Power.	[A] [(2)] When this card comes to Stage from hand, you may pay this cost. If you do, choose 2 of your opponent's Characters, put them to STAND and exchange their positions.	
Blue Lightning Date Masamune	SE05	SBSE05-36_R	CH	B	R	SB/SE05-36	2	2	8500	2	1	Weapon, Eyepatch		[A] When <<Blue Demon>> comes into your Climax slot, if you have 1 or less other Characters in the Front Row, look at up to 5 cards from the top of opponent's Deck, choose up to 5 of those cards, place them to Waiting Room. Return the remaining cards into the Deck, then shuffle it. All your <Weapon> Characters, until the end of opponent's next turn, get +2000 Power.		
Young Charisma Date Masamune	SE05	SBSE05-37_C	CH	B	C	SB/SE05-37	0	0	500	1	0	Weapon, Eyepatch		[A] When this card attacks, all your Characters with <<Katakura Kojuro>> in its name, during this turn, gets +500 Power.	[A] BOND/<<"Calm" Katakura Kojuro>> [Put the top card of your Deck to Clock] (When this card is played to Stage, you may pay this cost. If you do, choose 1 <<"Calm" Katakura Kojuro>> from your Waiting Room, return to hand)	
Dragon's Claw Date Masamune	SE05	SBSE05-38_C	CH	B	C	SB/SE05-38	0	0	2500	1	0	Weapon, Eyepatch		[C] If you have 1 or less other Characters in the Front Row, all your other Characters get +500 Power, gains <<[A] ENCORE [Discard 1 Character from hand to Waiting Room] >>.		
Oshu's Single-Eyed Dragon Date Masamune	SE05	SBSE05-39_C	CH	B	C	SB/SE05-39	0	0	2500	1	0	Weapon, Eyepatch		[C] During your opponent's turn, this card gets +1000 Power.		
Bishamonten's Incarnation Uesugi Kenshin	SE05	SBSE05-40_C	CH	B	C	SB/SE05-40	0	0	2500	1	0	Weapon, Rose		[A] [Place this card to Waiting Room] When any of your other <Ninja> Characters is being Front Attacked, you may pay this cost. If you do, choose 1 of battling Characters, during this turn, it gets +1000 Power.		
Uesugi Clan Kasuga	SE05	SBSE05-41_C	CH	B	C	SB/SE05-41	0	0	2500	1	0	Ninja, Love		[A] If you have 2 Stocks or less, this card gets +1000 Power, gains <<[A] ENCORE [Discard 1 Character from hand to Waiting Room] >>.		
Single-Eyed Dragon's Confidant Katakura Kojuro	SE05	SBSE05-42_C	CH	B	C	SB/SE05-42	0	0	3000	1	0	Weapon				
War God Kenshin & "Sword" Kasuga	SE05	SBSE05-43_C	CH	B	C	SB/SE05-43	1	0	5000	1	0	Weapon, Ninja		[C] If you have 5 Stocks or more, this card gets +1000 Power.		
Twin Dragons Masamune & Kojuro	SE05	SBSE05-44_C	CH	B	C	SB/SE05-44	2	1	8500	1	1	Weapon, Eyepatch				
Blue Demon	SE05	SBSE05-45_C	CX	B	C	SB/SE05-45					2			[A] When this card comes on Stage from hand, draw 1 card. During this turn, choose 1 of your Characters, it gets +2000 Power, +1 Soul.		
Crescent Moon Helmet Date Masamune	SE05	SBSE05-46_PR	CH	B	PR	SB/SE05-46	2	1	8000	1	1	Weapon, Eyepatch		[S][Put one <Weapon> Character to REST] During this turn, this card gets Power +1000.		
Sinisterly Crazy Akechi Mitsuhide S	SE05	SBSE05-01S_R	CH	Y	SR	SB/SE05-01	1	0	5000	1	0	Weapon		[A] When this card is in battle, if the damage dealt to you is not cancelled, during this turn, this card gets +1500 Power.		
Devil King Of The Warring States Oda Nobunaga S	SE05	SBSE05-02S_R	CH	Y	SR	SB/SE05-02	2	1	8000	1	1	Weapon		[A] When this card attacks, if you have <<Tenka Fubu's Great Orders>> in your Climax slot, during this turn, this card gets +4000 Power, +1 Soul.		
Dual Pistol Nouhime S	SE05	SBSE05-03S_C	CH	Y	SC	SB/SE05-03	0	0	2500	1	0	Weapon, Love		[A] When this card attacks, if you have 1 or less other Character in the Front Row, all your Characters, during this turn, gets +1000 Power.		
Broken Bond Nagamasa & Oichi S	SE05	SBSE05-04S_C	CH	Y	SC	SB/SE05-04	1	1	5000	1	1	Weapon, Hero		[C] During your turn, this card gets +1000 Power.	[A] ENCORE [Discard 1 Character from hand to Waiting Room] (When this card is put into Waiting Room from Stage, you may pay this cost. If you do, return this card to its previous slot in REST)	
Tenka Fubu's Great Orders S	SE05	SBSE05-05S_C	CX	Y	SC	SB/SE05-05					2			[A] When this card comes on Stage from hand, put the top card of your Deck to Stock. During this turn, all of your Characters get +1 Soul.		
Person Who Cuts Maeda Keiji S	SE05	SBSE05-06S_R	CH	G	SR	SB/SE05-06	1	0	1500	1	0	Weapon, Animal		[A] [(2)] When you use this card's <<ASSIST>>, you may pay this cost. If you do, search your Deck for a <Weapon> Character, show it to your opponent, then put into your hand. Shuffle your Deck afterwards.	[S] [COUNTER] ASSIST 1000 Level 1 [Discard this card from hand to Waiting Room] (Choose 1 Character being Front Attacked, during this turn, it gets +1000 Power)	
Coolheaded Leader Mouri Motonari S	SE05	SBSE05-07S_R	CH	G	SR	SB/SE05-07	1	0	5000	1	0	Weapon, Sun		[S] [(1) Place 1 of your <Weapon> Character from Stage to Waiting Room] During this turn, this card gets +5500 Power.		
Toyotomi's Strategist Takenaka Hanbe S	SE05	SBSE05-08S_R	CH	G	SR	SB/SE05-08	2	1	5000	1	1	Weapon, Mask		[C] SUPPORT All your Characters in front of this card gets +X Power. X is equals to that Character's Level ×500.	[S] [Put this card to REST] Choose 1 of your Level 3 Character, during this turn, it gets +500 Power.	
Dutiful Wife And Devoted Mother Matsu S	SE05	SBSE05-09S_R	CH	G	SR	SB/SE05-09	2	1	7500	1	1	Weapon, Animal		[A] [Discard 1 card from hand] When this card comes from hand to Stage, you may pay this cost. If you do, choose 1 of your <Animal> Character, during this turn, it gets +3500 Power.		
General Of Toyotomi Army Hideyoshi S	SE05	SBSE05-10S_R	CH	G	SR	SB/SE05-10	3	2	9500	2	1			[A] When this card comes to Stage from hand, you may take the top card of your Clock, put into Waiting Room.	[A] [(3)] When the Character battling this card becomes REVERSE, you may pay this cost. If you do, place that Character into Clock.	
Central Pillar Maeda Toshiie S	SE05	SBSE05-11S_C	CH	G	SC	SB/SE05-11	0	0	500	1	0	Weapon		[C] SUPPORT All Characters in front of this card gets +500 Power.	[A] When this card comes to Stage from hand, choose 1 of your other Character with <<Matsu>> in its name, during this turn, it gets +1000 Power.	
The Kabuki Maeda Keiji S	SE05	SBSE05-12S_C	CH	G	SC	SB/SE05-12	0	0	1500	1	0	Weapon, Animal		[C] If you have 5 Stocks or more, all your other Characters get +500 Power.		
Visionary Tactician Mori Motonari S	SE05	SBSE05-13S_C	CH	G	SC	SB/SE05-13	0	0	2000	1	0	Weapon, Sun		[S] [(1)] Choose 1 of your Characters, during this turn, it gets +2500 Power. At the end of turn, place that card into Waiting Room.		
Latent Aggression Takenaka Hanbe S	SE05	SBSE05-14S_C	CH	G	SC	SB/SE05-14	0	0	2000	1	0	Weapon, Mask		[C] For each of your other Characters in STAND, this card gets +500 Power.		
Lord's Gou-Ken Toyotomi Hideyoshi S	SE05	SBSE05-15S_C	CH	G	SC	SB/SE05-15	0	0	3000	1	0					
Sengoku Lord Toyotomi Hideyoshi S	SE05	SBSE05-16S_C	CH	G	SC	SB/SE05-16	1	1	5500	1	1			[A] [Discard 1 <<Chaotic Times Again!>> from hand] At the beginning of your opponent's Counter Step, you may pay this cost. If you do, choose 1 Character battling this card, during this turn, it gets -3000 Power.		
Running Through Sengoku Maeda Keiji S	SE05	SBSE05-17S_C	CH	G	SC	SB/SE05-17	1	1	7000	1	0	Weapon, Animal				
"Strong Will" Mori Motonari S	SE05	SBSE05-18S_C	CH	G	SC	SB/SE05-18	2	2	9000	2	1	Weapon, Sun				
Matsu's Meal S	SE05	SBSE05-19S_C	EV	G	SC	SB/SE05-19	2	0			0			If you do not have a <Animal> Character, you cannot play this card.	Choose 1 card from your Clock, return it to hand, choose 1 of your Characters, during this turn, it gets +2000 Power. Place this card to Clock.	
