Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Seeing Everyone Off Kanade	W11	ABW11-001_RR	CH	Y	RR	AB/W11-001	1	0	3500	1	0	Death, Student Council	Now, do you still have any regrets?	[C] All your other <Death> Characters gain <<[A] ENCORE [Discard 1 Character from hand to Waiting Room] >>.	[S] [Put this card to REST] Choose 1 of your Characters, during this turn, it gets +1000 Power.	
Yuzuru's Heart Kanade	W11	ABW11-002_RR	CH	Y	RR	AB/W11-002	3	2	10000	2	1	Death, Student Council	Because I came here just to say 'Thank you' to you	[A] When this card comes to Stage from hand, you may place the top card of your Clock into Waiting Room.	[A] When the Character battling this card becomes REVERSE, you may place that Character to Memory.	
Girls Demo's Assistant Yui	W11	ABW11-003_R	CH	Y	R	AB/W11-003	0	0	500	1	0	Death, Music	That's good-!	[C] SUPPORT All your Characters in front of this card gets +500 Power.	[S] [(1) REST 1 of your other <Music> Character] Choose 1 of your <Music> Characters, during this turn, it gets +1 Soul.	
All On Her Own Tenshi	W11	ABW11-004_R	CH	Y	R	AB/W11-004	0	0	2500	1	0	Death, Student Council	Not there. Even if it were there, everyone disappeared	[C] During your turn, for each of your other <Death> Characters, this card gets +500 Power.		
Straw Hat Kanade	W11	ABW11-005_R	CH	Y	R	AB/W11-005	1	1	5000	1	1	Death, Student Council	You're violating school rules by getting close to that place	[A] [(2)] When <<The Strength to Protect>> is played to your Climax slot, if this card is in the Front Row, you may pay this cost. If you do, search your Deck for up to 2 <<Reason to Fight Kanade>>, place them in the Front Row. Shuffle your Deck afterwards.	[A] ENCORE [Discard 1 Character to Waiting Room from hand] (When this card is put to Waiting Room from Stage, you may pay this cost. If you do, return this card in REST to it's previous slot)	
Wants to Do Many Things Yui	W11	ABW11-006_R	CH	Y	R	AB/W11-006	2	2	7500	2	1	Death, Music	Not at all! I've got more than just one thing that I want to do	[A] [(1)] When this card attacks, if <<The Greatest Happiness for a Girl>> is in your Climax slot, you may pay this cost. If you do, all your Characters, during this turn, gets +1000 Power, +1 Soul.	[A] ENCORE [Discard 1 Character to Waiting Room from hand] (When this card is put to Waiting Room from Stage, you may pay this cost. If you do, return this card in REST to it's previous slot)	
Standing Kanade	W11	ABW11-007_R	CH	Y	R	AB/W11-007	2	2	8000	2	1	Death, Student Council	Where are you going? The test is about to begin	[A] When this card attacks, choose 1 of your Characters with <<[A] ENCORE [Discard 1 Character from hand to Waiting Room] >>, during this turn, it gets +1 Soul.		
Student Council Chairman Kanade	W11	ABW11-008_U	CH	Y	U	AB/W11-008	0	0	1000	1	0	Death, Student Council	Just like an antagonist	[A] [(1) Discard 1 card from hand, place this card into Memory] When this card becomes REVERSE in battle, you may pay this cost. If you do, search your Deck for up to 1 <Student Council> Character, show it to your opponent, then place into your hand. Shuffle your Deck afterwards.		
Self-Proclaimed God Naoi	W11	ABW11-009_U	CH	Y	U	AB/W11-009	0	0	2500	1	0	Death, Twins	You... Don't you know I'm God?	[A] [(1)] When this card comes to Stage from hand, you may pay this cost. If you do, during this turn, this card gets +2500 Power.		
Reason to Fight Kanade	W11	ABW11-010_U	CH	Y	U	AB/W11-010	1	0	4500	1	0	Death, Student Council	It was a heroic fight...	[A] [Discard 1 card from hand, put 1 Character from STAND to REST] When this card comes to Stage, you may pay this cost. If you do, search your Deck for up to 1 <<Reason to Fight Kanade>>, show it to your opponent, then place into your hand. Shuffle your Deck afterwards.		
