Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Number 4 Ace Sasami	W06	LBW06-001_RR	CH	Y	RR	LB/W06-001	1	1	5000	1	1	Sports	Now, come at me anywhere!	[A]Encore [Discard 1 Character to Waiting Room from hand] (When this card is placed in Waiting Room from Stage, you may pay the cost. If you do, return this card in REST to its previous slot.)	[S][Discard 1 Climax to Waiting Room from hand] During this turn, this card gets +4000 Power.	
Trying Her Best Rin	W06	LBW06-002_RR	CH	Y	RR	LB/W06-002	2	2	7500	2	1	Animal	I'm going	[C]If you have no other Front Row Characters, this card gets +3000 Power.	[A]When this card attacks, if <<Test from a Brother>> is in your Climax slot, return all the cards in your Waiting Room to your Deck. Shuffle your Deck afterwards.	
Cosplay Sasami	W06	LBW06-003_R	CH	Y	R	LB/W06-003	0	0	2000	1	0	Animal, Pajama	Heheheh~	[A]When this card is placed onto the Stage from the hand, choose 1 Level or above Character, during this turn, it gets +3000 Power.		
Tokikaze Shun	W06	LBW06-004_R	CH	Y	R	LB/W06-004	0	0	2500	1	0	Mask, Weapon	The End	[A]When your Climax is placed into the Climax slot, during this turn, this card gets +1500 Power.		
Big Sister Yuiko	W06	LBW06-005_R	CH	Y	R	LB/W06-005	1	1	5000	1	1	Music	Riki-kun, do you like cookies?	[A]When this card is placed onto the Stage from hand, during this turn, it gets +1500 Power.	[A]When this card attacks, if <<The Piano Continues to Play>> is in your Climax slot, you may choose 1 of your opponent's Front Row Level 1 or Below Character, place it into Stock.	
Plain Clothes Komari	W06	LBW06-006_R	CH	Y	R	LB/W06-006	2	2	7500	2	1	Snack, Fairytale	Today's a great day for talking a walk~	[A]When your Climax is placed into the Climax slot, during this turn, this card gets +1500 Power.	[A]Encore [Discard 1 Character to Waiting Room from hand] (When this card placed into the Waiting Room from Stage, you may pay this cost. If you do, return this card in REST to its previous slot)	
Inohara * Masato	W06	LBW06-007_U	CH	Y	U	LB/W06-007	0	0	500	1	0	Muscle	Wooooooooh----!	[A] BOND/<<Roommates Riki & Masato>> [(1)] (When you place this card on Stage from hand, you may pay the cost. If you do, choose 1 <<Roommates Riki & Masato>> from your Waiting Room and place it into your hand)	[S][(1)] Choose 1 of your cards with <<Riki>>in its name, during this turn, it gets +1000 Power and <Muscle>.	
Full Speed Cat! Rin	W06	LBW06-008_U	CH	Y	U	LB/W06-008	0	0	1500	1	0	Animal	Kyousuke: "Rin borrowed those two's power and jumped to the third floor with one leap"	[S][Discard 1 Climax to Waiting Room from hand] Choose 1 of your Characters, during this turn, it gets +3000 Power.	[S] CONCENTRATE [Put to REST 1 card with <<Masato>> in its name and 1 card with <<Kengo>> in its name] Place the top 3 cards of your Deck into the Waiting Room. For each Climax in those cards, during this turn, this card gets +3500 Power, +1 Soul.	
Best Buddies Rin & Komari	W06	LBW06-009_U	CH	Y	U	LB/W06-009	1	1	1500	1	1	Animal, Snack	Komari: "Always friends, right"	[A]When this card becomes REVERSE in battle, if <<Best Place>> is in your Climax slot, you may return this card to your hand.	[S][COUNTER] ASSIST 2000 Level 1 [(1) Discard this card from hand to Waiting Room] (Choose 1 Character being Front Attacked, during this turn, it gets +2000 Power)	
Strongest Rivals Rin & Sasami	W06	LBW06-010_U	CH	Y	U	LB/W06-010	1	0	5500	1	0	Animal, Sports	He, heh... there's a saying of "treat your enemies well"			
Maid Outfit Yuiko	W06	LBW06-011_U	CH	Y	U	LB/W06-011	2	1	8500	1	1	Music, Maid	It must be fate that willed us to meet here like this. Have some tea before you go			
Magnificent Handcraft Yuiko	W06	LBW06-012_C	CH	Y	C	LB/W06-012	0	0	500	1	0	Music	I've came to visit you	[C] SUPPORT All your Characters in front of this card gets +500 Power.	[S][Put this card to REST] Choose 1 of your Characters with <Marble>, during this turn, it gets +500 Power.	
Strategy Meeting Kyousuke	W06	LBW06-013_C	CH	Y	C	LB/W06-013	0	0	1000	1	0	Sports	What's the title of the first episode of the new release "Esper Investigator Jessie" that had great impact?	[C]All your other cards with <<Rin>> in their name get +500 Power.	[C]All your other cards with <<Riki>> in their name get +500 Power.	
Wishing Star Komari	W06	LBW06-014_C	CH	Y	C	LB/W06-014	0	0	3000	1	0	Snack, Fairytale	If there's no like, just gradually make it so~			
Determination of Rin	W06	LBW06-015_C	CH	Y	C	LB/W06-015	1	0	1500	1	0	Animal	I shall try to make that wish happen	[C] ALARM If this card is at the top of your Clock, all your <Animal> Characters gain the following ability. <<[S][Put this card to REST] Choose 1 of your Characters, during this turn, it gets +1000 Power.>>	[S][(1)] During this turn, this card gets +1 Soul.	
Mood Maker Komari	W06	LBW06-016_C	CH	Y	C	LB/W06-016	1	0	3000	1	0	Snack, Fairytale	I powered up!	[C] SUPPORT During your turn, all your Characters in front of this card get +1000 Power.	[S][Discard 1 Climax from hand to Waiting Room] Choose 1 of your opponent's Front Row Cost 0 or below Characters, place it in Stock.	
Roommates Riki & Masato	W06	LBW06-017_C	CH	Y	C	LB/W06-017	2	1	4500	1	1	Muscle	Hey, let me swap my udon with thick sauce with your tasty-looking udon with deep-fried toppings on it!	[A]When this card is placed onto the Stage from hand, if you have 4 or more other <Muscle> Characters, during this turn, all of your Characters get +4000 Power.		
Self-Centered Sasami	W06	LBW06-018_C	CH	Y	C	LB/W06-018	3	3	10000	3	1	Sports	Miyazawa-sama is marvelous	[C]The Character facing this card gets -1 Soul.	[A]When the Character battling this card becomes REVERSE, you may place that Character in Stock.	
The Place That Was Protected	W06	LBW06-019_R	EV	Y	R	LB/W06-019	2	0			0		Teacher: "Natsume-san is okay. She's working hard today"	[COUNTER] If you do not have any <Animal> Characters, you cannot play this card. Choose 1 of your Characters, during this turn, it gets +2500 Power.		
Awaited Person Hasn't Come Yet	W06	LBW06-020_U	EV	Y	U	LB/W06-020	1	1			0		...Be here soon	Search your Deck for 1 Character with no traits, show it to your opponent and place it into your hand. Shuffle your Deck afterwards.		
Breaking Mind	W06	LBW06-021_U	EV	Y	U	LB/W06-021	2	0			0		...Okay, if you want it, I'll give it to you	Choose 1 of your Characters, during this turn, it gets +2 Soul.	During this turn, your opponent cannot use <<[A] Encore >>. (The rule <<[A] Encore[(3)] >> cannot be used either)	
Fish Observation	W06	LBW06-022_C	EV	Y	C	LB/W06-022	1	0			0		Hmm... huh....	Draw 2 cards, place the top 2 cards of your Deck into Stock. End your Main Phase, proceed to End Phase.		
Best Place	W06	LBW06-023_CR	CX	Y	CR	LB/W06-023					1W		It tastes great~	[C]All your Characters gets +1000 Power, +1 Soul.	(Wind: When this card is Triggered, you may choose 1 of your opponent's Characters, return to his/her hand)	
Test from a Brother	W06	LBW06-024_CC	CX	Y	CC	LB/W06-024					2		Kyousuke: "Even if you're by yourself, you still have to do your best, Rin"	[A]When is card is placed in the Climax slot from hand, draw 1 card. Choose 1 of your Characters, during this turn, it gets +3 Soul.		
The Piano Continues to Play	W06	LBW06-025_CC	CX	Y	CC	LB/W06-025					2		...Goodbye, Riki-kun	[C]All your Characters get +2 Soul.		
Intimidating Rin	W06	LBW06-026_RR	CH	G	RR	LB/W06-026	1	0	3000	1	0	Animal	Masashimi Sasaka... I won't give Komari-chan to you	[C] SUPPORT All the Characters in front of this card get +500 Power.	[S][Put this card to REST] Choose 1 of your <Animal> Characters, during this turn, it gets +1000 Power.	
Easily Worried Haruka	W06	LBW06-027_RR	CH	G	RR	LB/W06-027	2	1	7500	1	1	Marble, Twins	A kitten wouldn't be liked by its parents if it's got human scent on it	[A][Discard 1 Climax to Waiting Room from hand] When this card is placed on the Stage from hand, you may pay the cost. If you do, choose 1 of your opponent's Characters, during this turn, it gets -1500 Power.		
Plain Clothes Haruka	W06	LBW06-028_R	CH	G	R	LB/W06-028	0	0	1500	1	0	Marble, Twins	It's nice to see your own thing all the way through	[C]All your other <President> Characters get +500 Power.	[S][(1)] Choose 1 of your <Marble> Characters, during this turn, it gets +1000 Power.	
