Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Santa Aisia 	WE02	DCWE02-001_R	CH	Y	R	DC/WE02-001	2	2	8500	2	1	Magic, Toy	I told him that it's almost Christmas...	[A] [Discard 3 Level 1 or above Character Cards from your hand] This ability can only be activated once per turn. When this card attack, and the Climax [Stubborn Aisia] is in play, you may pay the cost to activate this ability. If you do so, put 1 of your Character cards that is in ÅyKnockoutÅz mode, to ÅyStandÅz mode.		
Doll Otome	WE02	DCWE02-002_R	CH	Y	R	DC/WE02-002	0	0	2500	1	0	Student Council, Kimono	Does this look okay, little brother?	[A] When this card attacks, reveal the top card of your Deck. If it's a Character with <<Student Council>> trait, during this turn, this card gains Soul +1. (Returned the revealed card to its original position)		
Soul Sending Mahiru 	WE02	DCWE02-003_C	CH	Y	C	DC/WE02-003	1	1	5000	1	1	Myth	It promised to give me an ideal relationship	[C] This card cannot be chosen for your opponent's card effect.	[A] When this card is send to the Waiting Room from the Stage, put this card into the Memory.	
Extravagant Problems	WE02	DCWE02-004_C	EV	Y	C	DC/WE02-004	1	0			0		But there's no bright future	Choose 1 of your Character card, during this turn, it gains Power +1000. During this turn, your opponent cannot activate Å[S] [ENCOREÅ](Å[A] ENCORE [(3)] inherent ability included)		
Stubborn Aisia	WE02	DCWE02-005_C	CX	Y	C	DC/WE02-005					2		Because it's Yoshiyuki-kun, that's why	[C] All your Character cards gain Soul +2. 		
Start on a Journey Akane	WE02	DCWE02-006_R	CH	G	R	DC/WE02-006	2	1	8000	1	1	-	Well then, Yoshiyuki-kun. I'm going	[A] When this card attacks, and the Climax <<Let's eat together>> is in play, choose 1 of your other Character cards, during this turn, it gains Power +3000, and this card gains Power +3000.		
Songstress Nanaka	WE02	DCWE02-007_C	CH	G	C	DC/WE02-007	1	0	5000	1	0	Music, Magic	I want to sing my heart out	[A] When this card attacks, reveal the top card of your Deck. If it is a Character card with <Music> trait, during this turn, this card gains Power +2000. (Return the revealed card to its original position)		
Halloween Koko	WE02	DCWE02-008_C	CH	G	C	DC/WE02-008	0	0	3000	1	0	Music, Pumpkin	People will see...			
Let's Eat Together	WE02	DCWE02-009_C	CX	G	C	DC/WE02-009					2		Merry Christmas, Yoshiyuki-kun	[A] When you play this Climax card onto the Climax Slot from your hand, from the top of your top Deck, put 1 card in your Stock. During this turn, all your Characters gain +1 Soul.		
Swimsuit Erika	WE02	DCWE02-010_R	CH	R	R	DC/WE02-010	2	2	7500	2	1	Student Council, Swimsuit	No- nothing! I- I'm not embarassed	[C] For each of your other Character cards with Å<<[AÅ] ENCORE [Discard 1 Character card from hand]>>, this card gains Power +500.	[A] When this card attacks, and the Climax <<Sleepy Erika>> is in play, choose 1 Character card in your Waiting Room, and add it to your hand.	
