Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Black Bunny Sheryl	S13	MFS13-001_RR	CH	Y	RR	MF/S13-001	1	1	6000	1	0	Music, Love	I like the calm before the stage	[C] EXPERIENCE If the sum of Levels of cards in your Level Zone is 2 or higher, this card gains +1000 Power.	[A] When this card attacks, if <<Universal Bunny>> is in the Climax Zone, you may choose a Character in Opponent's Front Row whose Cost is 1 or lower and return it to the hand.	
Black Bunny Sheryl SP	S13	MFS13-001SP_SP	CH	Y	SP	MF/S13-001	1	1	6000	1	0	Music, Love		[C] EXPERIENCE If the sum of Levels of cards in your Level Zone is 2 or higher, this card gains +1000 Power.	[A] When this card attacks, if <<Universal Bunny>> is in the Climax Zone, you may choose a Character in Opponent's Front Row whose Cost is 1 or lower and return it to the hand.	
Decision in Her Youth Days Sheryl	S13	MFS13-002_RR	CH	Y	RR	MF/S13-002	2	2	7500	2	1	Music, Love	My song shall ripple through the universe!	[C] EXPERIENCE If the sum of Levels of cards in your Level Zone is 3 or higher, this card gains +1 Soul.	[A] CHANGE [(1) Put this card in the Waiting Room] At the beginning of your Encore Step, if this card is in REST, you may pay cost. If so, choose a <<"Singing Is Life" Sheryl>> in your Waiting Room and put it in the Slot this card was in.	
Dying Wish Grace	S13	MFS13-003_R	CH	Y	R	MF/S13-003	0	0	2000	1	0	Glasses, Manager	Now, let me hear it once more. ...Your song...	[A] This card ability may be played up to once per turn. When your other <<"Singing Is Life" Sheryl>> is placed to the Stage via CHANGE, you may put the top card of your Deck in your Stock.	[S] [REST this card] Choose 1 of your Characters with <<Sheryl>> in the name. That Character gains +1000 Power for the turn.	
Pinky Nurse Sheryl	S13	MFS13-004_R	CH	Y	R	MF/S13-004	0	0	2500	1	0	Music, Love	I am a prisoner trapped by a monster called the stage...	[C] If there are 2 or fewer Characters in your Opponent's Front Row, this card gains +1000 Power.		
Pinky Nurse Sheryl RRR	S13	MFS13-004R_RRR	CH	Y	RRR	MF/S13-004	0	0	2500	1	0	Music, Love	I am a prisoner trapped by a monster called the stage...	[C] If there are 2 or fewer Characters in your Opponent's Front Row, this card gains +1000 Power.		
White Bunny Sheryl	S13	MFS13-005_R	CH	Y	R	MF/S13-005	1	0	5000	1	0	Music, Love	I like the excitement of the moment when the curtains raises	[A] When this card Direct Attacks, if <<Universal Bunny>> is in the Climax Zone, this card gains +4500 Power and <<[C] This card cannot be chosen as target by Opponent's effects>> until the end of your Opponent's next turn.		
White Bunny Sheryl SR	S13	MFS13-005S_SR	CH	Y	SR	MF/S13-005	1	0	5000	1	0	Music, Love	I like the excitement of the moment when the curtains raises	[A] When this card Direct Attacks, if <<Universal Bunny>> is in the Climax Zone, this card gains +4500 Power and <<[C] This card cannot be chosen as target by Opponent's effects>> until the end of your Opponent's next turn.		
Beautiful Little Devil Sheryl	S13	MFS13-006_R	CH	Y	R	MF/S13-006	1	1	3500	1	1	Music, Love	All are as when I was born. That's one of the charm points	[C] ASSIST All your Characters in front of this card gain +500 Power.	[C] EXPERIENCE If the sum of Levels of cards in your Level Zone is 4 or higher, this card gains <<[C] ASSIST All your Characters in front of this card gain +500 Power.>>	
Beautiful Little Devil Sheryl SR	S13	MFS13-006S_SR	CH	Y	SR	MF/S13-006	1	1	3500	1	1	Music, Love	All are as when I was born. That's one of the charm points	[C] ASSIST All your Characters in front of this card gain +500 Power.	[C] EXPERIENCE If the sum of Levels of cards in your Level Zone is 4 or higher, this card gains <<[C] ASSIST All your Characters in front of this card gain +500 Power.>>	
Singing Is Life Sheryl	S13	MFS13-007_R	CH	Y	R	MF/S13-007	3	2	10000	2	1	Music, Love	I prefer dying to no longer be able to sing!	[A] When this card is placed from hand to the Stage or via CHANGE to the Stage, draw up to 2 cards, and discard a card from hand to the Waiting Room.	[A] [Reveal a <<Northern Cross>> in your hand and put it in Stock] When this card is turned to REVERSE while battling, you may pay cost. If so, search your Deck for a Character with either <Music> or <Pilot>, reveal it, and put it in your hand. Shuffle your Deck afterwards, and REST this card Character.	
Singing Is Life Sheryl SR	S13	MFS13-007S_SR	CH	Y	SR	MF/S13-007	3	2	10000	2	1	Music, Love	At the beginning, I sang because I want to live. But now, I live because I want to sing	[A] When this card is placed from hand to the Stage or via CHANGE to the Stage, draw up to 2 cards, and discard a card from hand to the Waiting Room.	[A] [Reveal a <<Northern Cross>> in your hand and put it in Stock] When this card is turned to REVERSE while battling, you may pay cost. If so, search your Deck for a Character with either <Music> or <Pilot>, reveal it, and put it in your hand. Shuffle your Deck afterwards, and REST this card Character.	
Grace O'Connor	S13	MFS13-008_U	CH	Y	U	MF/S13-008	0	0	500	1	0	Glasses, Manager	Heh, you came just as I thought. Guided by those girls' fold song	[A] [(1)] When this card is placed from hand to the Stage, you may pay cost. If so, choose 1 of your other <Music> Characters. That Character gains +1000 Power for the turn.	[A] BOND/ <<Galactic Fairy Sheryl Nome>> [(1)]	
