Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
o(>o<)/\(>o<)o Ami & Mami	SE04	IMSE04-01_C	CH	Y	C	IM/SE04-01	0	0	2500	1	0	Music, Twins	Eri onee-chan, this way, hurry! This is the cloth shop that Ami and Mami go to!	[S] BRAINSTORM [(1)] Reveal the top 4 cards of your Deck and put them in the Waiting Room. For each Climax card revealed this way, this card gains +1000 Power and +1 Soul for the turn.		
Kind Senpai Yukiho	SE04	IMSE04-02_C	CH	Y	C	IM/SE04-02	1	0	1000	1	0	Music, Tea	Crying is embarrassing I was told this, so I decide to become an idol	[A] [(1)] When you use the BACKUP of this card, you may pay cost. If so, choose an <<Bright Parent And Kid Ai & Mai>> in your Waiting Room and Send it to Memory.	[S] COUNTER BACKUP 1500, Level 1 [Discard this card from hand to the Waiting Room]	
Idol Favorite Iori	SE04	IMSE04-03_C	CH	Y	C	IM/SE04-03	2	2	7000	2	1	Music, Doll	Hehe, well said~ It'll take you more than 100 years before you can beat me!	[A] ENCORE [(2)]	[S] [REST 1 of your Characters] This card gains +1000 Power for the turn.	
A Step Towards Dreams Ryou	SE04	IMSE04-04_R	CH	G	R	IM/SE04-04	0	0	4000	1	0	Music, Female Clothing	Ahh, this is embarrassing... My feet are cold, and it scrapes a lot...	[A] When this card is placed from hand to the Stage, reveal the top card of your Deck. If it's a Climax card, put this card in the Waiting Room. (Put the revealed card back where it was)		
Tropical Girl Hibiki	SE04	IMSE04-05_R	CH	G	R	IM/SE04-05	1	0	4000	1	0	Music, Animal	Hey!!!! Ah, am I too loud? My name is Hibiki Gahana! Please to meet you!!	[A] When a Level 1 or higher Battle Opponent of this card becomes turned to REVERSE, you may put the top card of your Deck in your Stock.	[A] ENCORE [Discard a Character card from hand to the Waiting Room]	
Big Secret Ryou	SE04	IMSE04-06_R	CH	G	R	IM/SE04-06	1	1	7500	1	1	Music, Female Clothing	Nooo, if Ai-chan or Eri-chan found out, how would they treat me? This has to be kept a secret!	[A] When this card is placed from hand to the Stage, reveal the top card of your Deck. If it's a Climax card, put this card in the Waiting Room. (Put the revealed card back where it was)		
Not Giving Up Dreams Ryou	SE04	IMSE04-07_R	CH	G	R	IM/SE04-07	2	2	8500	2	1	Music, Female Clothing	I'm standing on the best stages as a male idol like this ... so can you!	[A] [(2)] When this card attacks, if <<Dazzling World>> is in your Climax Zone, you may pay cost. If so, choose a card in your Opponent's Waiting Room and Send it to Memory.		
President Ishikawa	SE04	IMSE04-08_C	CH	G	C	IM/SE04-08	0	0	1000	1	0	Music, Shadow	The road to top idol takes more than 1 day. You have to accumulate experience and best efforts	[A] [(2)] When this card is placed from hand to the Stage, you may pay cost. If so, search your Deck for up to 1 <Music> Character, reveal it, and put it in your hand. Shuffle your Deck.		
Idol's Cousin Ryou	SE04	IMSE04-09_C	CH	G	C	IM/SE04-09	0	0	3000	1	0	Music, Female Clothing	Ahh, I am nervous, but I want to become a hunk one day. Let's go, me-! Okay!			
Uneven Combination Ryou & Yumeko	SE04	IMSE04-10_C	CH	G	C	IM/SE04-10	1	0	4500	1	0	Music, Female Clothing	This is the biggest event since I've become an idol, so you, help me out as much as you can. Got that?	[C] For each Marker under this card, this card gains +1 Level and +1500 Power.	[A] When the Battle Opponent of this card becomes turned to REVERSE, you may put the top card of your Deck under this card as Marker.	
