Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
In Charge of Sexual Appeal? Yui	WE10	ABWE10-01_R	CH	Y	R	AB/WE10-01	0	0	3500	1	0	Death, Music	It's not a gag!	[A] When this card attacks, reveal the top card of your Deck. If the revealed card is a Climax, this card gets Power -3000 for this turn. (Return the revealed card to its original position)		
Mutual Understanding Iwasawa & Hisako	WE10	ABWE10-02_R	CH	Y	R	AB/WE10-02	1	0	4500	1	0	Death, Music	Iwasawa: "This is my life..."	[C] RECOLLECTION If there is a card in your Memory, this card gains Power +1500.		
End of The Confrontation Kanade	WE10	ABWE10-03_R	CH	Y	R	AB/WE10-03	1	0	4500	1	0	Death, Student Council	Yuri's opposition has been cleared up	[C] During your turn, this card gains Power +1000.	[S] CONCENTRATE [(1)] Flip the top 4 cards from your Deck into your Waiting Room. For each Climax that is revealed this way, choose 1 of your <<Death>> Characters, it gains Power +2000 for this turn.	
Divine Messenger Angel	WE10	ABWE10-04_R	CH	Y	R	AB/WE10-04	1	1	7500	1	0	Death, Student Council	Unrefined	[A] When this card is played from hand to Stage, reveal the top card of your Deck. If the revealed card is not a <<Death>>, during your Encore Step, this card is sent to your Waiting Room. (Return the revealed card to its original position)		
Maradona Yui	WE10	ABWE10-05_R	CH	Y	R	AB/WE10-05	2	1	8000	1	1	Death, Music	You're the last... I'll take the goal even if I have to kill you	[C] RECOLLECTION If you have 2 or more <<Death>> cards in your Memory, this card gains Power +500 as well as the following ability <<[C] This card gains Power +1000 during your turn.>>		
Words of Parting Kanade	WE10	ABWE10-06_R	CH	Y	R	AB/WE10-06	3	2	10000	2	1	Death, Student Council	... Really... Thank you...	[A] When this card is played from hand to Stage or from CHANGE, you may place the top card in your Clock into your Waiting Room.	[A][(1)] If <<Somewhere, Someday>> is placed into your Climax Slot and this card is in your Front Stage, you may pay the cost. Choose 1 of your opponent's Level 2 or below Character and send it to your opponent's Stock.	
Enthusiastic Girl Yui	WE10	ABWE10-07_R	CH	Y	R	AB/WE10-07	3	2	10000	2	1	Death, Music	Yui has come to assist!	[C] This card cannot be targeted by your opponent's effects.	[A] When this card is played from hand to Stage, choose up to 2 of your other Characters to gain Power +1000, Soul +1 for this turn.	[A][(1)][Drop 1 card from your hand] When this card attacks, you may pay the cost. Choose 1 of your opponent's Front Stage Character and return it to hand. This card gains Power +1000 for this turn.
Close Pair Sekine & Irie	WE10	ABWE10-08_C	CH	Y	C	AB/WE10-08	0	0	500	1	0	Death, Music	Sekie: "Who is this girl!?" Irie: "You should know by the voice..."	[C] ASSIST All your Characters in front of this card gain Power +500.	[A][(1)] When this card is put to REVERSE in battle, you may pay the cost. Send this card to your Memory.	
Pulsating Memories Otonashi	WE10	ABWE10-09_C	CH	Y	C	AB/WE10-09	0	0	1000	1	0	Death	Is that so... Can I really become your first friend...	[A]BOND <<"Divine Messenger" Angel>> [(1)] When this card is played from hand to Stage, you may pay the cost. You may retrieve 1 <<"Divine Messenger" Angel>> from your Waiting Room to hand.		
Swimsuit Kanade	WE10	ABWE10-10_C	CH	Y	C	AB/WE10-10	0	0	2500	1	0	Death, Student Council	So, what should I do	[C] During your turn, this card gains Power +1000.		
Working Hard For Fads Yui	WE10	ABWE10-11_C	CH	Y	C	AB/WE10-11	0	0	2500	1	0	Death, Music	How's this!	[A][(1)] When this card attacks, you may pay the cost. Choose 1 of your Characters to gain Power +1500 for this turn.		
Former Formidable Enemy Kanade	WE10	ABWE10-12_C	CH	Y	C	AB/WE10-12	0	0	3000	1	0	Death, Student Council	Hand Sonic Version 5			
Guitar Performer Iwasawa	WE10	ABWE10-13_C	CH	Y	C	AB/WE10-13	1	0	3000	1	0	Death, Music	I have a new song, wanna hear it?	[A][(2)][Send this card to your Memory] When this card is put to REVERSE in battle, you may pay the cost. Search your Deck for a <<Death>> Character, show it to your opponent, then add it to your hand. Shuffle your Deck.		
Always Energetic Yui	WE10	ABWE10-14_C	CH	Y	C	AB/WE10-14	1	0	4500	1	0	Death, Music	Oh, it seems there are new idiots that joined the party	[C] For every other <<Music>> Character on your Stage, this card gains Power +500.		
Similar Couple Yui & Hinata	WE10	ABWE10-15_C	CH	Y	C	AB/WE10-15	1	0	5000	1	0	Death, Music	Hinata: "Ow!! You... I'm senpai, get it!"	[A] When this card is played from hand to Stage, it gains Power +1500 for this turn.		
2nd Generation Vocalist Yui	WE10	ABWE10-16_C	CH	Y	C	AB/WE10-16	1	1	6500	1	0	Death, Music	I'm Yui!	[A][Place the top card of your Deck into your Clock] When this card attacks and <<Operation Tornado feat. Yui>> is in your Climax Slot, you may pay the cost. This card gains Power +4000 and your opponent is unable to use any ENCORE Ability. ([ENCORE (3)] in the Rules is also unusable.)		
Determined Guitarist Hisako	WE10	ABWE10-17_C	CH	Y	C	AB/WE10-17	2	1	2500	1	1	Death, Music	We're going now. That's all. See you. Rookie	[S][COUNTER] ASSIST 3000 Level 2 [(1)][Place this card from hand to Waiting Room] Choose 1 of your Front attacked Characters, it gains Power +3000.		
Ordinary Girl Kanade	WE10	ABWE10-18_C	CH	Y	C	AB/WE10-18	2	1	7500	1	1	Death, Student Council	Otonashi: "Tenshi? ... She's a normal girl"	[A] CHANGE [(1)][Drop 1 card from hand to your Waiting Room, Send this card to your Memory] At the start of your Encore Step and this card is in REST, you may pay the cost. Choose 1 <<Words of Parting Kanade>> from your Waiting Room and put it to your Stage on this card’s previous slot.		
Dual-faced Naoi	WE10	ABWE10-19_C	CH	Y	C	AB/WE10-19	2	2	8500	2	1	Death, Student Council	Good job on sending those off	[A][Drop 1 card from hand to your Waiting Room] When this card is played from hand to your Stage, and there are other <<Death>> Characters already on the Stage, you may pay the cost. Send 1 of your opponent's Level 0 or below Character to Stock.		
Somewhere Someday	WE10	ABWE10-20_C	CX	Y	C	AB/WE10-20					1W		Otonashi: "Don't disappear, Kanade..."	[C] All your Characters gain Power +1000, Soul +1.	(Wind: When you Trigger this card during your Trigger Check, send 1 of your opponent’s Characters on Stage back to hand)	
Operation Tornado feat. Yui	WE10	ABWE10-21_C	CX	Y	C	AB/WE10-21					2		Ah, I will sing	[A] When this card is played from hand to Stage, place the top card of your Deck to your Stock and all your Characters gain Soul +1.		
Freed From Conflicts Yuri	WE10	ABWE10-22_R	CH	R	R	AB/WE10-22	0	0	1500	1	0	Death, Weapon	Ahh... what is this feeling...	[C] All your other <<Death>> Characters gain Power +500.	[A] When 1 of your other <<Death>> Characters is put to REVERSE in battle, choose one of your Characters to gain Power +500 for this turn.	
Efficient Operator Yusa	WE10	ABWE10-23_R	CH	R	R	AB/WE10-23	0	0	2500	1	0	Death	Yuri-san... is like the bad guys	[A] When this card puts its opponent to REVERSE in battle, you may select 1 Character card from your Waiting Room and add it to your hand. Drop 1 card from hand to your Waiting Room.		
Time For Setting Off Yuri	WE10	ABWE10-24_R	CH	R	R	AB/WE10-24	1	1	6000	1	0	Death, Weapon	I shall pray to meet you again	[C] If there are 2 or less other Characters on your Stage, this card gains Power +1000.	[A] ENCORE [Drop 1 Character from hand to Waiting Room] When this card is sent from Stage to Waiting Room, you may pay the cost. Return this Character to its previous slot on Stage in REST.	
An Irregular Lost In The World Otonashi	WE10	ABWE10-25_R	CH	R	R	AB/WE10-25	2	1	8000	1	1	Death	Kanade: "You were supposed to have vanished, in fact"	[S][(1)][Return 1 <<Death>> Character from your Memory to your Waiting Room] Choose 1 Character from your Waiting Room and add to hand.		
Godfather Yuri	WE10	ABWE10-26_R	CH	R	R	AB/WE10-26	2	2	8500	2	1	Death, Weapon	Other members are "your" allies, right?	[A] When your other <<Death>> Characters attack, this card gains Power +1000 for this turn.		
Thinking For Comrades Hinata	WE10	ABWE10-27_C	CH	R	C	AB/WE10-27	0	0	2500	1	0	Death, Sports	I am quite enjoying being with you	[A] ENCORE [Drop 1 Character from hand to Waiting Room] When this card is sent from Stage to Waiting Room, you may pay the cost. Return this Character to its previous slot on Stage in REST.		
Baseball Boy Hinata	WE10	ABWE10-28_C	CH	R	C	AB/WE10-28	0	0	2500	1	0	Death, Sports	...Okay!	[A][(1)] When this card is put to REVERSE in battle, you may pay the cost. Send this card to your Memory.		
Handle Name Takeyama	WE10	ABWE10-29_C	CH	R	C	AB/WE10-29	0	0	3000	1	0	Death, Glasses	3.1415926535 8979323846 2643383279 5028841971 6939937510 5820974944 5923078164 0628620899 8628034825…	[C] When this card is in the Stage, its name is also <<Christ>>.		
Completely Villainous Yuri	WE10	ABWE10-30_C	CH	R	C	AB/WE10-30	0	0	3000	1	0	Death, Weapon	This feels nice... hehe...	[A] When you Level Up, this card is sent to your Waiting Room.	[S][(1)] Send 1 of your opponent's Level 0 or below Character to the Waiting Room.	
Kanade's Friend Yuri	WE10	ABWE10-31_C	CH	R	C	AB/WE10-31	1	0	5000	1	0	Death, Weapon	It'll be okay, Kanade-chan	[C] When this card is in your Centre Front Stage, it gains Power +500 and the following ability <<[A] ENCORE [Drop 1 Character from hand to Waiting Room] When this card is sent from Stage to Waiting Room, you may pay the indicated Encore cost. Return this Character to its previous slot on Stage in REST>>		
Aloof Kunoichi Shiina	WE10	ABWE10-32_C	CH	R	C	AB/WE10-32	1	0	5500	1	0	Death, Weapon	Heh... alright			
Releasing Himself Takamatsu	WE10	ABWE10-33_C	CH	R	C	AB/WE10-33	1	1	2000	1	1	Death, Muscle	Takamatsuuuu--!	[S][COUNTER] ASSIST 2000 Level 1 [(1)][Place this card from hand to Waiting Room] Choose 1 of your Front attacked Characters to gain Power +2000.		
Forgiving God Yuri	WE10	ABWE10-34_C	CH	R	C	AB/WE10-34	2	1	8000	1	1	Death, Weapon	Chase them down. March	[A] When this card attacks and <<Battle Against The Shadow>> is in your Climax Slot, you may select 1 Character from your Waiting Room and add it to your hand.		
Cheerful Dancer TK	WE10	ABWE10-35_C	CH	R	C	AB/WE10-35	2	2	9000	2	1	Death	Invitation to a chaotic Carnival...			
Battle Against The Shadow	WE10	ABWE10-36_C	CX	R	C	AB/WE10-36					2		Don't be stupid, support each other!	[A] All your Characters get +2 Soul		
Songwriter Kanade	WE10	ABWE10-37_PR	CH	Y	PR	AB/WE10-37	2	1	2500	1	1	Death, Student Council		[S][COUNTER] ASSIST 3000 Level 2 [(1)][Place this card from hand to Waiting Room] Choose 1 of your Front attacked Characters to gain Power +3000.		
Savior of The World After Death Kanade	WE10	ABWE10-38_PR	CH	Y	PR	AB/WE10-38	2	1	7500	1	1	Death, Student Council		[A] When this card is played from hand to Stage, choose 1 of your Characters to gain Power +1000 for this turn.		
The First Graduation Kanade	WE10	ABWE10-39_PR	CH	Y	PR	AB/WE10-39	0	0	2500	1	0	Death, Student Council		[C] During your turn, all your other <<Death>> Characters gain Power +500.		
