Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Journalist Maria & Minorikawa	SE02	CNSE02-01_R	CH	Y	R	CN/SE02-01	0	0	500	1	0	Camera, Twins		[C] SUPPORT: Character cards in front of this card gains +500 Power	[S] [(1) Put this card into REST] Until the end of your opponent's turn, this card gains the following ability <<[C] All Character cards of the opponent gains Yellow, Green, Red and Blue Colours>>	
Treasure Canaan & Maria	SE02	CNSE02-02_R	CH	Y	R	CN/SE02-02	0	0	2000	1	0	Weapon, Cat's Cradle		[A] [Discard 1 card to your Waiting Room] When this card is played from hand to your Stage, you may pay the Cost. If you do so, search your Deck for a Character card with the name <<Canaan>> in it. Show it to your opponent and add it to your hand. Then shuffle your Deck.		
Victim of the Stolen Past Canaan	SE02	CNSE02-03_R	CH	Y	R	CN/SE02-03	2	1	8000	1	1	Weapon, Snack		[A] When the Climax card <<Natural Enemy of Snake>> is in play, if the Character card in front of this card is Green or Red, all of your Character cards, during this turn gain Power +2000.		
Novice Cameraman Maria 	SE02	CNSE02-04_R	CH	Y	R	CN/SE02-04	2	2	8500	2	1	Camera, Twins		[A] When the Climax card <<Intimate Friends>> is in play, if the Character card in front of this card is Green or Red, during this turn, this card gains Power +4000, Soul +1.	[A] When the Climax card <<Intimate Friends>> is in play, if the Character car in front of this card is Yellow or Blue, you may search your Deck for a Character card with the name <<Canaan>> in it. Show it to your opponent and add it to your hand. Then shuffle your Deck.	
Land of Hope Canaan	SE02	CNSE02-05_R	CH	Y	R	CN/SE02-05	3	2	8500	2	1	Weapon, Snack		[C] If Character card in front of this card is Green or Red, this cards gains Power +2000.	[A] When this card is played onto the Stage from your hand, or played onto the Stage by CHANGE, you may take the top card of your Clock and place it in the Waiting Room.	[A] If any Yellow or Blue Character card is put into REVERSE during battle with this card, you may place that Character card on top of the Deck.
Item Of Memory Maria	SE02	CNSE02-06_C	CH	Y	C	CN/SE02-06	0	0	500	1	0	Camera, Twins		[A] BOND /<<Iron Agent of Conflict Canaan>>[(1)](When you put this card in play on the Stage, you may pay the Cost to activate this ability. If you do so, place one <<Iron Agent of Conflict Canaan>> from your Waiting Room to your hand.	[[S] [(1) Put this card into REST ] Choose one of your Character cards with Trait <Snack>, during this turn, that card gains +1 Soul.	
Osawa Maria	SE02	CNSE02-07_C	CH	Y	C	CN/SE02-07	0	0	2000	1	0	Camera, Twins		[S] CONCENTRATE [(1) Place this card to REST ] From the top of your Deck, turn over 4 cards into your Waiting Room. For each Climax card flipped over by this effect, during this turn, all your Character cards gains +1 Soul.		
Synesthesia Canaan	SE02	CNSE02-08_C	CH	Y	C	CN/SE02-08	0	0	3000	1	0	Weapon, Snack				
Saboteur Canaan	SE02	CNSE02-09_C	CH	Y	C	CN/SE02-09	0	0	3500	1	0	Weapon, Snack		[A] When this card is played from your hand to your Stage, select 1 of own Character card in STAND mode and put it to REST		
Supervisor Natsume	SE02	CNSE02-10_C	CH	Y	C	CN/SE02-10	1	0	3500	1	0	Glasses		[A] [(1)] When this card is played from your hand to your Stage, you may pay Cost to activate this ability. Should you do so, choose 1 card from your Waiting Room and switch it with a card in your Level slot.		
Iron Agent Of Conflict Canaan	SE02	CNSE02-11_C	CH	Y	C	CN/SE02-11	1	1	5500	1	1	Weapon, Snack		[A] CHANGE[(1)] At start of your ENCORE phase, if this card is in REST, you may pay Cost to activate this ability. Should you do so, select 1 <<Important Friend Canaan & Maria>> Character card from your Level slot and exchange it with this card. (Place the Character card in STAND on to the Stage)		
Important Friend Canaan & Maria	SE02	CNSE02-12_C	CH	Y	C	CN/SE02-12	2	1	7500	1	1	Weapon, Cat's Cradle		[C] If any of your Level Slot has <<Iron Agent of Conflict Canaan>>, this card gains Power +1500.	[A] CHANGE [(2)] At start of your ENCORE phase, if this card is in REST, you may pay Cost to activate this ability. Should you do so, select 1 <<"Land Of Hope" Canaan>> Character card from your Level slot and exchange it with this card. (Place the Character card in STAND on to the Stage)	
