Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Protagonist (P4)	SE01	P4SE01-01_R	CH	Y	R	P4/SE01-01	3	2	9000	2	1	Magic, Glasses	Izanagi!!	[A][(1)] When this card is played from your hand to the Stage, you may pay the cost. If you do, you may select one <Glasses> trait Character and one Character with a name inclusive of <<&>> from your Deck. Show these cards to your opponent, add them to your hand, and shuffle your Deck.	[A] When this card attacks, you may choose a trait. For the remainder of this turn, this card has this trait.	[A] When this card attacks and the Climax card <<Izanagi Awakens>> is in your Climax area, all of your Characters with the <Magic> trait gain +2000 Power and +1 Soul this turn.
Yosuke & Jiraiya	SE01	P4SE01-02_R	CH	Y	R	P4/SE01-02	2	2	7500	2	1	Junes, Magic	You're me.. and I'm you. So I'm both of us	[C] When playing this card from the hand to the Stage, if you have any <<Hanamura Yosuke>> cards on the field, you may put that card to the Waiting Room to negate the cost of playing this card.	[A] When this card is played from the hand to the Stage, it gains +1 Soul for this turn.	
Ryotaro Dojima 	SE01	P4SE01-03_C	CH	Y	C	P4/SE01-03	1	1	2500	1	1	Police	We'll be family for a little while. Make yourself at home	[A] When this card is played from the hand to the Stage, you may select a card with the <Hero> trait or a name inclusive of <<Protagonist>>. For this turn, that card gains +3000 Power and +1 Soul.	[A] At the end of your turn, if you have any Character cards in your Memory, return this card to your hand.	
Hanamura Yosuke	SE01	P4SE01-04_C	CH	Y	C	P4/SE01-04	0	0	2500	1	0	Junes, Glasses	Let's go, partner!	[C] During your turn, this card gains +1000 Power.		
Dojima Nanako	SE01	P4SE01-05_C	CH	Y	C	P4/SE01-05	0	0	500	1	0	TV, Junes	We have the same route for a little bit, so let's go together	[A] Bond/<<Protagonist (P4)>> [(1)] When this card is played from the hand to the Stage, you may pay the cost. If you do, search your Waiting Room for a <<Protagonist (P4)>>, and place it in your hand.	[S] [(1) Put this card to REST] Select a card with the <Hero> trait or a name inclusive of <<Protagonist>>. For this turn, that card gains +1 Soul.	
Izanagi Awakens	SE01	P4SE01-06_C	CX	Y	C	P4/SE01-06					2		I'm you, you are me, open your two eyes and rise	[C] All of your Character cards gain +2 Soul		
Chie & Tomoe	SE01	P4SE01-07_R	CH	G	R	P4/SE01-07	2	2	8500	2	0	Sports, Magic	Blow away-!	[C] When playing this card from the hand to the Stage, if you have any <<Satonaka Chie>> on the field, you may put that card to the Waiting Room to negate the cost of playing this card.	[A][(2)] During your turn, when your opponent's Character in STAND is put to REST, you may pay the cost. If you do, you may choose one of your opponent's Characters in STAND and move it to their Memory.	
Kujikawa Rise	SE01	P4SE01-08_R	CH	G	R	P4/SE01-08	1	1	3500	1	1	Music, TV	The tofu is bonus for everyone. It seems that I got everyone worrying	[C] ASSIST: All Characters in front of this card of Level 2 or above gain +1000 Power.	[A][(1)] When the Climax card <<Active Beautiful Teenage Idol>> is placed in your Climax zone, you may pay the cost. If you do, select one of your <Magic> or <Glasses> Characters and it gets Power +4000 and Level +1 for this turn.	
Satonaka Chie	SE01	P4SE01-09_C	CH	G	C	P4/SE01-09	0	0	3000	1	0	Sports, Glasses	This is the end-!			
Active Beautiful Teenage Idol 	SE01	P4SE01-10_C	CX	G	C	P4/SE01-10					2		Risechi is very happy that all of you have come here!	[A] When this card is played to your Climax slot, draw a card, then select one of your Characters. For this turn, it gets +3 Soul.		
Yukiko & Konohana Sakuya	SE01	P4SE01-11_R	CH	R	R	P4/SE01-11	2	2	7000	2	1	Fan, Magic	I want to run... I want to save someone... That's truly my feelings..	[C] When playing this card from the hand to the Stage, if you have any <<Amagi Yukiko>> cards on the field, you may put that card to the Waiting Room to negate the cost of playing this card.	[C] This card gains +500 Power for every opponent's Character in REST.	[A] When this card is played from the hand to the Stage, you may put to REST one of your opponent's Character in STAND.
