Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Tomboy Nero	SE11	MKSE11-01_R	CH	Y	R	MK/SE11-01	1	0	5000	1	0	Detective, Snacks	Hey, this way~	[A] [(3)] When this card is placed from hand to the Stage, you may pay cost. If so, search your Deck for up to 1 Level 1 or lower <Snacks> Character and put it in a Slot in the Back Row. Shuffle your Deck.		
Eagle-Eyed Nero	SE11	MKSE11-02_C	CH	Y	C	MK/SE11-02	0	0	500	1	0	Detective, Snacks	I'm certain, it's here	[C] ASSIST All your Characters in front of this card gain +500 Power.	[S] [(1)] Choose 1 of your Opponent's Front Row Characters with Cost 0 or lower and return it to the hand.	
Motivated Nero	SE11	MKSE11-03_C	CH	Y	C	MK/SE11-03	2	1	8000	1	1	Detective, Snacks	We shall stop G4!	[C] This card gains +1000 Power during your turn.		
Santa Suit Elly	SE11	MKSE11-04_R	CH	G	R	MK/SE11-04	0	0	1000	1	0	Detective, Book	I'm Santa...	[C] All your other Characters with EXPERIENCE gain +500 Power.	[S] [(1) REST this card] Choose 1 card in your Clock and return it to your hand. Choose 1 card in your hand and put it in your Clock.	
Treasure Finding Saku	SE11	MKSE11-05_R	CH	G	R	MK/SE11-05	1	0	4500	1	0	Police, Headphones	This is an extreme 16-bit toy, gyaa...	[A] ENCORE [Discard a Character card from hand to the Wating Rom]	[A] CHANGE [(2) Put this card in the Waiting Room] At the beginning of your Draw Phase, you may pay cost. If so, choose a <<Mischief-Loving Witch Saku>> in your Waiting Room and put it in the Slot this card was in.	
Yamato Nadeshiko Hirano	SE11	MKSE11-06_R	CH	G	R	MK/SE11-06	1	1	7500	1	0	Police, Weapon	We have bento boxes here	[A] At the begnning of your Climax Phase, choose 1 of your Characters in STAND and put it to REST.		
Still Waiting Hirano	SE11	MKSE11-07_C	CH	G	C	MK/SE11-07	0	0	1000	1	0	Police, Weapon	What is Saku-san doing...	[A] BOND/<<Treasure Finding Saku>> [Put the top card of your Deck in your Clock]		
Good Feeling Saku	SE11	MKSE11-08_C	CH	G	C	MK/SE11-08	0	0	3000	1	0	Police, Headphones	Let's do this with a good feeling~ good feeling~			
"Machine Gun" Elly	SE11	MKSE11-09_C	CH	G	C	MK/SE11-09	1	0	4500	1	0	Detective, Book	Too many	[C] If you have 2 or more other <Detective> Characters, thi gains +1000 Power.	[S] [(1) Put the top card of your Deck in your Clock] Choose 1 of your Opponent's Front Row Characters. That Character gets -3000 Power for the turn.	
Requsting Elly	SE11	MKSE11-10_C	CH	G	C	MK/SE11-10	2	1	8000	1	1	Detective, Book	Uh, I have a request for everyone...	[A] When another <Detective> Character of yours becomes put to REVERSE while in battle, if <<Coffin Fear>> is in the Climax Zone and this card is in the Front Row, REST that Character, and this card gains +2500 Power for the turn.		
Dauntless Smile Hirano	SE11	MKSE11-11_C	CH	G	C	MK/SE11-11	2	1	2500	1	1	Police, Swimsuit	I managed to avoid the vital parts	[S] [Counter] BACKUP 3000, Level 2 [(1) Discard this card card from hand to the Waiting Room]		
Mischief-Loving Witch Saku	SE11	MKSE11-12_C	CH	G	C	MK/SE11-12	2	2	8500	2	1	Police, Headphones	Trick-or-Treat~	[C] EXPERIENCE If the sum of Levels of cards in yorur Level Zone is 3 or higher, this card gains +1000 Power.		
Coffin Fear	SE11	MKSE11-13_C	CX	G	C	MK/SE11-13					2		Here!	[A] When this card is placed from hand to the Climax Zone, put the top card of your Deck in your Stock, and all your Characters gain +1 Soul for the turn.		
G-4's Commander Kokoro	SE11	MKSE11-14_R	CH	R	R	MK/SE11-14	0	0	500	1	0	Police, Mask	Kokoro's brain is running at full speed!	[C] ASSIST All your Characters in front of this card gain +500 Power.	[A] CHANGE [(3) Put this card in the Waiting Room] At the beginning of your Draw Phase, you may pay cost. If so, choose a <<"Protector of Yokohama" Kokoro>> in your Waiting Room and put it in the Slot this card was in.	
Dress Kokoro	SE11	MKSE11-15_R	CH	R	R	MK/SE11-15	0	0	2500	1	0	Police, Dress	Hold it there, you!	[A] When this card is placed from hand to the Stage, this card gains +X Power for the turn, where X = 500 times the number of <Police> Characters you have.		
"Attendence Number G-4" Kokoro	SE11	MKSE11-16_R	CH	R	R	MK/SE11-16	0	0	2500	1	0	Police, Swimsuit	Free time starts now!	[A] [(3) Put the top card of your Deck in your Clock] When this card is placed from hand to the Stage, you may pay cost. If so, choose up to 2 <Police> Characters in your Waiting Room and return them to the hand.		
Early in the Afternoon Tsugiko	SE11	MKSE11-17_R	CH	R	R	MK/SE11-17	1	0	5000	1	0	Police, Weapon	I want to take a seaside vacation next time~	[C] EXPERIENCE If <<Glamor Girl Tsugiko>> is in your Level Zone, this card gains +1500 Power.		
Dress Sheryl	SE11	MKSE11-18_R	CH	R	R	MK/SE11-18	2	1	7500	1	1	Detective, Dress	Owie, everyone okay?	[C] EXPERIENCE If the sum of Levels of cards in your Level Zone is 5 or more, this card gains <<[A] When this card becomes put to REVERSE, if the Level of the Battle Opponent of this card is 2 or lower, you may put that Character to REVERSE>>		
"Protector of Yokohama" Kokoro	SE11	MKSE11-19_R	CH	R	R	MK/SE11-19	2	1	8000	1	1	Police, Shield	You all, stand down!	[A] [Discard a <<Newest G-Type Shield>> from hand to the Waiting Room] At the beginning of your Opponent's Attack Phase, if this card is in the Front Row, you may pay cost. If so, all your Characters gain +2000 Power for the turn.		
"Police" of Justice Kokoro	SE11	MKSE11-20_R	CH	R	R	MK/SE11-20	3	2	9500	2	1	Police, Mask	You did it!	[C] For each other <Police> you have, this card gains +500 Power.	[A] When this card is placed from hand to the Stage, you may put the top card of your Clock in your Waiting Room.	
Irene Doala	SE11	MKSE11-21_C	CH	R	C	MK/SE11-21	0	0	500	1	0	Glasses, Banana	You're cute	[A] When this card attacks, reveal the top card of your Deck. If it's a Climax card, you may choose 1 of your Characters with <<Kokoro>> (Excluding <<Trance Idol KoKoRo>>)in the name and put it in Stock. (Put the Revealed card back where it was.)	[A] BOND/<<Pestering Kokoro>> [Put the top card of your Deck in your Clock]	
Cat-Eared Maid Sheryl	SE11	MKSE11-22_C	CH	R	C	MK/SE11-22	0	0	2000	1	0	Detective, Maid	Master, welcome home nya~	[A] When another Battling Character of yours becomes put to REVERSE, choose 1 of your <Detective> Characters. That Character gains +1000 Power for the turn.		
Spoiled Child Kokoro	SE11	MKSE11-23_C	CH	R	C	MK/SE11-23	0	0	2500	1	0	Police, Mask	So bothersome... Hirano, shut her up	[A] [(1)] When this card is placed from hand to the Stage, you may pay cost. If so, choose 1 card in your Level Zone and 1 card in your Waiting Room. Swap them.		
Maaro's Princess Kralis	SE11	MKSE11-24_C	CH	R	C	MK/SE11-24	0	0	2500	1	0	Royalty	Renowned Detective Sherlock! No, Renooooooooooooowned Detective Sherlock! There's nothing impossible for you!	[C] All your other <Detective> Characters gain <Dehumidifier>.	[A] [(1)] At the beginning of your Oponent's Attack Phase, you may pay cost. If so, choose 1 of your Characters with <<Sheryl>> in the name and this card card, STAND them, and swap their places.	
Edo Girl Tsugiko	SE11	MKSE11-25_C	CH	R	C	MK/SE11-25	0	0	2500	1	0	Police, Weapon	Take a break and eat something~	[A] [(2)] When this card is placed from the Stage to the Waiting Room, you may pay cost. If so, choose a Character with EXPERIENCE in your Waiting Room and return it to your hand.		
"Words of Destruction" Sheryl	SE11	MKSE11-26_C	CH	R	C	MK/SE11-26	1	0	5000	1	0	Detective, Camera	Ran~ran~ran~~	[A] [(1)] When this card becomes put to REVERSE, if <<Secrets of Baritsu>> is in your Climax Zone, and the Battle Opponent of this card is Level 2 or lower, you may pay cost. If so, put that Character to REVERSE.		
Trance Idol KoKoRo	SE11	MKSE11-27_C	CH	R	C	MK/SE11-27	1	0	5000	1	0	Music, TV	Hey~ Everyone, IQ~~?	[C] When this card is on the Stage, this card gains <Police>.	[A] When this card attacks, if <<Kokoro's Eden>> is in the Climax Zone, choose a <<"Police" of Justice Kokoro>> in your Waiting Room and return it to your hand.	
Sonia Kurus	SE11	MKSE11-28_C	CH	R	C	MK/SE11-28	1	1	5000	1	1	Detective	Sherlock-senpai	[C] ASSIST All your Characters with <<Sheryl>> in the name in front of this card gain +1000 Power and <Gem>.	[A] When this card attacks, choose 1 of your other Characters in the Front Row and put it in the Waiting Room.	
Pestering Kokoro	SE11	MKSE11-29_C	CH	R	C	MK/SE11-29	1	1	7000	1	0	Police, Mask	Onee-sama~ Ko-Ko-Ro wants to have banana~			
Glamor Girl Tsugiko	SE11	MKSE11-30_C	CH	R	C	MK/SE11-30	2	2	8500	2	1	Police, Swimsuit	I haven't had a vacation is so long~	[S] [REST 1 of your <Police> Characters] This card gains +1000 Power for the turn.		
Secrets of Baritsu	SE11	MKSE11-31_C	CX	R	C	MK/SE11-31					2		Baritsu	[C] All your Characters gain +2 Soul.		
Kokoro's Eden	SE11	MKSE11-32_C	CX	R	C	MK/SE11-32					2		At the street corner of wandering / the lonely eyes pass by / the world stopped when silence befalls	[A] When this card is placed from hand to the Climax Zone, draw a card, and choose 1 of your Characters. That Character gains +2000 Power and +1 Soul for the turn.		
Newest G-Type Shield	SE11	MKSE11-33_C	CX	R	C	MK/SE11-33					D		Activate the newest G-Type Shield!!	[C] All your Characters gain +1000 Power and +1 Soul.		
Cooking Lecturer Cordelia	SE11	MKSE11-34_R	CH	B	R	MK/SE11-34	0	0	2000	1	0	Detective, Sports	Hey, Nero!	[A] When this card is placed from hand to the Stage, choose 1 of your other <Sports> Characters. That Character gains +2000 Power.		
Pressing the Truth Cordelia	SE11	MKSE11-35_C	CH	B	C	MK/SE11-35	1	1	1500	1	1	Detective, Sports	I, Cordelia Glauca, can feel it....	[A] When you use the BACKUP of this card, reveal the top card of your Deck. If it's a <Detective> Character, choose 1 of your Characters. That Character gains +1000 Power for the turn.	[S] [Counter] BACKUP 1500, Level 1 [(1) Discard this card card from hand to the Waiting Room]	
Combat Type Detective Cordelia	SE11	MKSE11-36_C	CH	B	C	MK/SE11-36	2	1	8000	1	1	Detective, Sports	Don't you run, Arsene......!	[C] During your Opponent's turn, if there are 5 or more cards in your Stock, this card gains +2000 Power.		
Sunset Kokoro	SE11	MKSE11-37_PR	CH	R	PR	MK/SE11-37	1	0	3500	1	0	Police, Mask	Come on, don't make me worried	[C] All other Characters with <<Hirano>> in its name gains +1000 Power	[C] All other Characters with <<Saku>> in its name gains +1000 Power	[C] All other Characters with <<Tsugiko>> in its name gains +1000 Power
"Summer Happening" Cordelia	SE11	MKSE11-38_PR	CH	B	PR	MK/SE11-38	0	0	2000	1	0	Detective, Sports	Nero: "Cordelia's uniform, it's transparent~!"	[A][(2)] When this card is placed from hand to Stage, you may pay the cost. Draw 1 card.		
Dream's First Step Sheryl	SE11	MKSE11-39_PR	CH	R	PR	MK/SE11-39	1	0	5000	1	0	Detective, Camera	More and more let's go!	[A] When a Climax card is placed into your Climax Zone, during this turn, this card gains +1500 Power.		
"Act 2" Henriette & Milky Holmes	SE11	MKSE11-40_PR	CH	B	PR	MK/SE11-40	1	0	5000	1	0	Detective, Student Council		[C] While this card is on Stage, it gains the trait <Phantom Thief>	[A] When this card is placed from hand to Stage, choose 1 other <Detective> Character, during this turn, it gains +1000 Power.	
Tomboy Nero S	SE11	MKSE11-01S_R	CH	Y	SR	MK/SE11-01	1	0	5000	1	0	Detective, Snacks		[A] [(3)] When this card is placed from hand to the Stage, you may pay cost. If so, search your Deck for up to 1 Level 1 or lower <Snacks> Character and put it in a Slot in the Back Row. Shuffle your Deck.		
Eagle-Eyed Nero S	SE11	MKSE11-02S_C	CH	Y	SC	MK/SE11-02	0	0	500	1	0	Detective, Snacks		[C] ASSIST All your Characters in front of this card gain +500 Power.	[S] [(1)] Choose 1 of your Opponent's Front Row Characters with Cost 0 or lower and return it to the hand.	
Motivated Nero S	SE11	MKSE11-03S_C	CH	Y	SC	MK/SE11-03	2	1	8000	1	1	Detective, Snacks	We shall stop G4!	[C] This card gains +1000 Power during your turn.		
Santa Suit Elly S	SE11	MKSE11-04S_R	CH	G	SR	MK/SE11-04	0	0	1000	1	0	Detective, Book		[C] All your other Characters with EXPERIENCE gain +500 Power.	[S] [(1) REST this card] Choose 1 card in your Clock and return it to your hand. Choose 1 card in your hand and put it in your Clock.	
Treasure Finding Saku S	SE11	MKSE11-05S_R	CH	G	SR	MK/SE11-05	1	0	4500	1	0	Police, Headphones	This is an extreme 16-bit toy, gyaa...	[A] ENCORE [Discard a Character card from hand to the Wating Rom]	[A] CHANGE [(2) Put this card in the Waiting Room] At the beginning of your Draw Phase, you may pay cost. If so, choose a <<Mischief-Loving Witch Saku>> in your Waiting Room and put it in the Slot this card was in.	
Yamato Nadeshiko Hirano S	SE11	MKSE11-06S_R	CH	G	SR	MK/SE11-06	1	1	7500	1	0	Police, Weapon	We have bento boxes here	[A] At the begnning of your Climax Phase, choose 1 of your Characters in STAND and put it to REST.		
Still Waiting Hirano S	SE11	MKSE11-07S_C	CH	G	SC	MK/SE11-07	0	0	1000	1	0	Police, Weapon	What is Saku-san doing...	[A] BOND/<<Treasure Finding Saku>> [Put the top card of your Deck in your Clock]		
Good Feeling Saku S	SE11	MKSE11-08S_C	CH	G	SC	MK/SE11-08	0	0	3000	1	0	Police, Headphones	Let's do this with a good feeling~ good feeling~			
"Machine Gun" Elly S	SE11	MKSE11-09S_C	CH	G	SC	MK/SE11-09	1	0	4500	1	0	Detective, Book		[C] If you have 2 or more other <Detective> Characters, thi gains +1000 Power.	[S] [(1) Put the top card of your Deck in your Clock] Choose 1 of your Opponent's Front Row Characters. That Character gets -3000 Power for the turn.	
Requsting Elly S	SE11	MKSE11-10S_C	CH	G	SC	MK/SE11-10	2	1	8000	1	1	Detective, Book		[A] When another <Detective> Character of yours becomes put to REVERSE while in battle, if <<Coffin Fear>> is in the Climax Zone and this card is in the Front Row, REST that Character, and this card gains +2500 Power for the turn.		
Dauntless Smile Hirano S	SE11	MKSE11-11S_C	CH	G	SC	MK/SE11-11	2	1	2500	1	1	Police, Swimsuit		[S] [Counter] BACKUP 3000, Level 2 [(1) Discard this card card from hand to the Waiting Room]		
Mischief-Loving Witch Saku S	SE11	MKSE11-12S_C	CH	G	SC	MK/SE11-12	2	2	8500	2	1	Police, Headphones		[C] EXPERIENCE If the sum of Levels of cards in yorur Level Zone is 3 or higher, this card gains +1000 Power.		
Coffin Fear S	SE11	MKSE11-13S_C	CX	G	SC	MK/SE11-13					2			[A] When this card is placed from hand to the Climax Zone, put the top card of your Deck in your Stock, and all your Characters gain +1 Soul for the turn.		
G-4's Commander Kokoro S	SE11	MKSE11-14S_R	CH	R	SR	MK/SE11-14	0	0	500	1	0	Police, Mask	Kokoro's brain is running at full speed!	[C] ASSIST All your Characters in front of this card gain +500 Power.	[A] CHANGE [(3) Put this card in the Waiting Room] At the beginning of your Draw Phase, you may pay cost. If so, choose a <<"Protector of Yokohama" Kokoro>> in your Waiting Room and put it in the Slot this card was in.	
Dress Kokoro S	SE11	MKSE11-15S_R	CH	R	SR	MK/SE11-15	0	0	2500	1	0	Police, Dress		[A] When this card is placed from hand to the Stage, this card gains +X Power for the turn, where X = 500 times the number of <Police> Characters you have.		
"Attendence Number G-4" Kokoro S	SE11	MKSE11-16S_R	CH	R	SR	MK/SE11-16	0	0	2500	1	0	Police, Swimsuit	Free time starts now!	[A] [(3) Put the top card of your Deck in your Clock] When this card is placed from hand to the Stage, you may pay cost. If so, choose up to 2 <Police> Characters in your Waiting Room and return them to the hand.		
Early in the Afternoon Tsugiko S	SE11	MKSE11-17S_R	CH	R	SR	MK/SE11-17	1	0	5000	1	0	Police, Weapon	I want to take a seaside vacation next time~	[C] EXPERIENCE If <<Glamor Girl Tsugiko>> is in your Level Zone, this card gains +1500 Power.		
Dress Sheryl S	SE11	MKSE11-18S_R	CH	R	SR	MK/SE11-18	2	1	7500	1	1	Detective, Dress		[C] EXPERIENCE If the sum of Levels of cards in your Level Zone is 5 or more, this card gains <<[A] When this card becomes put to REVERSE, if the Level of the Battle Opponent of this card is 2 or lower, you may put that Character to REVERSE>>		
"Protector of Yokohama" Kokoro S	SE11	MKSE11-19S_R	CH	R	SR	MK/SE11-19	2	1	8000	1	1	Police, Shield	You all, stand down!	[A] [Discard a <<Newest G-Type Shield>> from hand to the Waiting Room] At the beginning of your Opponent's Attack Phase, if this card is in the Front Row, you may pay cost. If so, all your Characters gain +2000 Power for the turn.		
"Police" of Justice Kokoro S	SE11	MKSE11-20S_R	CH	R	SR	MK/SE11-20	3	2	9500	2	1	Police, Mask		[C] For each other <Police> you have, this card gains +500 Power.	[A] When this card is placed from hand to the Stage, you may put the top card of your Clock in your Waiting Room.	
Irene Doala S	SE11	MKSE11-21S_C	CH	R	SC	MK/SE11-21	0	0	500	1	0	Glasses, Banana		[A] When this card attacks, reveal the top card of your Deck. If it's a Climax card, you may choose 1 of your Characters with <<Kokoro>> (Excluding <<Trance Idol KoKoRo>>)in the name and put it in Stock. (Put the Revealed card back where it was.)	[A] BOND/<<Pestering Kokoro>> [Put the top card of your Deck in your Clock]	
Cat-Eared Maid Sheryl S	SE11	MKSE11-22S_C	CH	R	SC	MK/SE11-22	0	0	2000	1	0	Detective, Maid		[A] When another Battling Character of yours becomes put to REVERSE, choose 1 of your <Detective> Characters. That Character gains +1000 Power for the turn.		
Spoiled Child Kokoro S	SE11	MKSE11-23S_C	CH	R	SC	MK/SE11-23	0	0	2500	1	0	Police, Mask		[A] [(1)] When this card is placed from hand to the Stage, you may pay cost. If so, choose 1 card in your Level Zone and 1 card in your Waiting Room. Swap them.		
Maaro's Princess Kralis S	SE11	MKSE11-24S_C	CH	R	SC	MK/SE11-24	0	0	2500	1	0	Royalty		[C] All your other <Detective> Characters gain <Dehumidifier>.	[A] [(1)] At the beginning of your Oponent's Attack Phase, you may pay cost. If so, choose 1 of your Characters with <<Sheryl>> in the name and this card card, STAND them, and swap their places.	
Edo Girl Tsugiko S	SE11	MKSE11-25S_C	CH	R	SC	MK/SE11-25	0	0	2500	1	0	Police, Weapon		[A] [(2)] When this card is placed from the Stage to the Waiting Room, you may pay cost. If so, choose a Character with EXPERIENCE in your Waiting Room and return it to your hand.		
Words of Destruction Sheryl S	SE11	MKSE11-26S_C	CH	R	SC	MK/SE11-26	1	0	5000	1	0	Detective, Camera		[A] [(1)] When this card becomes put to REVERSE, if <<Secrets of Baritsu>> is in your Climax Zone, and the Battle Opponent of this card is Level 2 or lower, you may pay cost. If so, put that Character to REVERSE.		
Trance Idol KoKoRo S	SE11	MKSE11-27S_C	CH	R	SC	MK/SE11-27	1	0	5000	1	0	Music, TV		[C] When this card is on the Stage, this card gains <Police>.	[A] When this card attacks, if <<Kokoro's Eden>> is in the Climax Zone, choose a <<"Police" of Justice Kokoro>> in your Waiting Room and return it to your hand.	
Sonia Kurus S	SE11	MKSE11-28S_C	CH	R	SC	MK/SE11-28	1	1	5000	1	1	Detective		[C] ASSIST All your Characters with <<Sheryl>> in the name in front of this card gain +1000 Power and <Gem>.	[A] When this card attacks, choose 1 of your other Characters in the Front Row and put it in the Waiting Room.	
Pestering Kokoro S	SE11	MKSE11-29S_C	CH	R	SC	MK/SE11-29	1	1	7000	1	0	Police, Mask	Onee-sama~ Ko-Ko-Ro wants to have banana~			
Glamor Girl Tsugiko S	SE11	MKSE11-30S_C	CH	R	SC	MK/SE11-30	2	2	8500	2	1	Police, Swimsuit		[S] [REST 1 of your <Police> Characters] This card gains +1000 Power for the turn.		
Secrets of Baritsu S	SE11	MKSE11-31S_C	CX	R	SC	MK/SE11-31					2		Baritsu!!	[C] All your Characters gain +2 Soul.		
Kokoro's Eden S	SE11	MKSE11-32S_C	CX	R	SC	MK/SE11-32					2			[A] When this card is placed from hand to the Climax Zone, draw a card, and choose 1 of your Characters. That Character gains +2000 Power and +1 Soul for the turn.		
Newest G-Type Shield S	SE11	MKSE11-33S_C	CX	R	SC	MK/SE11-33					D		Activate the newest G-Type Shield!!	[C] All your Characters gain +1000 Power and +1 Soul.		
Cooking Lecturer Cordelia S	SE11	MKSE11-34S_R	CH	B	SR	MK/SE11-34	0	0	2000	1	0	Detective, Sports		[A] When this card is placed from hand to the Stage, choose 1 of your other <Sports> Characters. That Character gains +2000 Power.		
