Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Kyon	W08	SYW08-001_RR	CH	Y	RR	SY/W08-001	0	0	2500	1	0	SOS Dan	...Ahh, whatever	[S][(1)] Place 1 <Brigade Leader> Character from your Stage into the clock] When this card is placed on Stage from hand, you may pay the cost. If you do, Search your Deck for up to 1 <<"The Usual Haruhi">> and place it on the Stage in any slot. Shuffle your Deck afterwards.		
Santa Girl Haruhi & Kyon	W08	SYW08-002_RR	CH	Y	RR	SY/W08-002	3	2	10000	2	1	Dancho, SOS Dan	Kyon: "That's enough. Any more and you'd be breaking the law"	[A][(5)]This ability can be used up to 1 time per turn. When the Character battling this card becomes REVERSE, if you have 4 other <SOS Dan> Characters on Stage, you may pay the cost. If you do, put this card into STAND.	[A] When this card is front attacked, you may check the top card of your Deck, place it on top of the Deck or into the Waiting Room.	
Xmas Party Kyon's Little Sister	W08	SYW08-003_R	CH	Y	R	SY/W08-003	0	0	500	1	0	Animal	I want cola!	[A] BOND/<<Kyon In Yukata>>[(1)](When this card is played to Stage, you may pay this cost. If you do, choose 1 <<Kyon In Yukata>> from your Waiting Room, return to hand)	[S] CONCENTRATE [(1)] Place the top 4 cards of your Deck into Waiting Room. For every Climax card in those cards, choose 1 of your own cards with <<Kyon>> in its name, during this turn, it gets +1 soul.	
The Mysterious Transfer Student Koizumi	W08	SYW08-004_R	CH	Y	R	SY/W08-004	1	0	2500	1	0	Psychic Power, SOS Dan	Since I just transferred, there's a lot that I don't know about, but it's nice to meet you	[C] SUPPORT During your turn, all your Characters in front of this card gets +1000 Power.	[A][Place 1 card in Waiting Room from hand] When a Climax is revealed during your Character's Trigger Check, if the Trigger icon is WIND, you may pay the cost. If you do, search your Deck for 1 <SOS Dan> Character, show it to your opponent and place it into your hand. Shuffle the Deck.	
The Unseen Trust Haruhi & Kyon	W08	SYW08-005_R	CH	Y	R	SY/W08-005	1	1	5500	1	1	Dancho, SOS Dan	Haruhi: "Kyon, when you want a fight, the fight starts when you ask for it."	[A] At the start of your Encore Step, If <<The Announcement Of Suzumiya Haruhi>> is in your Climax slot, you may place this card into Memory. If you do, at the start of your next draw Phase, choose 1 <<The Unseen Trust Haruhi & Kyon>> from your Memory and place it on the field in any slot, and during that turn, it gets +3000 Power.		
The Usual Kyon	W08	SYW08-006_R	CH	Y	R	SY/W08-006	2	1	8000	1	1	SOS Dan	Haruhi.. That looks good on you	[A] When this card attacks, if <<sleeping beauty_>> is in your Climax slot, search your Deck for 1 <SOS Dan> Character, show it to your opponent and place it into your hand. Shuffle your Deck.		
Kyon In Yukata	W08	SYW08-007_R	CH	Y	R	SY/W08-007	2	2	7500	2	1	Kimono, SOS Dan	... I see. But, for now, calm down	[C] If you have 3 or more other <SOS Dan> or <Kimono> Characters, this card gets +1000 Power.	[A] Encore [Put 1 Character from hand to Waiting Room] (When this card is put into Waiting Room from Stage, you may pay this cost. If you do, return that card to its original slot in REST)	
Mori Sonou	W08	SYW08-008_U	CH	Y	U	SY/W08-008	1	0	3000	1	0	Maid	I don't think the ship is there anymore	[C] All your other <Maid> Characters get +500 Power.	[S][Put this card to REST] Choose 1 of your <Maid> Characters, during this turn, it gets +1000 Power.	
Kyon's Little Sister in Swimsuit	W08	SYW08-009_U	CH	Y	U	SY/W08-009	1	0	4500	1	0	Animal, Swimsuit	This way!	[A] When this card comes to Stage from hand, during this turn, this card gets +1500 Power.	[A]Encore [Discard 1 Character to Waiting Room from hand] (When this card is put to Waiting Room from Stage, you may pay this cost. If you do, return this card in REST to it's previous slot)	
Clubroom's Kyon	W08	SYW08-010_U	CH	Y	U	SY/W08-010	1	1	5000	1	1	Mecha, SOS Dan	I'm impressed at myself for thinking this room - full of strange things - as normal	[A] CHANGE [Put this card into Clock] At the start of your Encore Step, if this card is in REST, you may pay this cost. If you do, choose 1 <<The Usual Kyon>> from your Waiting Room, place it into this card's previous slot.		
