Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
"Flame Toys" Rat	SE09	MKSE09-01_R	CH	Y	R	MK/SE09-01	2	1	4500	1	1	Phantom Thief, Flame	Eat this too--!!	[C] ASSIST All your Characters in front of this card gain +X Power. X = 500 times Level of that Character.	[A] [(4)] When this card is placed from hand to the Stage, you may pay cost. If so, choose an Opponent's Front Row Character whose Level is 3 or lower and put it in the Stock.	
Doing Great with Toys Nero	SE09	MKSE09-02_R	CH	Y	R	MK/SE09-02	2	2	8000	2	1	Detective, Snack	Move, let me do this!	[C] If you have 2 or more other <Detective> Characters, this card gains <<[A] ENCORE [Discard a Character card from hand to the Waiting Room>>.	[A] [(1)] When <<Flying Nero>> is placed in your Climax Zone, you may pay cost. If so, this card gains <<[C] When this card attacks, you may instead choose a Character in your Opponent's Back Row and have this card Front Attack the chosen Character.>> for the turn.	
Mary & Kate	SE09	MKSE09-03_C	CH	Y	C	MK/SE09-03	0	0	1500	1	0	Phantom Thief, Love	Mary: "One Heart!" Kate: "Two Bodies!" "Mary & Kate!"	[A] When this card is placed from hand to the Stage, look at the top 2 cards of your Opponent's Deck and put the back in any order.	[A] [Discard a <Snack> Character from hand to the Waiting Room] When this card is placed from hand to the Stage, you may pay cost. If so, this card gains +4000 Power for the turn.	
Treasure Robber Stone River	SE09	MKSE09-04_C	CH	Y	C	MK/SE09-04	0	0	2000	1	0	Phantom Thief, Weapon	This is the diamond of national treasure, "Southern Star"...! Beautiful	[C] For each other of your <Phantom Thief> Characters, this card gains +500 Power.		
Rebelling Rat	SE09	MKSE09-05_C	CH	Y	C	MK/SE09-05	0	0	2500	1	0	Phantom Thief, Flame	You two are mean, let me join	[A] [(1) Discard a card from hand to the Waiting Room] When this card is placed from the Stage to the Waiting Room, you may pay cost. If so, search your Deck for up to 1 <Phantom Thief> Character, reveal it, and put it in your hand. Shuffle your Deck.		
Twenty & Twenty	SE09	MKSE09-06_C	CH	Y	C	MK/SE09-06	1	0	3000	1	0	Phantom Thief, Narcisscist	Ahh...! I don't want to remember it, or maybe not	[A] BOND/<<"Self-Loving" Twenty>> [(1)]	[A] CHANGE [(1) Put this card in the Waiting Room] At the beginning of your Draw Phase, you may pay cost. If so, choose an <<Arsene, Bewitching Gaze>> in your Waiting Room and put it in the Slot this card was in.	
"Oxidized Silver" Stone River	SE09	MKSE09-07_C	CH	Y	C	MK/SE09-07	1	1	6000	1	0	Phantom Thief, Weapon	Such a huge Toy, superhuman-strengthed girl!	[A] [Put a card from your hand in Clock] When this card is placed from hand to the Stage, you may pay cost. If so, this card gains +2500 Power for the turn, and Opponent may not use BACKUP from hand for the turn.	[A] ENCORE [Discard a Character card from had to the Waiting Room]	
Tanned Skin Nero	SE09	MKSE09-08_C	CH	Y	C	MK/SE09-08	1	2	6000	2	1	Detective, Snack	Let's go monster hunting!	[A] ENCORE [Put the top card of your Deck in Clock]		
"Self-Loving" Twenty	SE09	MKSE09-09_C	CH	Y	C	MK/SE09-09	2	2	8000	2	1	Phantom Thief, Narcisscist	Let this beautiful me join the fray	[C] EXPERIENCE If the sum of Levels of cards in your Level Zone is 3 or more, this card gains +1000 Power.	[A] ENCORE [(1) Put 1 of your <<Twenty & Twenty>> from Stage to the bottom of your Deck]	
Flying Nero	SE09	MKSE09-10_C	CX	Y	C	MK/SE09-10					2		Bye-bye!	[A] When this card is placed from hand to the Climax Zone, draw a card, and choose 1 of your Characters. That Character gains +2000 Power and +1 Soul for the turn.		
Trembling Elly	SE09	MKSE09-11_R	CH	G	R	MK/SE09-11	2	1	8000	1	1	Detective, Book	N... No...!	[S] [(1)] Choose 1 of your <Detective> Characters. That Character gains +1500 Power for the turn.		
Embarrassing Swimsuit Elly	SE09	MKSE09-12_C	CH	G	C	MK/SE09-12	0	0	2500	1	0	Detective, Book	It's... cold...	[C] If there are 5 or more cards in your Stock, all your other <Book> Characters gain +500 Power.		
June Sheryl	SE09	MKSE09-13_R	CH	R	R	MK/SE09-13	1	0	5000	1	0	Detective, Camera	Humidity 100&#37;-!	[S] [REST 2 of your <Detective> Characters] Choose 1 of your Characters. That Character gains +1500 Power for the turn.		
Petit Body Sheryl	SE09	MKSE09-14_C	CH	R	C	MK/SE09-14	0	0	2500	1	0	Detective, Swimsuit	There, there	[C] All your other <Detective> Characters gain <<[A] ENCORE [(2)]>>	[A] When this card attacks, REST all of your other Characters in STAND	
Yukata Henriette	SE09	MKSE09-15_R	CH	B	R	MK/SE09-15	0	0	1500	1	0	Detective, Yukata	The festival has begun	[C] This card gains <Phantom Thief> while on the Stage.	[C] All your other <Phantom Thief> gains +500 Power.	[S] [(1)] Choose 1 of your <Detective> Characters. That Character gains +1000 Power for the turn.
Carelessly Overslept Henriette	SE09	MKSE09-16_R	CH	B	R	MK/SE09-16	1	0	4500	1	0	Detective, Student Council	Ah, ah, I'm going to be late	[C] This card gains <Phantom Thief> while on the Stage.	[C] EXPERIENCE If the sum of Levels of cards in your Level Zone is 2 or higher, this card gains +1000 Power.	[A] ENCORE [Discard a Character card from hand to the Waiting Room]
Seeking Good Rivals Arsene	SE09	MKSE09-17_R	CH	B	R	MK/SE09-17	1	1	2000	1	1	Phantom Thief, Mask	Those who are strong have strong enemies...!	[A] When you use the BACKUP of this, choose 1 of your <Phantom Thief> Characters. That Character gains +1000 Power for the turn.	[S] [Counter] BACKUP 1500, Level 1 [(1) Discard this card card from hand to the Waiting Room]	
Tragic Heroine? Cordelia	SE09	MKSE09-18_R	CH	B	R	MK/SE09-18	1	1	4000	1	1	Detective, Sports	I stole the bread	[A] [(1) Put a <<I Did It>> from hand in your Clock] When another of your <Animal> or <Detective> Characters becomes turned to REVERSE in battle, you may pay cost. If so, REST that Character, draw up to 2 cards, and this card doesn't Stand during your next Stand Phase.	[S] [REST this] Choose 1 of your <Detective> Characters. That Character gains +2000 Power for the turn.	
Charming Phantom Thief Arsene	SE09	MKSE09-19_R	CH	B	R	MK/SE09-19	3	2	9500	2	1	Phantom Thief, Mask	If you want to call yourself a phantom thief, fight with your beauty and intelligence instead of strength	[C] If you have 4 or more Characters with either <Phantom Thief> or <<Henriette>> in the name, this card gets -1 Level in your hand.	[C] This card gains +1000 Power during your Opponent's turn.	[A] When this card attacks, if <<Decisive Battle! Phantom Thief VS Detective>> is in your Climax Zone, put the top card of your Clock in your Waiting Room, and this card gains +1500 Power until the end of your Opponent's next turn.
Cute Swimsuit Cordelia	SE09	MKSE09-20_C	CH	B	C	MK/SE09-20	0	0	2500	1	0	Detective, Swimsuit	I got tired from swimming	[S] [(1)] Draw a card, then discard a card from your hand to the Waiting Room.		
Provoking Gaze Arsene	SE09	MKSE09-21_C	CH	B	C	MK/SE09-21	0	0	3000	1	0	Phantom Thief, Mask	If it's beatable... beat it!			
Poyoyon's Girl Henriette	SE09	MKSE09-22_C	CH	B	C	MK/SE09-22	0	0	3000	1	0	Detective, Student Council	This is... Sherlock's...?	[C] This card gains <Phantom Thief> while on the Stage.	[C] Character opposite this card gains +1 Soul.	[A] During the battle involving this, if the damage you are dealt is canceled, this card gains +3000 Power for the turn.
Bewitching Gaze Arsene	SE09	MKSE09-23_C	CH	B	C	MK/SE09-23	2	1	8000	1	1	Phantom Thief, Mask	Here I go, Bewitching Toys!	[A] When <<Bewitching Toys>> is placed in your Climax Zone, if this card is in the Front Row, this card gains +3000 Power for the turn.	[A] When <<Bewitching Toys>> is placed in your Climax Zone, if this card is in the Front Row, you may return all cards in your Opponent's Waiting Room to their Deck. If so, your Opponent shuffles that Deck.	
Mysterious Shadow	SE09	MKSE09-24_C	EV	B	C	MK/SE09-24	1	1			0		Arsene: "Tonight's target is a big one"	[Counter] Search your Deck for up to 1 <Phantom Thief> Character, reveal it, and put it in your hand. Shuffle your Deck.		
I Did It	SE09	MKSE09-25_C	CX	B	C	MK/SE09-25					2		That looks like... Jeanne d'Arc!	[C] All your Characters gain +2 Soul.		
