Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Mami, Silver Magical Gun	W17	MMW17-001	CH	Y	RR	MM/W17-001	2	1	7500	1	1	Magic, Tea	I'll finish you off with a swift attack today. 	[C] During your turn, if the Level of the Character opposite this is 3 or higher, this gains +4000 Power and +1 Soul. 		
Mami Tomoe	W17	MMW17-002	CH	Y	RR	MM/W17-002	3	2	10000	2	1	Magic, Tea	I feel bad because this happens rarely, but let's finish this --- now! 	[A] When this is placed from hand to the Stage, you may put the top card of your Clock in the Waitng Room.	[A] [(2)] When this attacks, if "Tiro Finale" is in the Climax Zone, you may pay cost. If so, choose up to 1 Level 3 or lower Character in your Opponent's Front Row and put it in Stock, and your Opponent may not use Encore for the turn. (This includes "[A] ENCORE [(3)]" provided by the rules.) 	
Kyubey, Making Contract	W17	MMW17-003	CH	Y	RR	MM/W17-003	0	0	500	1	0	Alien, Magic	Make a contract with me and become a magical girl! 	[C] All your other ::Magic:: Characters gain +500 Power.	[C] When you pay for the CHANGE cost of your Characters, you may put a Marker from under this to the Waiting Room in place of 1 Stock.	[A] When this is placed from hand to the Stage, put the top card of your Library under this as Marker. 
Mami, Senior Magical Girl	W17	MMW17-004	CH	Y	R	MM/W17-004	0	0	500	1	0	Magic, Tea	Now, magical girls who contracted with Kyubey 	[A] [(2)] When this is placed from hand to the Stage, you may pay cost. If so, search your Library for up to 1 ::Magic:: Character, reveal it, and put it in your hand. Shuffle your Library.	[A] [Clock] SHIFT Level 0 	
Mami in Pajamas	W17	MMW17-005	CH	Y	R	MM/W17-005	1	0	5000	1	0	Magic, Tea		[A] When this is placed from hand to the Stage, if you have 2 or more other ::Magic:: Characters, this gains +2000 Power for the turn. 		
Mami, Shouldering Fate	W17	MMW17-006	CH	Y	R	MM/W17-006	2	2	9000	2	1	Magic, Tea	For me... I didn't have time to think 	[C] No player may use BACKUP from hand during battles involving this Character. 		
"Dessert Witch" Charlotte	W17	MMW17-007	CH	Y	U	MM/W17-007	0	0	3000	1	0	Magic, Sweets		[C] Character Opposite this gains +1 Soul.	[A] During battles involving this card, when damage dealt to you is cancelled, this gains +1000 Power until the end of your next turn. 	
"No Longer Alone" Mami	W17	MMW17-008	CH	Y	U	MM/W17-008	1	0	5000	1	0	Magic, Tea	My body feels light. I've never fought so happily before 	[A] When this Front Attacks, if "Nothing Scares Me Anymore" is in the Climax Zone, reveal the top card of your Library. If it's a Climax card, this gets -4500 Power for the turn. Otherwise, this gains +4500 Power for the turn. (Put the revealed card back where it was) 		
Mami, Wish for Survival	W17	MMW17-009	CH	Y	U	MM/W17-009	1	1	2500	1	1	Magic, Tea	Being a magical girl... isn't a good thing 	[C] All your other Characters gain +1000 Power during your turn.	[A] CHANGE [(1) Put this in the Waiting Room] At the beginning of the Draw Phase, you may pay cost. If so, choose 1 "Mami, Shouldering Fate" in your Waiting Room and put it in the Slot this was in. 	
Mami, Binding Magic	W17	MMW17-010	CH	Y	U	MM/W17-010	2	1	2500	1	1	Magic, Tea	Akemi-san, please! 	[S] [Counter] BACKUP 3000, Level 2 [(1) Discard this card from hand to your Waiting Room] 		
Mami, Enjoying Tea	W17	MMW17-011	CH	Y	C	MM/W17-011	0	0	500	1	0	Magic, Tea	That's right, it's risking your life. That's why you all should choose carefully 	[C] ASSIST All your Characters in front of this gain +500 Power.	[S] [Rest this] Choose 1 of your Characters with "Madoka" in the name. That Character gains +500 Power for the turn. 	
Mami, Giving Advice	W17	MMW17-012	CH	Y	C	MM/W17-012	0	0	2500	1	0	Magic, Tea	Try not to let this happen to you a second time	[C] This gains +1000 Power during your turn. 		
Mami, Veteran Magical Girl	W17	MMW17-013	CH	Y	C	MM/W17-013	0	0	3000	1	0	Magic, Tea	Don't worry. I wouldn't want future newbies see me doing horribly! 			
Mami, Entrusting the Future	W17	MMW17-014	CH	Y	C	MM/W17-014	1	0	5500	1	0	Magic, Tea	You yourself are hope. All of our hope 			
Mami, Kindly Watching Over	W17	MMW17-015	CH	Y	C	MM/W17-015	1	1	7000	1	0	Magic, Tea	Oops... I tried to act more like your mentor, but that turns out to be something I can't do 			
Mami, Graceful	W17	MMW17-016	CH	Y	C	MM/W17-016	2	1	8500	1	0	Magic, Tea				
Grief Seed	W17	MMW17-017	EV	Y	U	MM/W17-017	2	1			0		Mami: "This is a Grief Seed. An egg of a witch" 	[Counter] Choose 1 of your Characters. That Characters gains +X Power. X = 1000 times number of ::Magic:: Characters you have. 		
Sudden Happening	W17	MMW17-018	EV	Y	U	MM/W17-018	2	2			0		Eh? 	Choose 1 Level 2 or lower Character in your Opponent's Front Row and Send it to Memory. 		
Nothing Scares Me Anymore	W17	MMW17-019	CX	Y	CR	MM/W17-019					1W		I am not alone 	[C] All your Characters gain +1000 Power and +1 Soul.' 		
Tiro Finale	W17	MMW17-020	CX	Y	CC	MM/W17-020					2		Tiro Fina----le!! 	[A] When this is placed from hand to the Stage, draw a card, and choose 1 of your Characters. That Character gains +2000 Power and +1 Soul for the turn. 		
Homura, Tragic Determination	W17	MMW17-021	CH	G	RR	MM/W17-021	2	1	7500	1	1	Magic, Time	This has nothing to do with you 	[A] When this attacks, if "No Longer Relying on Others" is in the Climax Zone, and you have no other Standing Character in the Front Row, this gains +7000 Power for the turn.	[A] [Clock] SHIFT Level 2 	
"Secrecy" Madoka	W17	MMW17-022	CH	G	RR	MM/W17-022	2	1	7500	1	1	Magic	My secret is out 	[C] If you have 3 or more other ::Magic:: Characters, this gains +1000 Power.	[A] When this attacks, if "Don't Tell Anyone in Class!" is in the Climax zone, choose up to 1 of your other Characters and Send it to Memory, and at the beginning of your next Draw Phase, put that Character from Memory in any Slot on the Stage.	[A] When this attacks, if "Don't Tell Anyone in Class!" is in the Climax Zone, this gains +2000 Power until the end of your next turn. 
Homura, Beautiful Looks	W17	MMW17-023	CH	G	R	MM/W17-023	0	0	2000	1	0	Magic, Time	You should just live as Madoka Kaname. Like you have been, and from now on 	[A] [Choose 2 Characters cards in your Waiting Room and return it to your Library. Shuffle your Library] When this is played from hand to the Stage, you may pay cost. If so, this gains +2000 Power for the turn.	[A] [Clock] SHIFT Level 0	
Homura, Watching Over	W17	MMW17-024	CH	G	R	MM/W17-024	0	0	2500	1	0	Magic, Time	She cannot be allowed to make a contract 	[S] BRAINSTORM [(1) Rest 2 of your Characters] Reveal the top 4 cards of your Library and put it in the Waiting Room. For each Climax card revealed this way, search your Library for up to 1 ::Magic:: Character, reveal it, and put it in your hand. Shuffle your Library. 		
Homura, Hidden Feelings	W17	MMW17-025	CH	G	R	MM/W17-025	1	0	6000	1	0	Magic, Time	I cannot tell her my true feelings 	[C] If you have 2 or fewer ::Magic:: Characters, you cannot play this from hand. 		
Madoka, Magical Girl of the Bow	W17	MMW17-026	CH	G	R	MM/W17-026	1	1	6500	1	0	Magic	Even then -- I'm a magical girl. I must protect everyone 	[C] If there are 4 or more cards in your Stock, this gains +1000 Power.		
Madoka, Wavering Feelings	W17	MMW17-027	CH	G	R	MM/W17-027	2	1	5000	1	1	Magic	... I'm sorry... I'm a weakling... I'm sorry... 	[C] ASSIST All your Characters in front of this gain +X Power. X = 500 times the Level of the Character.	[A] CHANGE [(1) Put this in the Waiting Room] At the beginning of your Draw Phase, you may pay cost. If so, choose a "Madoka, Ultimate" in your Waiting Room and put it in the Slot this was in. 	
Homura, Magical Girl of Time	W17	MMW17-028	CH	G	R	MM/W17-028	2	2	8000	2	1	Magic, Time	No one will accept the future. Then, I will-- 	[C] If there are 5 or more cards in your Stock, this gains +1000 Power.	[A] [Discard a ::Magic:: Character card from your hand to the Waiting Room, Send this to Memory] When this becomes Reversed in Battle, you may pay cost. If so, at the beginning of your next Draw Phase, choose 1 "Homura, Magical Girl of Time" in your Memory and put it in any Slot on the Stage. 	
Madoka, Fate's Final Destination	W17	MMW17-029	CH	G	R	MM/W17-029	2	2	8500	2	1	Magic	Kyubey: "The size of the soul gem that Madoka would produce is unmeasurable even to me" 	[C] For each Marker under this, this gains +1500 Power.	[A] When you Refresh your Library, you may put the top card of your Library under this as a Marker. 	
Madoka, Ultimate	W17	MMW17-030	CH	G	R	MM/W17-030	3	2	10000	2	1	Magic	My wish is for all witches to vanish 	[A] When this is placed from hand to the Stage or via CHANGE to the Stage, you may put the top card of your Clock in your Waiting Room.	[A] [Send this to Memory] When "Madoka's Wish" is placed in the Climax Zone, you may pay cost. If so, search your Library for up to 1 "'Continue to Fight' Homura" and put it in the Slot this was in. Afterwards, shuffle your Library, and that Character gains +3000 Power until the end of your Opponent's next turn. 	
Madoka, Bond with Homura	W17	MMW17-031	CH	G	U	MM/W17-031	0	0	500	1	0	Magic	I'll become a magical girl 	[A] [(2)] When this is placed from hand to the Stage, you may pay cost. If so, choose 1 ::Magic:: Character in your Clock and return it to your 	[A] BOND/"Homura, Hidden Feelings" [(1)]	
Madoka, Confronting Walpurgis Night	W17	MMW17-032	CH	G	U	MM/W17-032	0	0	2000	1	0	Magic	Goodbye, Homura-chan. Be well	[C] If you have 2 or fewer other Characters, this gains +1500 Power. 		
Madoka, Protecting Hope	W17	MMW17-033	CH	G	U	MM/W17-033	1	1	1500	1	1	Magic	I'm happy when I can be of help to others 	[A] When you use the BACKUP of this, choose 1 of your battling GREEN Characters. That Character gains +1000 Power for the turn.	[S] [Counter] BACKUP 1500, Level 1 [(1) Discard this card from hand to the Waiting Room] 	
Homura, Determined	W17	MMW17-034	CH	G	U	MM/W17-034	1	1	4000	1	1	Magic, Time	No one... believes the future... 	[A] CHANGE [(1) Put this in the Waiting Room] At the beginning of your Draw Phase, you may pay cost. If so, choose a "Homura, Magical Girl of Time" in your Waiting Room and put it in the Slot this was in.	[S] [Rest this] Choose 1 of your ::Magic:: Characters. That Character gains +1000 Power until the end of your Opponent's next turn. 	
Homura, Time-Travelling Backwards	W17	MMW17-035	CH	G	U	MM/W17-035	2	1	7500	1	1	Magic, Time	Repeat. -- I shall repeat this as many times as I need 	[A] When this is placed from hand to the Stage, if there are 5 or fewer cards in your Library, return all cards in your Waiting Room to the Library. If so, shuffle that Library, and choose 1 of your "Madoka, Fate's Final Destination". Put up to 2 cards from top of your Library under that Character as Marker, and all your Characters gain +2000 Power for the turn. 		
"Continue to Fight" Homura	W17	MMW17-036	CH	G	U	MM/W17-036	3	2	10000	2	1	Magic, Time	I wanted to complain. -- Now, let's go 	[C] RECOLLECTION If "Madoka, Ultimate" is in your Memory, this gains +1500 Power.	[A] When this is Front Attacked, look at the top card of your Library. Put it either on top of your Library or in the Waiting Room. 	
Madoka Kaname	W17	MMW17-037	CH	G	U	MM/W17-037	3	2	10000	2	1	Magic	Any rule that interferes, I shall break and change it 	[C] If you have 3 or more other ::Magic:: Characters, this gains +1000 Power.	[A] When this is placed from hand to the Stage, all your Characters gain +2000 Power for the turn.	[S] [(1)] This gains +2000 Power for the turn.  
Homura Akemi	W17	MMW17-038	CH	G	U	MM/W17-038	3	2	10000	2	1	Magic, Time	I shall use all options at my disposal to deal with fools 	[C] If there are 4 or fewer cards in your Stock, this gains +500 Power and "[A] ENCORE [Discard a Character card from hand to the Waiting Room]".	[C] Character Opposite this gets -1 Soul.  	
Homura, Transfer Student	W17	MMW17-039	CH	G	C	MM/W17-039	0	0	1000	1	0	Magic, Time	A,a,a,Akemi, Ho, Homura. Uh... Pl.. pleased to meet you 	[C] ASSIST All your Characters in front of this gain +500 Power. 		
Homura, Holding onto Bonds	W17	MMW17-040	CH	G	C	MM/W17-040	0	0	1000	1	0	Magic, Time	You are too hard on yourself. Madoka Kaname	[A] BOND/"Madoka, Wavering Feelings" [(1)] 		
Homura, Thinking of Madoka	W17	MMW17-041	CH	G	C	MM/W17-041	0	0	2000	1	0	Magic, Time	I shall deal with every single witch by myself 	[C] If you have another Character with "Madoka" in the name, this gains +1500 Power. 		
"To Protect Everyone" Madoka	W17	MMW17-042	CH	G	C	MM/W17-042	0	0	2000	1	1	Magic	Becoming a magical girl would allow me to help a lot of people -- that makes my happiness more than my terror 	[A] When this attacks, choose 1 of your other ::Magic:: Characters. That Character gains +1000 Power until the end of your Opponent's next turn. 		
Madoka, Infirmary Officer	W17	MMW17-043	CH	G	C	MM/W17-043	0	0	2500	1	0	Magic	Homura: "Kaname... Madoka-san. You're the infirmary officer of this class, right?"  	[A] [(1)] When this attacks, if "The Girl From the Dream" is in your Climax Zone, you may pay cost. If so, choose a Character in your Clock and return it to your hand, and put the top card of your Library in your Clock. 		
Hitomi Shizuki	W17	MMW17-044	CH	G	C	MM/W17-044	0	0	2500	1	0	Music	If I could cut it cleanly like Madoka's mother... 	[A] When this attacks, all your other Characters gain +1 Level for the turn. 		
Homura, Black-haired Girl	W17	MMW17-045	CH	G	C	MM/W17-045	0	0	3000	1	0	Magic, Time	I'm Homura Akemi. Pleased to meet you 			
Madoka, Second-year Student of Mitakihara Middle School	W17	MMW17-046	CH	G	C	MM/W17-046	1	0	4500	1	0	Magic	I... I'm being called. Directly within my head, this one's voice	[A] [Clock] SHIFT Level 1	[S] BRAINSTORM [(1)] Reveal the top 4 cards of your Library and put them in the Waiting Room. For each Climax card revealed this way, choose 1 of your ::Magic:: Characters. That Character gains +2000 Power for the turn. 	
Madoka & Homura, Best Friends	W17	MMW17-047	CH	G	C	MM/W17-047	1	0	5000	1	0	Magic, Time	Homura: "Because this is the place that girl protected" 	[A] [(1)] When this attacks, if "My Best Friend" is in the Climax Zone, you may pay cost. If so, all your ::Magic:: Characters gain +2500 Power for the turn. 		
Madoka of the Blue Sky	W17	MMW17-048	CH	G	C	MM/W17-048	1	0	5500	1	0	Magic	That's the self that I want to become one day			
Junko Kaname	W17	MMW17-049	CH	G	C	MM/W17-049	1	1	4000	1	1	None	Even though I look like a girl, taking me lightly will be your end, okay? 	[C] All your other Characters whose name includes "Madoka" gain +1000 Power. 		
Homura, Lonely Battle	W17	MMW17-050	CH	G	C	MM/W17-050	1	1	6000	1	0	Magic, Time	Kyubey: "She is still wishing for hope" 	[A] [(2)] When "Time Manipulation" is placed in your Climax Zone, you may pay cost. If so, this gains "[A] When this attacks, you may instead choose a Character in your Opponent's Back Row and have this Front Attack that Character as Defending Character" for the turn.	[A] ENCORE [Discard a Character card from hand to the Waiting Room] 	
"Stage Device's Witch" Walpurgis Night	W17	MMW17-051	CH	G	C	MM/W17-051	2	2	8500	2	1	Magic	Homura: "Walpurgis Night will come to this town" 	[S] [(2)] This gains +5000 Power for the turn. 		
Madoka, Feather-like Skirt	W17	MMW17-052	CH	G	C	MM/W17-052	2	2	9000	2	1	Magic	I, I should really think about it, even if it's just the outfit... 			
Law of Cycles	W17	MMW17-053	EV	G	U	MM/W17-053	1	1			0		Your prayers will not result in the end of despair 	Search your Library for up to 1 ::Magic:: Character, reveal it, and put it in your hand. Shuffle your Library.  		
Meaningless Chain	W17	MMW17-054	EV	G	U	MM/W17-054	2	1			0		Madoka: "... You mean as long as she has hope, she cannot be saved?" 	Look at the top 3 cards of your Opponent's Library and choose up to 1 of them and put it at the bottom of the Lbirary. Put the rest on top of the Library in any order. 		
Madoka's Wish	W17	MMW17-055	CX	G	CR	MM/W17-055					G		I -- shall no longer need to despair 	[C] All your Characters gain +1000 Power and +1 Soul. 		
No Longer Relying on Others	W17	MMW17-056	CX	G	CC	MM/W17-056					G		This is not my battlefield 	[C] All your Characters gain +1000 Power and +1 Soul. 		
Time Manipulation	W17	MMW17-057	CX	G	CC	MM/W17-057					2		I live in a different time than Madoka 	[A] When this is placed from hand to the Climax Zone, draw a card, and choose 1 of your Charcaters. That Character gains +2000 Power and +1 Soul for the turn. 		
