Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Prideful Queen Iori	S07	IMS07-001_RR	CH	Y	RR	IM/S07-001	0	0	1000	1	0	Music, Doll	Be well now that I have taken a look at you, okay?	[C] All your other Characters gain +1 Level during your turn.	[C] All your other <<High Touch Yayoi>> Characters gain +1000 Power.	
Enthusiast Yukiho	S07	IMS07-002_RR	CH	Y	RR	IM/S07-002	2	1	8000	1	1	Music, Tea	This song goes out to everyone in the world. It's called "Kosmos, Cosmos"!	[A] When this card attacks, if <<Kosmos, Cosmos>> is in your Climax Zone, look at the top 3 cards of your Deck and put them back in any order.		
Energetic Is Important Ami & Mami	S07	IMS07-003_R	CH	Y	R	IM/S07-003	0	0	500	1	0	Music, Twins	Ya-y! Everyone, please be well for Ami and friends!	[S] [Put a <<Clothing Change>> from your Memory to the Waiting Room] Choose 1 of your Characters. That Character gains +1000 Power and +1 Soul.	[C] ASSIST All your Characters in front of this card gain +500 Power.	
Hagiwara Yukiho	S07	IMS07-004_R	CH	Y	R	IM/S07-004	1	0	4000	1	0	Music, Tea	Ehehe. I'm in the mood to sing!	[A] CHANGE [(3) Discard a card from hand to the Waiting Room, Put this card in Waiting Room] At the beginning of your Climax Phase, you may pay cost. If so, choose a <<Doing Her Best Yukiho>> in your Waiting Room and put it in the Slot this card was in.	[S] [(1) REST this card] Choose up to 2 of your Characters. Those Characters gains +1000 Power and <Tea> for the turn.	
Hagiwara Yukiho SR	S07	IMS07-004S_SR	CH	Y	SR	IM/S07-004	1	0	4000	1	0	Music, Tea	Um, Producer. / Next, let me be the one to sing!	[A] CHANGE [(3) Discard a card from hand to the Waiting Room, Put this card in Waiting Room] At the beginning of your Climax Phase, you may pay cost. If so, choose a <<Doing Her Best Yukiho>> in your Waiting Room and put it in the Slot this card was in.	[S] [(1) REST this card] Choose up to 2 of your Characters. Those Characters gains +1000 Power and <Tea> for the turn.	
Futami Ami	S07	IMS07-005_R	CH	Y	R	IM/S07-005	1	0	4500	1	0	Music, Twins	Hehe~! Ami is here!	[A] When this card is placed from the Waiting Room to the Stage, this card gains +2000 Power for the turn.	[A] CHANGE [Put this card in the Waiting Room] At the beginning of your Climax Phase, you may pay cost. If so, choose a <<Futami Mami>> in your Waiting Room and put it in the Slot this card was in. (Cannot be played if this card isn't on Stage at the beginning of the Climax Phase)	
Futami Ami SR	S07	IMS07-005S_SR	CH	Y	SR	IM/S07-005	1	0	4500	1	0	Music, Twins	Hey! It's Ami~!	[A] When this card is placed from the Waiting Room to the Stage, this card gains +2000 Power for the turn.	[A] CHANGE [Put this card in the Waiting Room] At the beginning of your Climax Phase, you may pay cost. If so, choose a <<Futami Mami>> in your Waiting Room and put it in the Slot this card was in. (Cannot be played if this card isn't on Stage at the beginning of the Climax Phase)	
Futami Mami	S07	IMS07-006_R	CH	Y	R	IM/S07-006	1	0	4500	1	0	Music, Twins	Ya~y! Mami is here~!	[A] When this card is placed from the Waiting Room to the Stage, this card gains +1 Soul for the turn.	[A] CHANGE [Put this card in the Waiting Room] At the beginning of your Climax Phase, you may pay cost. If so, choose an <<Futami Ami>> in your Waiting Room and put it in the Slot this card was in. (Cannot be played if this card isn't on Stage at the beginning of the Climax Phase)	
Futami Mami SR	S07	IMS07-006S_SR	CH	Y	SR	IM/S07-006	1	0	4500	1	0	Music, Twins	Wa~tsu ho~i! Mami it is not~!	[A] When this card is placed from the Waiting Room to the Stage, this card gains +1 Soul for the turn.	[A] CHANGE [Put this card in the Waiting Room] At the beginning of your Climax Phase, you may pay cost. If so, choose an <<Futami Ami>> in your Waiting Room and put it in the Slot this card was in. (Cannot be played if this card isn't on Stage at the beginning of the Climax Phase)	
Minase Iori	S07	IMS07-007_R	CH	Y	R	IM/S07-007	2	1	8000	1	1	Music, Doll	I shall show you the real ability of super idol Iori-chan!	[A] CHANGE [Put this card in the Waiting Room] At the beginning of the Climax Phase, you may pay cost. If so, choose an <<Shrew-Like Lady Iori>> in your Waiting Room and put it in the Slot this card was in.		
