Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Determined Ein	W07	PTW07-001_RR	CH	Y	RR	PT/W07-001	1	0	4000	1	0	Weapon		[A] When this card is placed on Stage from hand, choose 1 of your other characters, during this turn, it gets +1500 Power.	[A] At the start of your Encore Step, if <<Wind's Memory>> is in your Climax slot, you may return this card to hand.	
PHANTOM's Assistant Cal	W07	PTW07-002_RR	CH	Y	RR	PT/W07-002	2	1	5000	1	1	Clock		[C] All your other characters with <<PHANTOM>> in the name get +500 Power, +1 Soul.	[A] [(1)] When <<Remuneration>> is placed into your Climax slot, you may pay the cost. If you do, choose 1 of your opponent's back row cost 0 or below characters, place it in Waiting Room.	
In the Middle of a Date Eren	W07	PTW07-003_R	CH	Y	R	PT/W07-003	0	0	2000	1	0	Weapon		[S] [(1)Put this card to REST]Choose 1 of your opponent's front row cost 0 or below characters, return it to hand.	[S] [Place this card in Clock] Choose 1 of your characters, during this turn, it gets +2000 Power, +1 Soul.	
Zwei's Instructor Ein	W07	PTW07-004_R	CH	Y	R	PT/W07-004	0	0	2500	1	0	Weapon		[C] If you have 2 or less Stock, this card gets +1500 Power.		
Getting Out of Bath Cal	W07	PTW07-005_R	CH	Y	R	PT/W07-005	0	0	2500	1	0	Clock		[A] When this card is placed on Stage from hand, look at the top 2 cards of your opponent's Deck, place them on top of the Deck in any order.		
Wolf in Sheep's Skin Ein	W07	PTW07-006_R	CH	Y	R	PT/W07-006	1	0	5000	1	0	Weapon		[S] [(2)]Choose 1 of your characters, during this turn, this card gets +1 Soul.		
Two Hearts Beating As One Partner Cal	W07	PTW07-007_U	CH	Y	U	PT/W07-007	0	0	500	1	0	Clock		[C] During your turn, all your other characters with <<PHANTOM>> in the name get +500 Power.	[C] SUPPORT All the characters in front of this card get +500 Power.	
Proof of Existance Ein	W07	PTW07-008_U	CH	Y	U	PT/W07-008	0	0	2500	1	0	Weapon		[A] CHANGE [Put this card in Clock] At the start of your Climax phase, you may pay the cost. If you do, choose 1 of your <<Wolf in Sheep's Skin Ein>> from the Waiting Room, place it on this card's previous slot.		
Cal Devens	W07	PTW07-009_U	CH	Y	U	PT/W07-009	1	0	5500	1	0	Clock				
Own Will EREN	W07	PTW07-010_U	CH	Y	U	PT/W07-010	2	2	8500	2	1	Weapon		[A] [(2)] When this card attacks, if <<Smiling Face>> is in your Climax slot, you may pay the cost. If you do, choose 1 of your opponent's front row Level 3 or below characters, place it in Stock.		
Rainbow-seeing Eren & Reiji	W07	PTW07-011_U	CH	Y	U	PT/W07-011	3	2	10000	2	1	Weapon		[C] The character facing this card gets -1 Soul.	[A] When this card is placed on Stage from hand, if your hand is less than your opponent's, you may place the top card of your Deck into Stock.	
Hungry Cal	W07	PTW07-012_C	CH	Y	C	PT/W07-012	0	0	2500	1	0	Clock		[A] When another of your characters is place in Clock from Stage, during this turn, this card gets +1000 Power, +1 Soul.		
Reiji's Sister Eren	W07	PTW07-013_C	CH	Y	C	PT/W07-013	0	0	3000	1	0	Weapon				
Dressed Cal	W07	PTW07-014_C	CH	Y	C	PT/W07-014	1	1	1500	1	1	Clock		[A] CHANGE [(2) Place this card in Clock] At the beginning of your Climax phase, you may pay the cost. If you do, choose 1 <<Practising Cal>> from your Waiting Room, place it into this card's previous slot.	[S] [COUNTER] ASSIST 2000 Level 1 [(1) Discard this card from hand to Waiting Room] (Choose 1 Character being Front Attacked, during this turn, it gets +2000 Power)	
Ambiguous Memory EREN	W07	PTW07-015_C	CH	Y	C	PT/W07-015	1	1	3000	1	1	Weapon		[C] SUPPORT All your Level 2 and Above characters in front of this card get +1000 Power.	[A] When another of your characters is placed in Clock from Stage, you may choose 1 of your characters, during this turn it gets +1000 Power, +1 Soul.	
Swim Suit Ein	W07	PTW07-016_C	CH	Y	C	PT/W07-016	1	1	5000	1	1	Weapon, Swimsuit		[A] When the character battling another of your characters becomes REVERSE, during this turn, this card gets +1000 Power.	[A] ENCORE [Discard 1 Character to Waiting Room from hand] (When this card is placed in Waiting Room from Stage, you may pay the cost. If you do, return this card in REST to its previous slot.)	
Sailor Uniform Eren	W07	PTW07-017_C	CH	Y	C	PT/W07-017	2	1	8500	1	1	Weapon				
Practising Cal	W07	PTW07-018_C	CH	Y	C	PT/W07-018	2	2	8500	2	1	Weapon, Clock		[A] When this card is placed on Stage from Waiting Room, you may choose 1 of your opponent's Back Row Cost 0 or Below characters, return it to hand.		
Promise	W07	PTW07-019_R	EV	Y	R	PT/W07-019	1	1			0			Choose 1 of your characters with <<Cal>> in the name, return it to hand. If you do, search your Deck for up to 1 character with <<Drei>> in the name, show it to your opponent and place it into your hand. Shuffle your Deck afterwards.		
Colt Python 	W07	PTW07-020_U	EV	Y	U	PT/W07-020	1	1			0			If you have 2 or less yellow characters, this card cannot be played from hand. Choose 1 of your opponent's Level 1 or below characters, place it in Stock.		
Confession	W07	PTW07-021_U	EV	Y	U	PT/W07-021	3	3			0			Choose up to 2 of your cards in Waiting Room, return them to Deck. Shuffle your Deck afterwards.	Place this card in Memory.	
Training	W07	PTW07-022_C	EV	Y	C	PT/W07-022	2	0			0			[COUNTER]Choose 1 <Weapon> character, during this turn, it gets +2000 Power, +1 Soul.		
Smiling Face	W07	PTW07-023_CR	CX	Y	CR	PT/W07-023					1W			[C] All your Characters gets +1000 Power, +1 Soul.		
Wind's Memory	W07	PTW07-024_CC	CX	Y	CC	PT/W07-024					2			[C] All your characters get +2 Soul.		
Remuneration	W07	PTW07-025_CC	CX	Y	CC	PT/W07-025					2			[A] When this card comes to Stage from hand, draw 1 card. Choose 1 of your Characters, during this turn, it gets +2000 Power, +1 Soul.		
