Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Meaning To Be Here Inori	S16	GCS16-101_TD	CH	R	TD	GC/S16-101	1	0	4500	1	0	Music, Funeral	Gai, gave me a name… My very own… I had nothing, and he gave me a name	[S] [Put 1 of your <Funeral> Characters to REST] This card gains Power +1500 for that turn.		
Time of Decision Shu	S16	GCS16-102_TD	CH	R	TD	GC/S16-102	1	1	2500	1	1	Funeral, Weapon	I understand… I will go with you.	[C] ASSIST All of your Level 2 or above characters in front of this card gain Power +1000.	[A] When your other Character in battle is put to REVERSE, choose 1 of your Characters. It gains Power +1000 for that turn.	
For The Hoped For Future Gai	S16	GCS16-103_TD	CH	Y	TD	GC/S16-103	2	2	8500	2	1	Funeral, Weapon	Entrust everything to me, but follow my orders	[S][(1)] During this turn, this card gains +1 Soul		
"Songstress" Inori	S16	GCS16-104_TD	CX	R	TD	GC/S16-104	3	2	9500	2	1	Music, Funeral	Believe. -- You can do it, absolutely. I am already... yours now	[C] If you have 2 or more other <Funeral> characters in your Stage, this card gains Power +2000.	[A] When this card is put from Hand to the Stage, you may choose 1 <Funeral> character from your Waiting Room and return it to Hand.	
Complicated Accomplice Relationship	S16	GCS16-105_TD	CH	Y	TD	GC/S16-105					2		Shu: "I am also... your accomplice." / Gai: "What a foolish guy."	[C] All of your Characters gain +2 Soul.		
"Destined Encounter" Shu & Inori	S16	GCS16-110_PR	CH	R	PR	GC/S16-110	2	2	8500	2	1	Weapon, Music	This is power. People's hearts spun into different shapes and given form -- "The Crown of Sin (Guilty Crown)"	[A] When this card attacks, if <<Farewell Gift To The Dying>> is in your Climax Zone, choose one Character in your Waiting Room and add it to your hand.		
Farewell Gift To The Dying	S16	GCS16-111_PR	CX	R	PR	GC/S16-111					2		We continue to offer songs of mourning to the ones selected out.	[C] All of your Characters gain +2 Soul.		
"My Dearest" Inori	S16	GCS16-112_PR	CH	R	PR	GC/S16-112	0	0	3000	1	0	Music, Funeral	Come together with me, Shu			
Ayase & Tsugumi	S16	GCS16-114_PR	CH	B	PR	GC/S16-114	0	0	1500	1	0	Operator, Funeral	Tsugumi: "Heartbeat rises to the top of the charts~" / Ayase: "Shut up, Tsugumi!!"	[C] During your opponent's turn, all your other Characters gain +500 Power		
"Funeral Parlor" Shibungi	S16	GCS16-T01_TD	CH	Y	TD	GC/S16-T01	0	0	500	1	0	Funeral, Weapon	As expected, skipping scenarios. -- However, isn't it too rushed…?	[C] During your turn, all your other Characters gain +500 Power	[S][Put 2 of your Characters to REST] Look at the top card of your Deck, place it at the top or bottom of your Deck	
"Funeral Parlor" Argo	S16	GCS16-T02_TD	CH	Y	TD	GC/S16-T02	0	0	1000	1	0	Funeral, Weapon	I had a good viewing -- Together with Gai	[C] SUPPORT All your Characters in front of this card gains +500 Power		
Funeral Parlor's Commander Gai	S16	GCS16-T03_TD	CH	Y	TD	GC/S16-T03	0	0	2000	1	0	Funeral, Weapon	We have prepared for such situations. -- If you wish to live, believe in me!	[C] All of your other <<Hidden Potential Shu>> gain Power +1000.	[A] When this card is put from Hand to the Stage, choose 1 of your characters. It gains Power +500 for that turn.	
Young Leader Gai	S16	GCS16-T04_TD	CH	Y	TD	GC/S16-T04	0	0	3000	1	0	Funeral, Weapon	If that is the face of the future, we shall bless him now. The birth of a new king--			
Hidden Potential Shu	S16	GCS16-T05_TD	CH	Y	TD	GC/S16-T05	1	0	5500	1	0	Funeral, Weapon	I can do it!! Believe in me, Gai!			
"Funeral Parlor" Oogumo	S16	GCS16-T06_TD	CH	Y	TD	GC/S16-T06	1	1	2000	1	1	Funeral, Weapon	Don't mind me, you do your own job. -- Good luck	[S] [COUNTER] ASSIST 2000 Level 1 [(1) Discard this card from hand to Waiting Room] (Choose 1 Character being Front Attacked, during this turn, it gets +2000 Power)		
"Funeral Parlor" Gai	S16	GCS16-T07_TD	CH	Y	TD	GC/S16-T07	2	2	9000	2	1	Funeral, Weapon	The challenge is on. Will I be the one eliminated… or will it be the world--			
Awaken "Power of Kings"	S16	GCS16-T08_TD	CH	Y	TD	GC/S16-T08					1F		Mana: "Gather the Voids. Strong Voids. -- Your right arm shall weave the future by doing so"	[C] All your Characters gain +1000 Power and +1 Soul for that turn.	(Wind: When this card is Triggered, you may choose one of your opponent's Characters and return it to your opponent's hand.)	
Funell	S16	GCS16-T09_TD	EV	R	TD	GC/S16-T09	0	0	1000	1	0	Mecha, Funeral	Beep!	[A] When your other character is put to REVERSE in battle, choose 1 of your characters. It gains Power +1000 for that turn.	[A] [Clock] SHIFT Level 0 (At the beginning of your Main Phase, choose 1 Red Card in your hand and this card in Clock, shift them)	
Ordinary High School Student Shu	S16	GCS16-T10_TD	CH	R	TD	GC/S16-T10	0	0	3000	1	0	-	But, is this fine with me? Can I do more, can I just leave it like this…			
Daryl Yan	S16	GCS16-T11_TD	CH	R	TD	GC/S16-T11	1	0	5500	1	0	Military, Operator	Got it? I do as I please. And if you get in my way, I will tell Daddy on you. 			
