Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Perfect and Faultless Older Sister Otome	WE08	DCWE08-01_R	CH	Y	R	DC/WE08-01	0	0	500	1	0	Magic, Student Council		[C] This card cannot be chosen for your opponent's card effect.	[C] ASSIST: Character cards in front of this card gains Power +500.	
Returned Girlfriend Mahiru	WE08	DCWE08-02_R	CH	Y	R	DC/WE08-02	1	0	4500	1	0	Myth		[A] [(1) Discard 1 <<Hey Yo Brother>> from your hand] When this card attacks, you may pay the cost to activate this ability. Should you do so, search your Deck for up to 2 Character cards with Traits <Myth> or <Commitee Chairman>, show it to your opponent, then add it to your hand. Shuffle your Deck afterwards.		
The Girl Forgotten by the World Aisia	WE08	DCWE08-03_C	CH	Y	C	DC/WE08-03	0	0	2000	1	0	Magic, Toy		[A] When you put this card onto the Stage from your Hand, during this turn, this card gains Power +1500.		
The Rumoured Transfer Student SAKURA	WE08	DCWE08-04_C	CH	Y	C	DC/WE08-04	1	0	5000	1	0	Magic, Snack		[A] When this card attacks, reveal the top card of your Deck. If it is a Character Card with the <Magic> Trait, during this turn, this card gains Power+1000. (The revealed card is returned to its original position)		
Hey Yo Brother	WE08	DCWE08-05_C	CX	Y	C	DC/WE08-05					2			[A] When you play this card from your hand to your Stage, draw 1 card, choose 1 of your Character cards. During this turn that card gains Soul +3.		
Church Choir Kotori	WE08	DCWE08-06_R	CH	G	R	DC/WE08-06	1	0	3000	1	0	Music, Magic		[C] Your other Character in the middle position of your Center Stage gains Power +1000.	[A] [Discard 1 card from your hand] When you put the Climax <<The Songstress of the Wedding Ceremony>> into play, you may pay the cost to activate this ability. Should you do so, search your Deck for a Character card with the <Music> trait, show it to your opponent, and add it to your hand. Shuffle your Deck afterwards.	
A Little Memories Akane	WE08	DCWE08-07_C	CH	G	C	DC/WE08-07	0	0	2500	1	0	-		[C] If you have 2 or more other Characters with no trait, this card gains Power +1000.		
Light Music Club Koko	WE08	DCWE08-08_C	CH	G	C	DC/WE08-08	1	0	5500	1	0	Music				
The Courage to be Honest Nanaka	WE08	DCWE08-09_C	CH	G	C	DC/WE08-09	2	1	5000	1	1	Music, Magic		[C] If you have 5 or more Stock, all your other Character cards gain Level +1, Power +500.	[A] When you put the Climax <<Not a Dream>> into play, you may put the top card of your Deck into your Stock.	
Unable to be Honest Little Sister Yume	WE08	DCWE08-10_R	CH	R	R	DC/WE08-10	2	1	8000	1	1	Magic		[A] [(1)] When this card battles with a Level 2 or above Character and puts it to ÅREVERSE mode, you may pay the cost to activate this ability. Should you do so, select 1 Character card in your Waiting Room, and add it into your hand.		
