Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Hikarizaka High School Student Nagisa	WE07	CLWE07-01_R	CH	Y	R	CL/WE07-01	0	0	2000	1	0	Theatre, Dango		[C] During your turn, if you control 2 or more other <Theatre> Characters, this card gains Power +2000.	[A] ENCORE [Put 1 Character from hand to the Waiting Room] (When this card is placed from the Stage into the Waiting Room, you may pay the cost. If you do so, place this card back onto its previous Border in REST mode. 	
Inviting For A Date Tomoya	WE07	CLWE07-02_R	CH	Y	R	CL/WE07-02	1	0	1500	1	0	Delinquent, Sport		[C] ASSIST During your turn, all Characters in front of this card gain Power +1000.	[A] BOND/<<Dumpling-loving Nagisa >> [(1)] (When this card is played onto the Stage, you may pay the cost. If you do so, choose 1 <<Dumpling-loving Nagisa >> from your Waiting Room and put it back in your hand.	
Girl With Weak Constitution Nagisa	WE07	CLWE07-03_R	CH	Y	R	CL/WE07-03	1	0	5000	1	0	Theatre, Dango		[A][(1) Put 1 card from hand to the Waiting Room and put this card into Memory] When you place the Climax card <<Meeting and Parting>> into the Climax border, you may pay the cost. If you do so, choose 1 <<Nagisa's Daughter Ushio >> from your Waiting Room and put it in the Border this card was in.		
Nagisa's Daughter Ushio	WE07	CLWE07-04_R	CH	Y	R	CL/WE07-04	2	1	4500	1	1	Dango, Starfish		[C] ASSIST All Characters in front of this card gain Power +X, where X is the Character's Level X 500.	[A] CHANGE [(2) Put 1 card from hand to the Waiting Room and put this card into Memory] At the beginning of your Climax Phase, you may pay the cost. If you do so, choose one <<Dumpling-loving Nagisa >> from your Waiting Room and put it in the Border this card was in.	
Tomoya's Lover Nagisa	WE07	CLWE07-05_R	CH	Y	R	CL/WE07-05	2	2	8000	2	1	Theatre, Dango		[C] If you control other cards whose name contains <<Tomoya >>, this card gains Power +500 , <<[A]ENCORE [Put 1 Character from hand to the Waiting Room]>>.		
Dumpling-loving Nagisa	WE07	CLWE07-06_R	CH	Y	R	CL/WE07-06	3	2	10000	2	1	Theatre, Dango		[A] When this card is placed on the Stage from hand or from the Waiting Room, choose up to 2 of your other Characters. They gain Power +1000, Soul +1 for that turn.	[A][(1)] When this card is placed on the Stage from hand or from the Waiting Room, you may pay the cost. If you do so, choose 1 card whose name contains <<Nagisa>> from your Memory and return it to your hand.	
Okazaki Ushio	WE07	CLWE07-07_C	CH	Y	C	CL/WE07-07	0	0	500	1	0	Animal, Dango		[C] ASSIST All Characters in front of this card gain Power +500.	[S][Put this card to REST mode] Choose 1 of your <Theatre> Characters. It gains Power +500 for that turn.	
Nagisa Who Loves The Town	WE07	CLWE07-08_C	CH	Y	C	CL/WE07-08	0	0	2000	1	0	Theatre, Dango		[C] If you control 1 or less other Centre Stage Characters, this card gains Soul +1.		
Nagisa And Mei	WE07	CLWE07-09_C	CH	Y	C	CL/WE07-09	0	0	3000	1	0	Theatre, Dango				
Close Friends Parent And Child Nagisa And Sanae 	WE07	CLWE07-10_C	CH	Y	C	CL/WE07-10	1	1	6500	1	1	Bread, Theatre		[A] ENCORE [Put 1 Character from hand to the Waiting Room] (When this card is placed from the Stage into the Waiting Room, you may pay the cost. If you do so, place this card back onto its previous Border in REST mode.		
Warm Family Nagisa And Tomoya And Akio	WE07	CLWE07-11_C	CH	Y	C	CL/WE07-11	2	1	8000	1	1	Bread, Theatre		[C] RECOLLECTION During your turn, if your Memory has 3 or more cards, this card gains Power +2000.		
Pair Of Lovers Nagisa And Tomoya	WE07	CLWE07-12_C	CH	Y	C	CL/WE07-12	2	1	8000	1	1	Theatre, Delinquent		[A][(1)] When this card attacks, if the Climax card <<Bonds of Family>> is in play, you may pay the cost. If you do so, all your other Characters gain Power +2500, Soul +1.		
Meeting And Parting	WE07	CLWE07-13_C	CX	Y	C	CL/WE07-13					2			[A] When this card is placed from hand into the Climax Border, draw 1 card and choose 1 Character. It gains Power +2000, Soul +1.		
Bonds Of Family	WE07	CLWE07-14_C	CX	Y	C	CL/WE07-14					1F			[C] All your Characters gain Power +1000, Soul +1.	([Clash]: During this turn, when the next damage dealt by the attacking Character that Triggered this card is canceled, your opponent takes 1 damage.)	
Transfer Student Tomoyo	WE07	CLWE07-15_R	CH	G	R	CL/WE07-15	1	1	5500	1	1	Student Council, Sport		[C] If you control 2 or more other <Sports> Characters, this card gains the following ability. <<[S][(1)] This card gains Power +3000 for this turn.>>		
