Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Oneesan Alicia	W12	NAW12-001_RR	CH	Y	RR	NA/W12-001	1	1	2500	1	1	-		[C] SUPPORT All of your <Clone> or <Animal> Characters in front of this card gets +X Power. X is equals to that card's Level ×500.	[S] [(3) Discard 1 Climax from hand, place this card to Memory] Choose 1 <<"Lightning" Fate>> from your hand, place it to this card's previous slot.	
Lightning Fate	W12	NAW12-002_RR	CH	Y	RR	NA/W12-002	3	2	9500	2	1	Magic, Clone		[C] This card cannot be targeted by opponent's effects.	[A] When this card comes to Stage from hand, all your Characters, during this turn, gets +1 Soul.	[A] When <<Farewell To The Dream>> is played to your Climax slot, if this card is in the Front Row, choose up to 2 cards from your opponent's Waiting Room, return to Deck. After doing do, shuffle the Deck. During this turn, this card gets +3000 Power.
Wolkenritter Signum	W12	NAW12-003_R	CH	Y	R	NA/W12-003	0	0	2500	1	0	Magic, Weapon		[S] [(1)] Choose 1 of your <Weapon> Characters, during this turn, it gets +1500 Power.		
Tsukaima Rinis	W12	NAW12-004_R	CH	Y	R	NA/W12-004	0	0	2500	1	0	Familiar, Animal		[A] [Discard 1 card from hand, place this card to Waiting Room] When this card is being Front Attacked, you may pay this cost. If you do, choose 1 <<Playtime Fate & Arf>> from your hand, place to this card's previous slot.		
Formidable Opponent Signum	W12	NAW12-005_R	CH	Y	R	NA/W12-005	1	0	5000	1	0	Magic, Weapon		[A] [Place 1 card from top of your Deck to Clock] When this card comes to Stage from hand, you may pay this cost. If you do, during this turn, this card gets +3500 Power.		
Warrior Signum	W12	NAW12-006_R	CH	Y	R	NA/W12-006	2	1	8000	1	1	Magic, Weapon		[A] When this card attacks, if <<Storm Falcon>> is in your Climax slot, during this turn, this card gets +3000 and opponent cannot use <<[A] ENCORE>>. (<<[A] ENCORE[(3)] >> cannot be used as well)		
Fate with Bardiche Assault	W12	NAW12-007_R	CH	Y	R	NA/W12-007	2	1	7500	1	1	Magic, Clone		[A] [Place the top card of your Deck to Clock] When this card comes to Stage from hand, you may pay this cost. If you do, during this turn, this card gets +4500 Power.	[A] When this card attacks, if <<Lightning Flash>> is in your Climax slot, you may choose 1 of your opponent's Character, return to his hand.	
Knight Of The Sword Signum	W12	NAW12-008_U	CH	Y	U	NA/W12-008	0	0	500	1	0	Magic, Weapon		[C] SUPPORT All of your Characters in front of this card gets +500 Power.	[S] [REST this card] Choose 1 of your Characters with <<Yagami>> in its name, during this turn, it gets +500 Power.	
Third Year Middle Schooler Fate	W12	NAW12-009_U	CH	Y	U	NA/W12-009	0	0	1000	1	0	Magic, Clone		[A] BOND/<<Blessing Nanoha>> [Place the top card of your Deck to Clock] (When this card is played to Stage, you may pay this cost. If you do, choose 1 <<Blessing Nanoha>> from your Waiting Room, return to hand)		
Friend Fate	W12	NAW12-010_U	CH	Y	U	NA/W12-010	1	0	500	1	0	Magic, Clone		[A] When you use this card's ASSIST, if you have another Character with <<Nanoha>> in its name, all players place 3 cards from the top of their Decks to Waiting Room.	[S] [COUNTER] ASSIST 1500 Level 1 [Discard this card from hand to Waiting Room] (Choose 1 Character being Front Attacked, during this turn, it gets +1500 Power)	
Sonic Form Fate	W12	NAW12-011_U	CH	Y	U	NA/W12-011	2	2	10000	2	1	Magic, Clone		[C] The Character facing this card gets +1 Soul.		
Charge Arf	W12	NAW12-012_U	CH	Y	U	NA/W12-012	2	2	7000	2	1	Familiar, Animal		[C] SUPPORT If you have 3 or more cards in Memory, this card gets +1000 Power, +1 Soul.	[A] ENCORE [Discard 1 Character to Waiting Room from hand] (When this card is put to Waiting Room from Stage, you may pay this cost. If you do, return this card in REST to it's previous slot.)	
Fate . T Lieze Lotte	W12	NAW12-013_C	CH	Y	C	NA/W12-013	0	0	1500	1	0	Twins, Familiar		[A] [(1) Place this card to Memory] When this card becomes REVERSE in battle, you may pay this cost. If you do, choose 1 card from your opponent's Waiting Room, return to this Deck. Shuffle the Deck afterwards.		
Super About Arf	W12	NAW12-014_C	CH	Y	C	NA/W12-014	0	0	2500	1	0	Familiar, Animal		[C] For each of your opponent's Character in STAND position, this card gets +500 Power.		
Perplexity Fate	W12	NAW12-015_C	CH	Y	C	NA/W12-015	0	0	3000	1	0	Magic, Clone				
Fate VS Signum	W12	NAW12-016_C	CH	Y	C	NA/W12-016	1	0	4000	1	0	Magic, Weapon		[A] CHANGE [(3) Discard 1 card to Waiting Room from hand, move this card to Memory] At the start of your Climax Phase, you may pay this cost. If you do, choose 1 <<Sonic Form Fate>> or <<"Yagami Family" Signum>> from your Waiting Room, place it into this card's previous slot.		
Playtime Fate & Arf	W12	NAW12-017_C	CH	Y	C	NA/W12-017	1	1	7000	1	0	Clone, Familiar				
Kind Mother Precia	W12	NAW12-018_C	CH	Y	C	NA/W12-018	1	1	2000	1	1	Magic		[C] All of your other Characters with <<Fate>> in its name gains the following ability.<<[C] This card cannot be targeted by opponent's abilities.>>	[C] During your turn, all of your other Characters gets +1000 Power.	
Yagami Family Signum	W12	NAW12-019_C	CH	Y	C	NA/W12-019	2	2	9000	2	1	Magic, Weapon				
CVK792 Installation	W12	NAW12-020_U	EV	Y	U	NA/W12-020	1	1			0			[COUNTER] Choose 1 of your Character with <<Nanoha>> in its name, during this turn, it gets +1500 Power.	Choose 1 of your Character with <<Fate>> in its name, during this turn, it gets +1500 Power.	
Thought For Mistress	W12	NAW12-021_U	EV	Y	U	NA/W12-021	1	3			0			Place this card to Memory.	RECOLLECTION If this card is in Memory, all your <<"Formidable Opponent" Signum>> and <<"Yagami Family" Signum>> gets +1000 Power.	
Barrage Of Questions	W12	NAW12-022_C	EV	Y	C	NA/W12-022	2	0			0			Search your Deck for up to 1 <Clone> Character, show it to your opponent, then place into your hand. Shuffle your Deck afterwards.		
Lightning Flash	W12	NAW12-023_CR	CX	Y	CR	NA/W12-023					1F			[C] All your Characters get +1000 Power, +1 Soul.		
Farewell To The Dream	W12	NAW12-024_CC	CX	Y	CC	NA/W12-024					2			[A] When this card comes on Stage from hand, draw 1 card. During this turn, choose 1 of your Characters, it gets +2000 Power, +1 Soul.		
Storm Falcon	W12	NAW12-025_CC	CX	Y	CC	NA/W12-025					1W			[C] All your Characters gets +1000 Power, +1 Soul.		
Asura no.3 Amy	W12	NAW12-026_RR	CH	G	RR	NA/W12-026	1	0	3500	1	0	-		[C] SUPPORT If you have 2 or more cards in Memory, all your other Characters get +500 Power.	[A] [Discard 1 <<Arc En Ciel>> from hand] If any of your opponent's battling Characters with Level 3 or higher become REVERSE, you may pay this cost. If you do, place that Character to Clock.	
Good Combi Chrono & Amy	W12	NAW12-027_RR	CH	G	RR	NA/W12-027	2	2	8000	2	1	Magic, Weapon		[C] RECOLLECTION If you have 3 or more cards in Memory, this card gets +2000 Power.		
