Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Proxy Doll Fate	WE06	N1WE06-01_R	CH	Y	R	N1/WE06-01	0	0	4000	1	0	Magic, Clone		[A] When this card becomes REVERSE in battle, place the top card of your Deck in Clock.		
Equal Partner Arf	WE06	N1WE06-02_R	CH	Y	R	N1/WE06-02	1	0	3000	1	0	Familiar, Animal		[A] BOND/<<Thinking Of Mother Fate>> [(1)] (When you place this card on Stage from hand, you may pay the cost. If you do, choose 1 <<Thinking Of Mother Fate>> from your Waiting Room and place it into your hand)	[A] CHANGE [(2) Discard 1 card to Waiting Room from hand, place this card in Waiting Room] At the beginning of your Climax Phase, you may pay the cost. If you do, choose 1 <<Wolf Form Arf>> from your Waiting Room, place it in this card's previous slot.	
The Other Magical Girl Fate	WE06	N1WE06-03_R	CH	Y	R	N1/WE06-03	1	1	5000	1	1	Magic, Clone		[A] CHANGE [(2) Discard 1 card to Waiting Room from hand, place this card in Waiting Room] At the beginning of your Climax Phase, you may pay the cost. If you do, choose 1 <<Thinking Of Mother Fate>> from your Waiting Room, place it in this card's previous slot.	[A] ENCORE [Discard 1 Character to Waiting Room from hand] (When this card is placed in Waiting Room from Stage, you may pay the cost. If you do, return this card in REST to its previous slot.)	
Vanished Past Precia	WE06	N1WE06-04_R	CH	Y	R	N1/WE06-04	2	1	3500	1	1	Magic, Illness		[C] All your other <Magic> Characters get +1500 Power. 	[A] At the beginning of your Draw Phase, you may place the top card of your Deck into Clock. If you do not, place this card in Memory.	
Precia . Testarossa	WE06	N1WE06-05_C	CH	Y	C	N1/WE06-05	0	0	2000	1	0	Magic, Illness		[C] For each marker under this card, this card gets +1000 Power.	[A] When the Character battling another of your Characters with <<Fate>> in the name become REVERSE, you may place the top card of your Deck under this card as a marker.	[A] [(3)] When this card becomes REVERSE in battle, you may pay the cost. If you do, put this card in REST.
Trainer Rinis	WE06	N1WE06-06_C	CH	Y	C	N1/WE06-06	0	0	2500	1	0	Familiar, Animal		[A] [Place 1 of your Characters with <<Fate>> in the name to Clock from Stage, place this card in Memory] When this card is placed on Stage from hand, you may pay the cost. If you do, search your Deck for up to 1 <<The Other Magical Girl Fate>>, place it on any back row slot. Shuffle your Deck afterwards.		
Single-Minded Fate	WE06	N1WE06-07_C	CH	Y	C	N1/WE06-07	1	0	5500	1	0	Magic, Clone				
Wolf Form Arf	WE06	N1WE06-08_C	CH	Y	C	N1/WE06-08	2	1	6000	1	1	Familiar, Animal		[C] All your other Characters with <<Fate>> in the name get +1000 Power. 	[S] [(1)] During this turn, this card gets +1 Soul.	
Thinking Of Mother Fate	WE06	N1WE06-09_C	CH	Y	C	N1/WE06-09	2	2	7000	2	1	Magic, Clone		[C] If you have another <Familiar> Character, this card gets +2000 Power.	[A] [(6)] When this card attacks, if <<Phalanx Shift>> is in the Climax slot, you may pay the cost. If you do, for each of your <<Thinking Of Mother Fate>>, perform the following action. <<Deal 1 damage to your opponent.>> (This damage can be canceled)	
Phalanx Shift	WE06	N1WE06-10_C	CX	Y	C	N1/WE06-10					2			[A] When this card is placed in the Climax slot from hand, place the top card of your Deck into Stock. During this turn, all of your Characters get +1 Soul.		
