Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Classmate Yuu	SE06	BRSE06-01_R	CH	Y	R	BR/SE06-01	1	1	2500	1	1	Sports, Manager	A promising first-year student..? If we don't do something about the volleyball club...	[C] If you have <<Mature Bishoujo Yomi>> in play, this card gains <<[S] [Put this card in the Waiting Room] Put a <<Strength>> from your Waiting Room in the Slot this card was in.>>	[C] All your other Characters gain +1000 Power during your turn.	
Strength	SE06	BRSE06-02_R	CH	Y	R	BR/SE06-02	2	1	9500	1	1	Weapon		[A] When this card is placed from hand to the Stage, put 1 of your Characters with <<Yuu>> in its name from Stage to the Waiting Room. If you can't, put the top card in your Deck in your Clock.		
Elite Manager Yuu	SE06	BRSE06-03_C	CH	Y	C	BR/SE06-03	0	0	1000	1	0	Sports, Manager	Did you hurt yourself during the landing? Can you stand up?	[C] All your other Characters gain +1000 Power during your turn.	[S] [(2) REST this card] Search your Deck for up to 1 <Sports> Character, reveal it, and put it in your hand. Shuffle your Deck.	
Blade of Darkness Black Gold Saw	SE06	BRSE06-04_C	CH	Y	C	BR/SE06-04	0	0	2500	1	0	Weapon		[C] This card gains +1000 Power during your turn.		
Yuu	SE06	BRSE06-05_C	CH	Y	C	BR/SE06-05	1	0	1500	1	0	Sports, Manager	My name is Yuu, pleased to meet you	[S] [Counter] BACKUP 1500, Level 1 [Discard this card from hand to the Waiting Room]		
Black Gold Saw	SE06	BRSE06-06_C	CH	Y	C	BR/SE06-06	1	1	4000	1	1	Weapon		[A] ALARM If this card is on top of your Clock, at the beginning of your Climax Phase, choose 1 of your Characters. That Character gains +1 Soul for the turn.		
Returned from Overseas Yomi	SE06	BRSE06-07_R	CH	G	R	BR/SE06-07	0	0	500	1	0	Sports	That's fine	[C] If you have <<Classmate Yuu>> in play, this card gains <<[S] [Put this card in the Waiting Room] Put a <<"Dead Scythe" Dead Master>> from your Waiting Room in the Slot this card was in.>>	[C] ASSIST All your Characters in front of this card gain +500 Power.	
"Cold Smile" Dead Master	SE06	BRSE06-08_R	CH	G	R	BR/SE06-08	0	0	2000	1	0	Weapon		[S] BRAINSTORM [(1)] Reveal top 4 cards of your Deck and put them in the Waiting Room. X = # of Climax Cards revealed. Search your Deck for up to X <Weapon> Characters, reveal them, put them in your hand, then discard X cards from your hand to the Waiting Room.		
Emerald Eyes Dead Master	SE06	BRSE06-09_R	CH	G	R	BR/SE06-09	1	0	5000	1	0	Weapon		[S] [REST 2 of your Characters] Choose 1 of your <Weapon> Characters. That Character gains <<[A] When the Battle Opponent of this card becomes turned to REVERSE, you may put the top card of your Deck in your Stock Zone.>> for the turn.		
"Dead Scythe" Dead Master	SE06	BRSE06-10_R	CH	G	R	BR/SE06-10	1	0	6000	1	0	Weapon		[A] When this card is placed from hand to the Stage, put 1 of your Characters with <<Yomi>> in its name from the Stage to the Waiting Room. If you can't, put the top card of your Deck to your Clock.	[A] ENCORE [Discard a Character card from hand to the Waiting Room]	
