Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Magician Of Toys Aisia	W09	DCW09-001_RR	CH	Y	RR	DC/W09-001	1	0	4500	1	0	Magic, Toy	That's right. This is my job	[A] When this card attacks, and the Climax Card <<Last Time>> is in play, during this turn, this card gains Soul+1, and gains Power +1000.	[A] ENCORE [Place 1 Character card from your hand into Waiting Room] (When this card leaves the Stage and is put to the Waiting Room, you may pay cost to activate this ability. Should you do so, this card is placed in REST mode on it's previous Border.	
Embarrassing Everday Otome	W09	DCW09-002_RR	CH	Y	RR	DC/W09-002	3	2	10000	2	1	Magic, Student Council	Of course. I'm happy that I'm here today	[C] RECOLLECTION: If you have 4 or more cards in your Memory, this card gains Power +1000, and gains the following ability. <<[A] When this card battles with a Character and puts it to REVERSE mode, you can send that card to Stock instead.>>		
Asakura Family's Mother Yuki	W09	DCW09-003_R	CH	Y	R	DC/W09-003	0	0	1000	1	0	Magic, Snack	Okay, this is the caramel used as the seal of the family. Eat it well	[C] RECOLLECTION: If you have 4 or more cards in your Memory, this card gains Power +1000, and gains the following ability. <<[A] When this card battles with a Character and puts it to REVERSE mode, you can send that card to Stock instead.>>	[A][Put 1 of your Other Character Cards to the top of your Deck] When you put this card onto the Stage from your hand, you may pay the cost to activate this ability. Should you do so, choose 1 of your Character Cards, during this turn, it gains Power +1000, Soul +1.	
Girl Holding A Branch Of Cherry Blossom	W09	DCW09-004_R	CH	Y	R	DC/W09-004	0	0	2500	1	0	Magic	... Why am I here?	[C] RECOLLECTION: If you have cards in your Memory, this card gains Power +1000.		
Hard Working Person Yoriko	W09	DCW09-005_R	CH	Y	R	DC/W09-005	1	0	5000	1	0	Animal, Maid	I... I... I'll try my hard to learn it...	[A] When this card attacks, reveal the top card of your Deck. If it is a Character Card with the <Maid> or <Waitress> Trait, during this turn, this card gains Soul +1. (The revealed card is returned to its original position)		
Returned Childhood Friend SAKURA	W09	DCW09-006_R	CH	Y	R	DC/W09-006	1	1	5000	1	1	Magic	Ehe. I'm back, onii-chan	[A] CHANGE [(1) Discard 1 card from your hand, put this card to your Memory]At the start of your Encore Step, should this card be in REST mode, you may pay the cost to activate this ability. Should you do so, choose 1 <<Magician SAKURA>> Character card from your Waiting Room and place it in this card's original Border.		
Important Appointment Mahiru	W09	DCW09-007_R	CH	Y	R	DC/W09-007	2	1	7000	1	1	Myth	So late...	[C] RECOLLECTION: If you have 2 or more Character Cards with <<Mahiru>> in its name in your Memory, this card gains Power +1000, Soul +1.	[A] When this card battles another Character Card and puts it to REVERSE, and you have the Climax card <<Please Become Happy>> in play, you may choose and put 1 of your opponent's Level 2 or below Character card and put it into his Stock.	
Takanashi Mahiru	W09	DCW09-008_U	CH	Y	U	DC/W09-008	0	0	2500	1	0	Myth	E, er! H- hello! I am Mahyuryu Takyanyashu!	[A][(1)] When this card is put into the Waiting Room from the Stage, you may pay the cost to activate this ability. Should you do so, put this card into your Memory.		
In The Middle Of Special Lessons Aisia	W09	DCW09-009_U	CH	Y	U	DC/W09-009	0	0	2500	1	0	Magic, Toy	It's easier to do it step-by-step, so I'll teach you	[A] When this card attacks, reveal the top card of your Deck. If it is a Character Card with <Magic> trait, you may select 1 of your opponent's Level 0 center Stage Character Card and return it to his hand. (The revealed card is returned to its original position)		
Asakura Yuki	W09	DCW09-010_U	CH	Y	U	DC/W09-010	2	1	4000	1	1	Magic, Snack	I shall protect both of them	[C] All your other Character cards with the <Magic> Trait gains Level +1, Power +500.	[A] When you put the Climax card <<The Last Visit>> into play, choose 1 of your other Character cards, until the end of your opponent's turn, that card gains the following ability. <<[C] ASSIST: Character cards in front of this card gains Power +1000.>>	
