Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Amada Ken	S01	P3S01-001_RR	CH	Y	RR	P3/S01-001	0	0	1500	1	0	Magic, Weapon	Don't look down on me just because I was a kid!	[A] When this card is played to the Stage, choose 1 Level 1 or higher Character you control. During this turn, it gets +1 Soul.		
Protagonist & Orpheus	S01	P3S01-002_RR	CH	Y	RR	P3/S01-002	1	0	4000	1	0	Magic, Weapon	I am you... you are me... Came from the sea of your heart, I am Orpheus, Master of Strings...	[A] ENCORE [Discard 1 Character to Waiting Room from hand] 	[S] [(2) Put this card to REST] Put this card into your Memory. From your hand, put one <<Protagonist & Thanatos>> to this card's previous border.	
Pharos	S01	P3S01-003_R	CH	Y	R	P3/S01-003	0	0	1000	1	0	Death	I will always be by your side...	[A] BOND/ <<Protagonist & Thanatos>> [(1)] (When this card is played to Stage, you may pay this cost. If you do, choose 1 <<Protagonist & Thanatos>> from your Waiting Room, return to hand)		
Mochizuki Ryoji	S01	P3S01-004_R	CH	Y	R	P3/S01-004	2	1	4000	1	1	Death	I appreciate it if you would teach me anything that I don't know	[C] ALARM When this card is at the top of your Clock, if your Level is 1 or lower, all your yellow Characters get +1 Soul.	[A] When this card attacks, if <<Open-air Bath>> is in the Climax Zone, you may choose one of your opponent's Characters and return it to hand. 	
Amada & Kala-Nemi	S01	P3S01-005_R	CH	Y	R	P3/S01-005	2	1	7000	1	1	Magic, God	That's why I shall fight you with all my might. Not for revenge, but for survival	[A] On the turn this card is played to the field, it gets +1 Soul.	[A] When this card attacks, if <<End Of Revenge>> is in your Climax Slot, you may return one of your opponent's Characters to his/her hand.	
Protagonist & Messiah	S01	P3S01-006_R	CH	Y	R	P3/S01-006	3	2	9000	2	1	Magic, God	Congratulations. A miracle has... occured	[C] This card cannot be targeted by your opponent's effects.	[C] BODYGUARD (When your opponent attacks, if this card is in the center of the Front Row and is not in REVERSE, your opponent must Front Attack this card.)	[S] [(6) ] Return all other Characters on the Stage to their respective owners' hands.
Tomochika Kenji	S01	P3S01-007_U	CH	Y	U	P3/S01-007	0	0	1000	1	0	Ramen	I'll always be your friend	[C] SUPPORT All your Characters in front of this card gets +500 Power.		
Protagonist	S01	P3S01-008_U	CH	Y	U	P3/S01-008	0	0	500	1	0	Magic, Weapon	Mitsuru: "You'll become even stronger"	[A] [(1)] When this card is played to the Stage, you may add one <<Tartarus>> from your Waiting Room to your hand.	[S] [(1) Put this card to REST] Return 1 of your Level 0 Characters on the Stage to your hand.	
Koromaru & Cerberus	S01	P3S01-009_U	CH	Y	U	P3/S01-009	1	1	2000	1	1	Animal, Weapon	Bark-!	[S] [COUNTER] ASSIST 2000 Level 1 [(1) Discard this card from hand to Waiting Room] (Choose 1 Character that is being Front Attacked, during this turn, it gets +2000 Power.)		
President Tanaka	S01	P3S01-010_U	CH	Y	U	P3/S01-010	1	1	1500	1	1	TV Shopping	Your~ Television~ Hour Sale Net Tanaka~	[A] When this card is played to Stage, you may choose one of your Characters. During this turn, it gets +2000 Power and +1 Soul.		
Kanzato Shin	S01	P3S01-011_U	CH	Y	U	P3/S01-011	2	2	9000	2	1	-	Have I met you somewhere? From a while ago			
Koromaru	S01	P3S01-012_C	CH	Y	C	P3/S01-012	0	0	2000	1	0	Animal, Weapon	Bark!	[A] On the turn this card is played to Stage, it gets +1500 Power.	[A] ENCORE [Discard 1 Character to Waiting Room from hand] 	
Bebe	S01	P3S01-013_C	CH	Y	C	P3/S01-013	0	0	3000	1	0	Fan	I haven't been able to talk the talk...			
