Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Old Times Jellal	SE10	FTSE10-01_R	CH	Y	R	FT/SE10-01	0	0	500	1	0	Magic	Let's go, Erza	[A] [(1)] When this card becomes turned to REVERSE while Battling, you may pay cost. If so, send this card to Memory.	[A] BOND/<<Youthful Days Erza>> [Put the top card of your Deck in your Clock]	
Alongside Beloved Friends Erza	SE10	FTSE10-02_R	CH	Y	R	FT/SE10-02	0	0	2500	1	0	Magic, Weapon	I will no longer hesitate!!!!	[C] For each other <Magic> Character you have in Back Row, this card gains +500 Power.		
Old Times Erza	SE10	FTSE10-03_R	CH	Y	R	FT/SE10-03	1	0	5000	1	0	Magic, Weapon	Follow me!!!!!	[C] RECOLLECTION If there are 2 or more <Magic> Characters in your Memory, this card gains +1500 Power.		
Laxus Dreyar	SE10	FTSE10-04_R	CH	Y	R	FT/SE10-04	1	0	5000	1	0	Magic, Dragon	That old man talks too much so I've been keeping this a secret. Now you shall see	[A] This card's ability may activated up to once per turn. When you use an [S] ability, this card gains +1500 Power for the turn.		
"Robe of Yuuen" Erza	SE10	FTSE10-05_R	CH	Y	R	FT/SE10-05	2	2	8000	2	1	Magic, Weapon	I shall stop whatever it is you're plotting. I promise!!!!	[C] If you have 3 or more other <Magic> Characters, this card gains +1000 Power.	[A] When <<And Always Be Kind>> is placed in your Climax Zone, if this card is in the Front Row, choose up to 2 cards in your Opponent's Waiting Room and return them to the Deck. Your Opponent shuffles that Deck.	
"Seith Magic [Human Possession]" Bickslow	SE10	FTSE10-06_C	CH	Y	C	FT/SE10-06	0	0	500	1	0	Magic, Doll	Hey, let's play	[C] ASSIST All your Characters in front of this card gain +500 Power.	[S] [(2)] Search your Deck for up to 1 Level 0 or lower <Magic> Character and put it in any Slot on Stage. Shuffle your Deck.	
"Stone Eyes" Evergreen	SE10	FTSE10-07_C	CH	Y	C	FT/SE10-07	0	0	2000	1	0	Magic, Glasses	I... love statues too. Even hideous beasts may be considered to be a work of art when it's turned into stone	[A] When this card Direct Attacks, choose up to 1 Level 0 or lower Character in your Opponent's Front Row. That Character cannot STAND during your Opponent's next Stand Phase.		
"Perfume Magic" Ichiya	SE10	FTSE10-08_C	CH	Y	C	FT/SE10-08	0	0	2000	1	0	Magic, Rose	I wanted to see you, my honey	[C] If you have no other Characters, this card gains +2000 Power.	[A] [(1)] When this card becomes turned to REVERSE while Battling, you may pay cost. If so, send this card to Memory.	
Tiny Fairy Levy	SE10	FTSE10-09_C	CH	Y	C	FT/SE10-09	1	0	4500	1	0	Magic, Book	Natsu, Gajeel, are you ready? We're entering the Battle of Fairy Tail	[S] [(1)] Choose 1 of your <Magic> Characters. That Character gains +2000 Power for the turn.		
"Darkness Letters" Freed	SE10	FTSE10-10_C	CH	Y	C	FT/SE10-10	1	0	5000	1	0	Magic, Weapon	A defeated piece shall not return to the game	[S] [(2)] For the turn, this card gains +2000 Power and your Opponent may not use <<[A] ENCORE>>. (This includes <<[A] ENCORE [(3)]>> provided by the rules.)		
Occasional Clothing Change Erza	SE10	FTSE10-11_C	CH	Y	C	FT/SE10-11	1	1	7000	1	0	Magic, Weapon	Hehe.... I've decided!			
Laxus' "Grandpa" Makarov	SE10	FTSE10-12_C	CH	Y	C	FT/SE10-12	2	1	3500	1	1	Magic, Master	Even if you can't see me, even if you're far away, I can see you always	[C] ASSIST All your Characters in front of this card gain +1000 Power.	[C] RECOLLECTION If there are 2 or more <Magic> Characters in your Memory, all your other <Magic> Characters gain +500 Power.	
Ruler of the Tower of Heaven Jerral	SE10	FTSE10-13_C	CH	Y	C	FT/SE10-13	2	1	8000	1	1	Magic	This can't be called a game. Not a one-sided, boring game	[A] When this card attacks, you may choose 1 of your Characters with <<Erza>> in the name and put it in Stock.		
And Always Be Kind	SE10	FTSE10-14_C	CX	Y	C	FT/SE10-14					2		Gon-----g|Gong-----g	[A] When this card is placed from hand to the Climax Zone, draw a card, and choose 1 of your Characters. That Character gains +2000 Power and +1 Soul for the turn.		
Celestial Spirit Magician Angel	SE10	FTSE10-15_R	CH	G	R	FT/SE10-15	0	0	2000	1	0	Magic, Key	Me being defeated is just a big lie. Ahahahaha	[S] [(2)] Search your Deck for up to 1 Character with the same name as a Character on either your Stage or your Opponent's Stage, reveal it, and put it in your hand. Shuffle your Deck.		
