Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Growing Up In This City Shana	W14	SSW14-001_RR	CH	Y	RR	SS/W14-001	0	0	500	1	0	Flame, Melon Pan	You can reach it if you reach out...	[C] SUPPORT All your Characters in front of this card gets +500 Power.	[S] [Put this card to REST] Choose 1 of your <Flame> Characters, during this turn, it gets +500 Power.	
Dress Appearance Kazumi	W14	SSW14-002_RR	CH	Y	RR	SS/W14-002	3	2	10000	2	1	Love, Dress	Round 2 begins today	[A] When this card is placed on Stage from Hand, choose up to 2 of your Characters, during this turn they get +1000 Power, +1 Soul.	[A] When this card attacks, if <<Declaration of War Behind the School Building>> is in your Climax Slot, all your Characters, during this turn gets +3000 Power.	[C] EXPERIENCE During your turn, if the total Level of cards in your Level slot is 4 or higher, this card gets +2000 Power.
Maid Clothes Konoe	W14	SSW14-003_R	CH	Y	R	SS/W14-003	0	0	2000	1	0	Mystery, Maid	...Together	[A] When this card attacks, choose 1 of your Characters, during this turn it gets +1500 Power.		
Advancing Every Second Kazumi	W14	SSW14-004_R	CH	Y	R	SS/W14-004	0	0	2500	1	0	Love	I need to do my best	[C] During your turn, if you have 1 or less other Characters in the Front Row, this card gets +2000 Power.		
Clumsy Shana	W14	SSW14-005_R	CH	Y	R	SS/W14-005	1	1	1500	1	1	Flame, Melon Pan	Yuji has to be with me!!	[A] [(1)] When you use this card's <<ASSIST>>, you may pay this cost. If you do, choose 1 of your <Flame> Characters in battle, during this turn, it gets +1500 Power.	[S] [COUNTER] ASSIST 1500 Level 1[(1) Place this card from Hand to Waiting Room] (Choose 1 of your Characters being Front Attacked, during this turn, it gets +1500 Power.)	
Unusual "Torch" Yuuji	W14	SSW14-006_R	CH	Y	R	SS/W14-006	1	1	2500	1	1	Flame, Treasure Tool	Then, I'll call you Shana... I'll start calling you that from now on!	[C] If you have 2 or more other <Flame> Characters, you cannot receive damage from your opponent Character's [A] effects.	[C] SUPPORT All your Level 2 and above Characters in front of this card get +1000 Power.	
Yoshida Kazumi	W14	SSW14-007_R	CH	Y	R	SS/W14-007	1	1	6000	1	0	Love	I can do this, it'll be fine, I can say it...	[A] When this card is placed on Stage from hand, choose 1 of your other Level 1 Characters, during this turn, it gets +1 Soul.		
First Feelings Shana	W14	SSW14-008_R	CH	Y	R	SS/W14-008	2	1	7500	1	1	Flame, Melon Pan	I want to see Yuji	[A] When this card is placed on Stage from Hand, look at the top 2 cards from your opponent's deck, place the cards back on top of the deck in the original sequence.	[A] CHANGE [(2) Place 1 card from Hand to Waiting Room, place this card to Waiting Room] At the beginning of your Climax Phase, you may pay this cost. If you do, choose 1 <<Great Vessel Shana>> from your Waiting Room, place it in this card's previous slot.	
Satou Keisaku	W14	SSW14-009_U	CH	Y	U	SS/W14-009	0	0	500	1	0	Love	Let's go, Tanaka	[A] When this card attacks, all your cards with the name <<Margery>>, during this turn, gets +500 Power.	[A] BOND/<< "Chanter of Elegies" Margery Daw>> [(1)] (When this card is played on Stage, you may pay this cost. If you do, choose 1 << "Chanter of Elegies" Margery Daw>> from your Waiting Room, return to hand)	
Hirai Yukari	W14	SSW14-010_U	CH	Y	U	SS/W14-010	0	0	1500	1	0	-	I do that sometimes. If it happens, please take care of me	[A] [(1)Place this card to Memory]If this card becomes REVERSE in battle, you may pay this cost. If you do, choose 1 card from your Level slot and 1 card from your Waiting Room, exchange them.		
