Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Childhood Memory Mikoto	W10	IDW10-001_RR	CH	Y	RR	ID/W10-001	2	1	7500	1	1	Psychic Power, Frog	...How did it come to this	[C] RECOLLECTION During your turn, if you have 2 or more <<Misaka Sister>> in your Memory, this card gets +4000 Power, +1 Soul.		
Level 5 Accelerator	W10	IDW10-002_RR	CH	Y	RR	ID/W10-002	2	2	7000	2	1	Psychic Power	What are you trying to do	[C] During your turn, if you have 2 or more <Psychic Power> Characters, this card gets +3 Level, +2500 Power.	[A] [(4)] When this card is REVERSE in battle, you may pay this cost. If you do, put this card to REST, and put the opposing Character to REVERSE.	
Misaka Sister	W10	IDW10-003_R	CH	Y	R	ID/W10-003	0	0	2000	1	0	Clone, Psychic Power	Where should I carry this can of juice to	[C] During your turn, this card gets +1000 Power.	[A] [(1)] When this card becomes REVERSE in battle, you may pay this cost. If you do, move this card to Memory.	
Delta Force Touma	W10	IDW10-004_R	CH	Y	R	ID/W10-004	0	0	2500	1	0	-	... Is this okay	[C] If you have another Level 3 or above Character, this card gets +1 Soul.		
Tsukuyomi Komoe	W10	IDW10-005_R	CH	Y	R	ID/W10-005	0	1	1500	1	0	Teacher, Science	Uh... I can drive despite being unable to reach the pedals with my feet~	[C] During your turn, all other of your <Psychic Power> Characters get +1000 Power.	[C] SUPPORT All of your Characters in front of this card gets +500 Power.	
Imagine Breaker Touma	W10	IDW10-006_R	CH	Y	R	ID/W10-006	1	0	4500	1	0	-	God... If this world moves according to a system you made, then I shall break that fantasy!!	[C] RECOLLECTION If you have 2 or more cards in Memory, this card on Stage gets -1 Level, +1500 Power.	[A] [(1)] When this card attacks, if the Climax <<Negate All Power>> is on Stage, you may pay this cost. If you do, until the end of opponent's next turn, he/she cannot play [S] abilities of Characters on Stage.	
Administrator Of The Misaka Network Last Order	W10	IDW10-007_R	CH	Y	R	ID/W10-007	2	1	7500	1	1	Clone, Psychic Power	Sorry to bother yo~u, as Misaka Misaka greets	[A] When this card attacks, if the Climax <<Misaka Network>> is on Stage, search your Deck for 1 <Clone> or <Psychic Power> Character, show it to your opponent, then put in your hand. Shuffle your Deck afterward.	[A] [(2)] When this card attacks, you may pay this cost. If you do, during this turn, all your <Clone> or <Psychic Power> Characters get +1 Soul.	
Level 0 Touma	W10	IDW10-008_U	CH	Y	U	ID/W10-008	0	0	2000	1	0	-	Because you said that, I'd want to resist even if I'm dead!	[A] CHANGE [Put 1 card from hand to Clock, move this card to Memory] At the beginning of your Climax phase, you may pay this cost. If you do, choose 1 <<"Imagine Breaker" Touma>> from your Waiting Room, put on this card's previous slot.		
Original Mikoto	W10	IDW10-009_U	CH	Y	U	ID/W10-009	0	0	2500	1	0	Psychic Power, Frog	That's why I'll try to save you with this hand	[A] [(1)] When this card comes to Stage, you may pay this cost. If you do, choose 1 card from your opponent's Waiting Room, put into his/her Deck. Shuffle the Deck afterwards.		
The Strongest In Academy City Accelerator	W10	IDW10-010_U	CH	Y	U	ID/W10-010	1	0	6500	1	0	Psychic Power	...Boring			
Kamijou Touma	W10	IDW10-011_U	CH	Y	U	ID/W10-011	2	1	9000	2	1	-	Darn it! Again... it's all because of this right hand...!	[C] This card gets -2 Level when its on the Stage.		
Accelerator	W10	IDW10-012_U	CH	Y	U	ID/W10-012	3	2	10000	2	1	Psychic Power	Now, pop quiz: Who's the strongest ESPER in the whole Academy City?	[C] For every marker under this card, it gets +1 Level, +1000 Power.	[A] When this card comes to Stage from hand, you may take the top card of your Clock, put into Waiting Room.	[A] When the Climax <<The Strongest Enemy In Academy City>> is played on Stage, if there are no markers under this card, take up to 3 <<Sisters>>cards from your Waiting Room, put it under this card faced down as a marker.
Mikoto's Roommate Kuroko	W10	IDW10-013_C	CH	Y	C	ID/W10-013	0	0	1000	1	0	Psychic Power, Discipline Committtee	If I give this chocolate laced with aphrodisiac to Onee-sama...	[A] When this card comes to Stage from hand, choose another 1 of your Level 0 or below Characters, during this turn, it gets +1000 Power.		
Sisters	W10	IDW10-014_C	CH	Y	C	ID/W10-014	0	0	2000	1	0	Clone, Psychic Power	...This is just an experiment, as Misaka answers	[C] If you have 2 or more <<Sisters>> on Stage, this card gets +1500 Power.	[C] You may put any amount of this card in your Deck.	
Tsuchimikado Maika	W10	IDW10-015_C	CH	Y	C	ID/W10-015	0	0	3000	1	0	Maid	My brother is noisy tonight but I must have patience...			
Biribiri Middle Schooler Mikoto	W10	IDW10-016_C	CH	Y	C	ID/W10-016	1	0	3500	1	0	Psychic Power, Frog	I. AM. MIKOTO MISAKA! I have a name!	[A] Bond/<<"Imagine Breaker" Touma>>[(1)] (When this card played onto the Stage, you may pay this cost. If so, return a <<"Imagine Breaker" Touma>> from you Waiting Room back to hand)		
Serial Number 20001 Last Order	W10	IDW10-017_C	CH	Y	C	ID/W10-017	1	1	2500	1	1	Clone, Psychic Power	Which should I order	[C] During your turn, all other Level 0 or below Characters get +1000 Power.	[C] SUPPORT All your Characters in front of this card gets +500 Power.	
Totally Child But Adult Teacher Komoe	W10	IDW10-018_C	CH	Y	C	ID/W10-018	1	1	2000	1	1	Teacher, Science	...Those that can separate themselves from the real world and obtain their own "reality" are called espers	[A] RECOLLECTION When you play this card as an ASSIST, if your Memory has 2 or more cards, choose a currently battling Character, during this turn, it gets +1000 Power.	[S] [COUNTER] ASSIST 1500 Level 1 [(1) Discard this card from hand to Waiting Room] (Choose 1 Character that is being Front Attacked, during this turn, it gets +1500 Power.)	
