Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Leonmitchelli Galette des Rois	WE12	DDWE12-01_R	CH	G	R	DD/WE12-01	0	0	500	1	0	Animal, Royalty		[A][(1)] When this card is placed from hand to Stage, you may pay the cost. Choose 1 of your <Animal> Characters, during this turn, it gains +2000 Power.	[A][(2)] When this card is placed into Waiting Room from Stage, you may pay the cost. Search your Deck for 1 <Animal> Character, show it to your opponent and add it to hand. Shuffle your Deck.	
Prince of Galette Gaul	WE12	DDWE12-02_R	CH	G	R	DD/WE12-02	0	0	2000	1	0	Animal, Royalty		[A] When this card is placed from hand to Stage, until the end of your opponent's next turn, this card gains +1500 Power.		
Fair And Square Leo	WE12	DDWE12-03_R	CH	G	R	DD/WE12-03	1	0	4000	1	0	Animal, Royalty		[A] When your opponent adds a Character from Waiting Room to hand, choose one of your Characters, during this turn, it gains +2000 Power.	[S][Put this card to REST] Choose 1 of your <Animal> Characters, during this turn, it gains +1500 Power.	
Unmatched Warrior Leo	WE12	DDWE12-04_R	CH	G	R	DD/WE12-04	1	0	4500	1	0	Animal, Royalty		[A][(1)] When this card attacks, if the Climax <<Lion King Flaming Gigantic Explosion>> is in the Climax Zone, you may pay the cost. Choose 1 Character from your Clock and return it to hand, put the top card of your Deck to Clock.	[A] ENCORE [Put 1 Character from your hand to Waiting Room]	
"Lion King" Leo	WE12	DDWE12-05_R	CH	G	R	DD/WE12-05	3	2	10000	2	1	Animal, Royalty		[C] BODYGUARD (When your opponent declares an attack, if this card is in the centre Front Row and is not in REVERSE, the opponent must attack this card)	[A][Place 1 card into Waiting Room from hand] When this card is placed from hand to Stage, you may pay the cost. Choose 1 <<Magical Battleaxe Granvel>> from Waiting Room and add it to your hand.	
One Man Rush Leo	WE12	DDWE12-06_C	CH	G	C	DD/WE12-06	0	0	2500	1	0	Animal, Royalty		[C] If there are no other Characters other than this card, this card gains +1500 Power and this card cannot be turned to REVERSE by your opponent's [A] effect		
"Genoise" Jaune	WE12	DDWE12-07_C	CH	G	C	DD/WE12-07	0	0	3000	1	0	Animal, Royalty				
"Genoise" Vert	WE12	DDWE12-08_C	CH	G	C	DD/WE12-08	0	0	1000	1	0	Animal, Royalty		[A] Your other Character in your Front Row Center Slot gains +1000 Power.		
Gaul Galette des Rois	WE12	DDWE12-09_C	CH	G	C	DD/WE12-09	1	0	4500	1	0	Animal, Royalty		[C] For each other <Animal> Character on Stage, this card gains +500 Power.		
Silent Resolve Leo	WE12	DDWE12-10_C	CH	G	C	DD/WE12-10	2	1	2500	1	1	Animal, Royalty		[S][COUNTER] ASSIST 3000 Level 2 [(2)][Place this card from hand to Waiting Room] Choose 1 of your Front attacked Characters to gain Power +3000.		
Attendant Violet	WE12	DDWE12-11_C	CH	G	C	DD/WE12-11	2	1	4000	1	1	Animal		[A] Your other Character in your Front Row Center Slot gains +2000 Power.	[A] [Clock] SHIFT Level 2 (At the beginning of your Main Phase, choose 1 Green Card in your hand and this card in Clock, shift them)	
Sudden Declaration Of War Leo	WE12	DDWE12-12_C	CH	G	C	DD/WE12-12	2	2	9500	2	1	Animal, Royalty		[A] When this card is placed from hand to Stage, your opponent chooses 1 Character from Waiting Room and adds it back to hand.	[S][(2) Put 1 card from Hand to Waiting Room] When the Climax card <<Demon Rotating Fissure>> is placed into your Climax Zone and this card is in Front Row, you may pay the cost. Choose 1 <Animal> Character lower than your Level from your Clock and place it onto any slot on Stage.	
Magical Battleaxe Granvel	WE12	DDWE12-13_C	EV	G	C	DD/WE12-13	1	0			0			Choose 1 of your characters. It gains Power +2000 until the end of your opponent's next turn.		
Lion King Flaming Gigantic Explosion	WE12	DDWE12-14_C	CX	G	C	DD/WE12-14					2			[A] When this card comes to Stage from hand, draw 1 card. Choose 1 of your Characters, during this turn, it gets +2000 Power and +1 Soul.		
Demon Rotation Fissure	WE12	DDWE12-15_C	CX	G	C	DD/WE12-15					G			[C] All your Characters get +1000 Power, +1 Soul.	(Gold: When this card is Triggered, place this card in your hand. You may put the top card of your Deck to Stock)	
"Hero Super Express" Cinque	WE12	DDWE12-16_R	CH	R	R	DD/WE12-16	0	0	2500	1	0	Hero, Sports		[A][(2) Put 1 card from the top of your Deck to Clock] When this card Front Attacks, you may pay the cost. Choose 1 other <Animal> Character and return it to hand. 		
Summoner Millhi	WE12	DDWE12-17_R	CH	R	R	DD/WE12-17	1	0	2000	1	0	Animal, Music		[C] All other <Animal> or <Hero> Characters gain +500 Power	[A] [(1)] When your other <<Cinque Izumi>> is put to REVERSE in battle, you may pay the cost. If you do so, put that Character to Memory.	[S] [(3) Put 1 <<Hero Advent!>> from your Hand to the Waiting Room, put this card to REST] Choose 1 <<Cinque Izumi>> from your Waiting Room and put it in any Border you wish.
