Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Solo Debut! Mami	S14	IMS14-001_RR	CH	Y	RR	IM/S14-001	2	1	2500	1	0	Music, Twins	Mami Futami, finally getting a chance to stand on the stage-! .. But what -is- standing on the stage?	[A] [Put a <<LUCKY RABBIT>> from your Memory in the Waiting Room] When you use BACKUP of this card, you may pay cost. If so, all your <Music> Characters gain <<[A] ENCORE [Discard a Character card from hand to the Waiting Room]>> for the turn.	[S] [Counter] BACKUP 3000, Level 2 [(1) Discard this card card from hand to the Waiting Room]	
Everyone's Sister Yayoi	S14	IMS14-002_RR	CH	Y	RR	IM/S14-002	3	2	10000	2	1	Music, Frog	Producer! I've become a sister to everyone!	[A] When this card is placed from hand to the Stage, you may put the top card of your Clock in your Waiting Room.	[A] [(5)] This card ability may be played up to once per turn. When another Character of yours attacks, if <<Good Morning!! Breakfast>> is in the Climax Zone, you may pay cost. If so, STAND this card.	
Everyone's Sister Yayoi SP	S14	IMS14-002SP_SP	CH	Y	SP	IM/S14-002	3	2	10000	2	1	Music, Frog	Producer! I've become a sister to everyone!	[A] When this card is placed from hand to the Stage, you may put the top card of your Clock in your Waiting Room.	[A] [(5)] This card ability may be played up to once per turn. When another Character of yours attacks, if <<Good Morning!! Breakfast>> is in the Climax Zone, you may pay cost. If so, STAND this card.	
Futami Sisters' Healer Mami	S14	IMS14-003_R	CH	Y	R	IM/S14-003	0	0	2500	1	0	Music, Twins	Nii-chan! It's a special occasion, so you can have some of Mami's ice cream~!	[A] [(2) Discard a card from hand to the Waiting Room] When <<Do-Dai>> is placed in your Climax Zone, you may pay cost. If so, choose up to 3 <<Futami Sisters' Healer Mami>> in your Waiting Room and put them in separate Slots on the Stage, and search your Deck for up to 3 <<Futami Sisters' Healer Mami>> and put them in separate Slots on the Stage. Shuffle your Deck.		
Futami Sisters' Healer Mami SR	S14	IMS14-003S_SR	CH	Y	SR	IM/S14-003	0	0	2500	1	0	Music, Twins	Ehehe, Nii-chan! You want to see Mami's power, right?	[A] [(2) Discard a card from hand to the Waiting Room] When <<Do-Dai>> is placed in your Climax Zone, you may pay cost. If so, choose up to 3 <<Futami Sisters' Healer Mami>> in your Waiting Room and put them in separate Slots on the Stage, and search your Deck for up to 3 <<Futami Sisters' Healer Mami>> and put them in separate Slots on the Stage. Shuffle your Deck.		
Always Trembling Yukiho	S14	IMS14-004_R	CH	Y	R	IM/S14-004	0	0	3500	1	0	Music, Tea	I-I-I want to dig a hole, bury myself in it, and never come out!	[A] When this card becomes turned to REVERSE in Battle, if you have 1 or fewer other <Music> Character, put this card in Clock.		
Always Trembling Yukiho SR	S14	IMS14-004S_SR	CH	Y	SR	IM/S14-004	0	0	3500	1	0	Music, Tea	You mean s-someone like me can become a top idol?	[A] When this card becomes turned to REVERSE in Battle, if you have 1 or fewer other <Music> Character, put this card in Clock.		
Life-Sized Idol Yayoi	S14	IMS14-005_R	CH	Y	R	IM/S14-005	1	0	5000	1	0	Music, Frog	Ehehe~ pigeon-san, please sing with me!	[C] If you have 3 or more other <Music> Characters, this card gains +1000 Power.		
Life-Sized Idol Yayoi SR	S14	IMS14-005S_SR	CH	Y	SR	IM/S14-005	1	0	5000	1	0	Music, Frog	Woo-woo! It's fun to be able to sing with everyone!	[C] If you have 3 or more other <Music> Characters, this card gains +1000 Power.		
Portrait Yukiho	S14	IMS14-006_R	CH	Y	R	IM/S14-006	1	1	2500	1	1	Music, Tea	Producer, m-may I have a picture with... Uh, nothing!	[C] All your other Characters gain +1000 Power during your turn.	[A] When <<First Stage>> is placed in your Climax Zone, reveal the top card of your Deck, and reveal the top card of your Opponent's Deck. (Put the revealed card back where it was)	
Day of Promise Yukiho	S14	IMS14-007_R	CH	Y	R	IM/S14-007	2	2	8000	2	1	Music, Tea	Because it's a promise with Producer, I shall become stronger!	[C] If this card is in the Front Row Center Slot, this card gains <<[A] ENCORE [Discard a Character card from hand to the Waiting Room]>>.	[C] RECOLLECTION If there are 2 or more <<LUCKY RABBIT>> in your Memory, this card gains +1500 Power.	
