Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
"Simple Minded Idiot" Yukko	WE11	NJWE11-01_R	CH	Y	R	NJ/WE11-01	0	0	500	1	0	-		[C] During your turn, all of your other Characters gain Power +500.	[S] [(2) Put this card to REST] Search your Deck for up to 1 <<Manga>> or <<Buddha Statue>> Character, show it to your opponent and add it to your hand. Shuffle your Deck.	
Minakami Mai	WE11	NJWE11-02_R	CH	Y	R	NJ/WE11-02	1	0	2500	1	0	Glasses, Buddha Statue		[C] If you have <<Naganohara Mio>> in your Stage, this card gains the following ability. <<[S] [Put this card to REST] Choose 1 of your Characters. It gains Level +1, Power +1500 for that turn.>>	[C] ASSIST All of your Characters in front of this card gain Power +500.	
Naganohara Mio	WE11	NJWE11-03_R	CH	Y	R	NJ/WE11-03	1	0	4500	1	0	Manga		[C] If you have <<Aioi Yuuko>> in your Stage, this card gains Power +2000.		
Aioi Yuko	WE11	NJWE11-04_R	CH	Y	R	NJ/WE11-04	1	1	6000	1	0	-		[A] When this card's battle opponent is put to REVERSE, if you have <<Minakami Mai>> in your Stage, choose 1 of your Characters. It gains Soul +1 for that turn.	[A] ENCORE [Put 1 Character card from your Hand to the Waiting Room]	
Heartbroken Mio	WE11	NJWE11-05_R	CH	Y	R	NJ/WE11-05	2	1	8000	1	1	Manga		[A] [(1)] When this card attacks, if <<Mio's Rampage>> is in the Climax Slot, you may pay the cost. If you do so, this card gains 1 of the following abilities of your choice. <<[C] This card gains +6000 Power and +1 Soul.>>, <<[A] When this card's battle opponent is put to REVERSE, you may choose 1 of your opponent's Cost 1 or below Characters, and put it to Stock.>>		
Frivolous Person Yukko	WE11	NJWE11-06_R	CH	Y	R	NJ/WE11-06	3	2	10000	2	1	-		[A] When this card is put from Hand to the Stage, you may put the top 1 card of your Clock to the Waiting Room.	[A] [(1)] When <<Daily Life at Tokisada High School>> is put in the Climax Slot, if this card is in the Center Stage, you may pay the cost. If you do so, choose 1 of your opponent's Characters and return it to Hand, and all of your Characters gain Power +2000 for that turn.	
Teacher Izumi	WE11	NJWE11-07_C	CH	Y	C	NJ/WE11-07	0	0	1000	1	0	Teacher		[C] ASSIST All of your Characters in front of this Character gain Power +500.		
"Spell of Resurrection" Mai	WE11	NJWE11-08_C	CH	Y	C	NJ/WE11-08	0	0	2000	1	0	Glasses, Buddha Statue		[S] CONCENTRATE [(1) Put this card to REST] Put the top 4 cards of your Deck into Waiting Room. For each card that is a Climax, search your Deck for 1 Level 1 or below Character and add it to your hand. Shuffle your Deck.		
Nakanojo Tsuyoshi	WE11	NJWE11-09_C	CH	Y	C	NJ/WE11-09	0	0	2500	1	0	Mohawk		[S][Put 2 of your Characters to REST] During this turn, this card gains +2000 Power.		
"Igo Soccer Team" Daiku & Sekiguchi	WE11	NJWE11-10_C	CH	Y	C	NJ/WE11-10	0	0	2500	1	0	Igo Soccer		[C] During your turn, this card gains +1000 Power		
Princess Sutara	WE11	NJWE11-11_C	CH	Y	C	NJ/WE11-11	0	0	3000	1	0	Royalty	Next			
Enraged Mio	WE11	NJWE11-12_C	CH	Y	C	NJ/WE11-12	0	0	3500	1	0	Manga		[C] The Character opposite this card gains Soul +1.		
Sasahara Kojiro	WE11	NJWE11-13_C	CH	Y	C	NJ/WE11-13	1	1	2000	1	1	Glasses, Theater		[S][COUNTER] ASSIST 2000 Level 1 [(1)][Place this card from hand to Waiting Room] Choose 1 of your Front attacked Characters to gain Power +2000.		
Tachibana Misato	WE11	NJWE11-14_C	CH	Y	C	NJ/WE11-14	1	1	7000	1	0	Weapon, Sports				
Annaka Haruna	WE11	NJWE11-15_C	CH	Y	C	NJ/WE11-15	2	1	4500	1	1	-		[C] ASSIST All of your Characters in front of this Character gain Power +1000.		
Teacher Takasaki	WE11	NJWE11-16_C	CH	Y	C	NJ/WE11-16	2	1	8000	1	1	Teacher, Igo Soccer		[C] For each other <<Teacher Sakurai>>, this card gains +1000 Power		
Buddha Statue Fetish Mai	WE11	NJWE11-17_C	CH	Y	C	NJ/WE11-17	2	2	8500	2	1	Glasses, Buddha Statue		[A] When this card declares a Side Attack, during this turn, this card gains +1 Soul		
Daily Life At Tokisada High School (a)	WE11	NJWE11-18a_C	CX	Y	C	NJ/WE11-18a					2			[A] When this card is put from your Hand to the Climax Border, draw 1 card, and choose 1 of your Characters. It gains Power +2000, Soul +1 for that turn.		
Daily Life At Tokisada High School (b)	WE11	NJWE11-18b_C	CX	Y	C	NJ/WE11-18b					2			[A] When this card is put from your Hand to the Climax Border, draw 1 card, and choose 1 of your Characters. It gains Power +2000, Soul +1 for that turn.		
Daily Life At Tokisada High School (c)	WE11	NJWE11-18c_C	CX	Y	C	NJ/WE11-18c					2			[A] When this card is put from your Hand to the Climax Border, draw 1 card, and choose 1 of your Characters. It gains Power +2000, Soul +1 for that turn.		
Daily Life At Tokisada High School (d)	WE11	NJWE11-18d_C	CX	Y	C	NJ/WE11-18d					2			[A] When this card is put from your Hand to the Climax Border, draw 1 card, and choose 1 of your Characters. It gains Power +2000, Soul +1 for that turn.		
