Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Sasasegawa Sasami	W02	LBW02-001_RR	CH	Y	RR	LB/W02-001	0	0	500	1	0	Sports	Now, come!	 [C] SUPPORT All the Characters in front of this card get +500 Power.	 [S] [(2) Put this card to REST] Search your Deck for up to 1 <Sports> Character, show it to your opponent and place it into your hand. Shuffle your Deck afterwards.	
Rin & Riki	W02	LBW02-002_RR	CH	Y	RR	LB/W02-002	1	0	3000	1	0	Animal	Let's go together, Kyousuku	 [A] [(1)] When this card attacks, if <<Sharing a Day With Rin>> is in the Climax slot, you may pay the cost. If you do, choose 1 of your opponent's Characters, return it to hand.	 [A] Bond/ <<"Leader" Kyousuke>>  [(1)] When this card comes into play from your hand, you may pay the cost to activate this ability, then search your Waiting Room for 1 <<"Leader" Kyousuke>> and add it to your hand.	
Agitated Catgirl Rin	W02	LBW02-003_R	CH	Y	R	LB/W02-003	0	0	500	1	0	Animal	Gah-!	 [C] During your turn, all your other Characters get +500 Power.	 [A] This skill can be used up to 2 times per turn. When you use a [S] , choose 1 of your Characters, during this turn, it gets +500 Power.	
Leader Kyousuke	W02	LBW02-004_R	CH	Y	R	LB/W02-004	1	1	5000	1	1	-	Mission start!	 [A] [(1)] When this card attacks, if <<Return of the Leader>> is in the Climax slot, you may pay the cost. If you do, choose 1 of your opponent's Characters, return it to hand.	 [A] ENCORE [Discard 1 Character to Waiting Room from hand] (When this card is placed in Waiting Room from Stage, you may pay the cost. If you do, return this card in REST to its previous slot.)	
Nurse Uniform Komari 	W02	LBW02-005_R	CH	Y	R	LB/W02-005	1	0	3000	1	0	Snack, Fairy	Everyone having fun together definitely brings happiness to all	 [A] If you have 2 or more other <Sweets> Characters, this card gets +1000 Power.	 [A] During your turn, all your other Characters get +X Power. X is equal to that Character's Level x 500.	
Bunny Girl Yuiko 	W02	LBW02-006_R	CH	Y	R	LB/W02-006	2	2	7500	2	1	Music, Weapon	I'm always serious	 [A] When a Level 2 or Above Character battling this card becomes REVERSE, choose 1 of your Characters, during this turn, it gets +1 Soul.	 [A] ENCORE [Discard 1 Character to Waiting Room from hand] (When this card is placed in Waiting Room from Stage, you may pay the cost. If you do, return this card in REST to its previous slot.)	
Kurugaya Yuiko 	W02	LBW02-007_U	CH	Y	U	LB/W02-007	0	0	2000	1	0	Music	Ah, you won't die. Don't worry.	 [C] All your other <<Saigusa Haruka>> Characters get +1000 Power.	 [S] [(2)] Choose 1 of your opponent's Level 0 or below Characters, return it to hand.	
Softball Club's Three Member Group 	W02	LBW02-008_U	CH	Y	U	LB/W02-008	0	0	3000	1	0	Sports	Sasami senpai, I'll help you			
Wedding Dress Rin 	W02	LBW02-009_U	CH	Y	U	LB/W02-009	1	0	3500	1	0	Animal	... Is that... a proposal?	 [A] When this card is played to Stage, place the top card of your Deck under this card as a marker.	 [S] [Put this card to REST] If there are 1 or less markers under this card, place the top card of your Deck under this card as a marker.	 [S] [Put this card to REST] During this turn, when your yellow Characters use an ability, you may pay the markers under this card to place in Waiting Room instead of Stock.
Rin & Sasami 	W02	LBW02-010_U	CH	Y	U	LB/W02-010	2	1	8500	1	1	Animal, Sports				
Snack-Loving Komari 	W02	LBW02-011_U	CH	Y	U	LB/W02-011	3	2	9000	2	1	Snack, Fairy	Eating sweets will make you slightly happier	 [C] BODYGUARD (When your opponent attacks, if this card is in the center of the Front Row and is not in REVERSE, your opponent must Front Attack this card.)	 [A] When this card attacks, if <<Stargazing Between Just the Two >> is in the Climax slot, you may choose 1 of your opponent's Characters, return it to hand.	 [S] [(3)] Your opponent chooses 1 card from hand and places it in Stock.
Kamikita Komari 	W02	LBW02-012_C	CH	Y	C	LB/W02-012	0	0	500	1	0	Snack, Fairy	I really just wanted to tlook into your eyes a little more	 [C] All your other <<"Wedding Dress" Rin >> gets +1000 Power.	 [C] ALARM When this card is at the top of your Clock, all your yellow Characters gain the following ability. << [C] This card cannot be targeted by your opponent's effects.>> 	
Inohara Masato 	W02	LBW02-013_C	CH	Y	C	LB/W02-013	0	0	3500	1	0	Muscle	Now... My rage... has reached the boiling point!!	 [A] When this card is played to Stage, choose 1 of your Characters in STAND, put it to REST.		
Rin & Komari 	W02	LBW02-014_C	CH	Y	C	LB/W02-014	1	1	3000	1	1	Animal, Snack	Rin-chan and I are friends	 [A] When your opponent Levels up, place the top card of your Deck into Stock.	 [S] [(3)] During this turn, all your Characters get +1 Soul.	
Deep Queen of Hearts Yuiko 	W02	LBW02-015_C	CH	Y	C	LB/W02-015	1	1	6000	1	1	Music, Weapon	I shall convict you			
Kyousuke & Rin 	W02	LBW02-016_C	CH	Y	C	LB/W02-016	2	2	8000	2	1	Animal		 [S] [(4)] You opponent chooses 1 card from hand and places it in Waiting Room.		
The God of No Control Rin 	W02	LBW02-017_C	CH	Y	C	LB/W02-017	2	1	2000	1	1	Animal, Sports	Shut up! I just twisted my hand	 [A] When the Character battling this card becomes REVERSE, you may return this card to hand.	 [S] [COUNTER] ASSIST 3000 Level 2 [Discard this card from hand to Waiting Room] (Choose 1 Character being Front Attacked, during this turn, it gets +3000 Power)	
Using Cats as a Secret Weapon 	W02	LBW02-018_R	EV	Y	R	LB/W02-018	1	0			0		This is the foxtail that the expert of 65 years insist on using	Choose 1 of your opponent's front row Level 0 or below Characters, return it to hand.	Place this card in Stock.	
Within the Dream 	W02	LBW02-019_U	EV	Y	U	LB/W02-019	2	1			0		...Zzz-	Choose 1 of your opponent's Level 1 or below Characters, place it in Stock.		
I'm going to wash you back~	W02	LBW02-020_U	EV	Y	U	LB/W02-020	2	1			0		I'll clean you thoroughly so be still-	Choose 1 of your Characters, during this turn, it gets +2500 Power and +1 Soul.		
Cold Game 	W02	LBW02-021_C	EV	Y	C	LB/W02-021	0	1			0		Kyousuke: "This is absurd----!!"	If you do not have <Sports> Characters on Stage, this card cannot be played from hand.	If you do not have a yellow card in your Clock or Level slot, this card cannot be played from hand.	Your opponent chooses 1 card from hand and places it in Stock.
Sharing an Umbrella 	W02	LBW02-022_C	EV	Y	C	LB/W02-022	2	0			0		Hmm, that might be it... My brain probably doesn't function on rainy days	Choose 2 of your Characters, during this turn, it gets +2000 Power.		
Sharing a Day With Rin	W02	LBW02-023_CR	CX	Y	CR	LB/W02-023					1W		Ah, stop fighting	 [C] All your Characters get +1000 Power, +1 Soul.	(Wind: When this card is Triggered, you may choose 1 of your opponent's Characters, return to his/her hand)	
Return of the Leader 	W02	LBW02-024_CC	CX	Y	CC	LB/W02-024					2		Everyone's here, right	 [C] All your Characters get +1000 Power, +1 Soul.		
Stargazing Between Just the Two 	W02	LBW02-025_CC	CX	Y	CC	LB/W02-025					2		Me too. Both of us have crush on each other	 [C] All your Characters get +2 Soul.		
