Name	Set	ImageFile	Type	Colour	Rarity	Serial	Level	Cost	Power	Soul	Trigger	Traits	Flavour	Ability1	Ability2	Ability3
Hiiragi Tsukasa	W05	LSW05-001_RR	CH	Y	RR	LS/W05-001	1	0	4500	1	0	Twins, Snack		[A][(1) Put 1 Climax card from your hand into the Waiting Room]†When this card is played onto the Stage from your hand, you may pay the cost. If you do so, choose a Climax card from the Waiting Room and return it into your hand	[A][(1)]†If†<<Graduation Ceremony>>†is in your Climax Area when this card attacks, you may pay the cost. If you do so, choose 1 of your opponent's Characters and return the card to the opponent's hand.	
Disturbing Miyuki	W05	LSW05-002_RR	CH	Y	RR	LS/W05-002	1	1	6000	1	1	Glasses, President		[A]When this card is played onto your Stage from your hand, this card gains +50 Soul for that turn.†	[A]†ENCORE†[Put a Character from your hand into the Waiting Room]†(When this card is sent to the Waiting Room from the Stage, you may pay the cost. If you do so, place this card in REST in the border it was in.) 	
Interesting Hiyori	W05	LSW05-003_R	CH	Y	R	LS/W05-003	0	0	1000	1	0	Otaku, Glasses		[S]†(Put a Climax card from your hand into the Waiting Room, put this card to REST) Choose 1 of your Character that is in STAND, and put it to REST. If you do so, choose a Character from your hand that is of a Level lower than your Level and below 2 cost, having at least 1 same trait as the chosen Character and put that Character onto your Stage. 		
Yutaka & Minami	W05	LSW05-004_R	CH	Y	R	LS/W05-004	0	0	1500	1	0	Infirmary, 		[C]†If you have other†<Infirmary>†Characters on your Stage, this card gains +2000 Power. 		
Anime Club president Kou	W05	LSW05-005_R	CH	Y	R	LS/W05-005	1	0	4500	1	0	Student Council, Otaku		[S][(2)]†Choose one of your†<Otaku>†Characters. That Character gains +3000 Power and +1 Soul for that turn.		
Investigator Miyuki	W05	LSW05-006_R	CH	Y	R	LS/W05-006	2	2	8500	2	1	Glasses, Detective		[A][(1)]†If†<<Good Idea>>†is in your Climax Area when this card attacks, you may pay the cost. If you do so, choose 1 of your opponent's Character and return that Character to your opponent's hand. This card gains +3000 Power for that turn. 		
Tennen Tsukasa	W05	LSW05-007_R	CH	Y	R	LS/W05-007	3	2	10000	2	1	Twins, Snack		[A][(1)]†When this card is played onto your Stage from your hand, you may pay the cost. If you do so, return all of your Climax cards in the Waiting Room back to your hand, then put the same amount of cards from your hand into the Waiting Room.	[S][Put 2 Climax cards from your hand into the Waiting Room]†All of your Characters gain +2500 Power during that turn.	
Cool & Stylish Minami	W05	LSW05-008_U	CH	Y	U	LS/W05-008	0	0	500	1	0	Infirmary, Animal		[A]†BOND/<<Name Calling Yukata>>†[(1)]†When this card is played onto the Stage, you may pay the cost. If you do so, choose 1†<Name Calling Yutaka>†from your Waiting Room and return it to your hand.	[S][REST this card]†Choose one of your cards with†<Yutaka>†in the name. During that turn, that card gains +500 Power.	
Miyuki & Minami	W05	LSW05-009_U	CH	Y	U	LS/W05-009	1	0	4500	1	0	Glasses, Animal		[S][REST 1 of your†<Glasses>†Characters]†Choose 1 of your<Glasses>†Characters. That Character gains +1000 Power during that turn.		
Name Calling Yutaka	W05	LSW05-010_U	CH	Y	U	LS/W05-010	2	1	6000	1	1	Infirmary, 		[C] All your Characters with BOND get +1 Soul.	[A]When†<<Summer Holidays>>†is played onto your Climax Area and there is another Character with†<<Minami>>†in the name on your Stage, this card gains the following ability for that turn. <<[A] If this card is turned to REVERSE in battle, you may return this card and the Character battling with this card to the hand.>>	
